SA2_NAME16	EmploymentStatus	workers
Dapto - Avondale	Owner managers of incorporated enterprises	281
Dapto - Avondale	Owner managers of unincorporated enterprises	434
Dapto - Avondale	Status in employment not stated	41
Horsley - Kembla Grange	Contributing family workers	15
Horsley - Kembla Grange	Employee	654
Horsley - Kembla Grange	Owner managers of incorporated enterprises	63
Horsley - Kembla Grange	Owner managers of unincorporated enterprises	105
Horsley - Kembla Grange	Status in employment not stated	7
Port Kembla Industrial	Contributing family workers	11
Port Kembla Industrial	Employee	3152
Port Kembla Industrial	Owner managers of incorporated enterprises	48
Port Kembla Industrial	Owner managers of unincorporated enterprises	26
Port Kembla Industrial	Status in employment not stated	29
Unanderra - Mount Kembla	Contributing family workers	79
Unanderra - Mount Kembla	Employee	7750
Unanderra - Mount Kembla	Owner managers of incorporated enterprises	538
Unanderra - Mount Kembla	Owner managers of unincorporated enterprises	414
Unanderra - Mount Kembla	Status in employment not stated	83
Berkeley - Lake Heights - Cringila	Contributing family workers	29
Berkeley - Lake Heights - Cringila	Employee	1280
Berkeley - Lake Heights - Cringila	Owner managers of incorporated enterprises	96
Berkeley - Lake Heights - Cringila	Owner managers of unincorporated enterprises	170
Berkeley - Lake Heights - Cringila	Status in employment not stated	18
Port Kembla - Warrawong	Contributing family workers	41
Port Kembla - Warrawong	Employee	7277
Port Kembla - Warrawong	Owner managers of incorporated enterprises	258
Port Kembla - Warrawong	Owner managers of unincorporated enterprises	244
Port Kembla - Warrawong	Status in employment not stated	73
Windang - Primbee	Contributing family workers	4
Windang - Primbee	Employee	304
Windang - Primbee	Owner managers of incorporated enterprises	38
Windang - Primbee	Owner managers of unincorporated enterprises	56
Windang - Primbee	Status in employment not stated	9
Illawarra Catchment Reserve	Employee	62
Albion Park - Macquarie Pass	Contributing family workers	48
Albion Park - Macquarie Pass	Employee	1924
Albion Park - Macquarie Pass	Owner managers of incorporated enterprises	175
Albion Park - Macquarie Pass	Owner managers of unincorporated enterprises	280
Albion Park - Macquarie Pass	Status in employment not stated	32
Albion Park Rail	Contributing family workers	41
Albion Park Rail	Employee	1974
Albion Park Rail	Owner managers of incorporated enterprises	164
Albion Park Rail	Owner managers of unincorporated enterprises	157
Albion Park Rail	Status in employment not stated	18
Kiama	Contributing family workers	61
Kiama	Employee	2217
Kiama	Owner managers of incorporated enterprises	225
Kiama	Owner managers of unincorporated enterprises	335
Kiama	Status in employment not stated	33
Kiama Downs - Minnamurra	Contributing family workers	25
Kiama Downs - Minnamurra	Employee	320
Kiama Downs - Minnamurra	Owner managers of incorporated enterprises	80
Kiama Downs - Minnamurra	Owner managers of unincorporated enterprises	150
Kiama Downs - Minnamurra	Status in employment not stated	5
Kiama Hinterland - Gerringong	Contributing family workers	89
Kiama Hinterland - Gerringong	Employee	1221
Kiama Hinterland - Gerringong	Owner managers of incorporated enterprises	204
Kiama Hinterland - Gerringong	Owner managers of unincorporated enterprises	318
Kiama Hinterland - Gerringong	Status in employment not stated	34
Shellharbour - Flinders	Contributing family workers	54
Shellharbour - Flinders	Employee	2064
Shellharbour - Flinders	Owner managers of incorporated enterprises	224
Shellharbour - Flinders	Owner managers of unincorporated enterprises	312
Shellharbour - Flinders	Status in employment not stated	28
Shellharbour - Oak Flats	Contributing family workers	59
Shellharbour - Oak Flats	Employee	5337
Shellharbour - Oak Flats	Owner managers of incorporated enterprises	289
Shellharbour - Oak Flats	Owner managers of unincorporated enterprises	317
Shellharbour - Oak Flats	Status in employment not stated	61
Warilla	Contributing family workers	44
Warilla	Employee	3272
Warilla	Owner managers of incorporated enterprises	254
Warilla	Owner managers of unincorporated enterprises	305
Warilla	Status in employment not stated	51
Balgownie - Fairy Meadow	Contributing family workers	62
Balgownie - Fairy Meadow	Employee	4806
Balgownie - Fairy Meadow	Owner managers of incorporated enterprises	384
Balgownie - Fairy Meadow	Owner managers of unincorporated enterprises	447
Balgownie - Fairy Meadow	Status in employment not stated	65
Corrimal - Tarrawanna - Bellambi	Contributing family workers	52
Corrimal - Tarrawanna - Bellambi	Employee	2595
Corrimal - Tarrawanna - Bellambi	Owner managers of incorporated enterprises	272
Corrimal - Tarrawanna - Bellambi	Owner managers of unincorporated enterprises	373
Corrimal - Tarrawanna - Bellambi	Status in employment not stated	42
Figtree - Keiraville	Contributing family workers	62
Figtree - Keiraville	Employee	5906
Figtree - Keiraville	Owner managers of incorporated enterprises	269
Figtree - Keiraville	Owner managers of unincorporated enterprises	386
Figtree - Keiraville	Status in employment not stated	67
Helensburgh	Contributing family workers	36
Helensburgh	Employee	1516
Helensburgh	Owner managers of incorporated enterprises	224
Helensburgh	Owner managers of unincorporated enterprises	233
Helensburgh	Status in employment not stated	22
Thirroul - Austinmer - Coalcliff	Contributing family workers	53
Thirroul - Austinmer - Coalcliff	Employee	1624
Thirroul - Austinmer - Coalcliff	Owner managers of incorporated enterprises	264
Thirroul - Austinmer - Coalcliff	Owner managers of unincorporated enterprises	378
Thirroul - Austinmer - Coalcliff	Status in employment not stated	27
Woonona - Bulli - Russell Vale	Contributing family workers	66
Woonona - Bulli - Russell Vale	Employee	2739
Woonona - Bulli - Russell Vale	Owner managers of incorporated enterprises	291
Woonona - Bulli - Russell Vale	Owner managers of unincorporated enterprises	451
Woonona - Bulli - Russell Vale	Status in employment not stated	28
Wollongong - East	Contributing family workers	115
Wollongong - East	Employee	18443
Wollongong - East	Owner managers of incorporated enterprises	936
Wollongong - East	Owner managers of unincorporated enterprises	798
Wollongong - East	Status in employment not stated	153
Wollongong - West	Contributing family workers	45
Wollongong - West	Employee	6785
Wollongong - West	Owner managers of incorporated enterprises	267
Wollongong - West	Owner managers of unincorporated enterprises	324
Wollongong - West	Status in employment not stated	53
Bulahdelah - Stroud	Contributing family workers	90
Bulahdelah - Stroud	Employee	897
Bulahdelah - Stroud	Owner managers of incorporated enterprises	103
Bulahdelah - Stroud	Owner managers of unincorporated enterprises	193
Bulahdelah - Stroud	Status in employment not stated	22
Forster	Contributing family workers	57
Forster	Employee	3496
Forster	Owner managers of incorporated enterprises	220
Forster	Owner managers of unincorporated enterprises	431
Forster	Status in employment not stated	72
Forster-Tuncurry Region	Contributing family workers	74
Forster-Tuncurry Region	Employee	612
Forster-Tuncurry Region	Owner managers of incorporated enterprises	120
Forster-Tuncurry Region	Owner managers of unincorporated enterprises	254
Forster-Tuncurry Region	Status in employment not stated	23
Tuncurry	Contributing family workers	23
Tuncurry	Employee	1873
Tuncurry	Owner managers of incorporated enterprises	143
Tuncurry	Owner managers of unincorporated enterprises	229
Tuncurry	Status in employment not stated	46
Kempsey	Contributing family workers	100
Kempsey	Employee	5641
Kempsey	Owner managers of incorporated enterprises	270
Kempsey	Owner managers of unincorporated enterprises	410
Kempsey	Status in employment not stated	119
Kempsey Region	Contributing family workers	176
Kempsey Region	Employee	1072
Kempsey Region	Owner managers of incorporated enterprises	112
Kempsey Region	Owner managers of unincorporated enterprises	357
Kempsey Region	Status in employment not stated	38
Macksville - Scotts Head	Contributing family workers	41
Macksville - Scotts Head	Employee	2041
Macksville - Scotts Head	Owner managers of incorporated enterprises	104
Macksville - Scotts Head	Owner managers of unincorporated enterprises	209
Macksville - Scotts Head	Status in employment not stated	35
Nambucca Heads	Contributing family workers	43
Nambucca Heads	Employee	1496
Nambucca Heads	Owner managers of incorporated enterprises	86
Nambucca Heads	Owner managers of unincorporated enterprises	235
Nambucca Heads	Status in employment not stated	41
Nambucca Heads Region	Contributing family workers	124
Nambucca Heads Region	Employee	690
Nambucca Heads Region	Owner managers of incorporated enterprises	67
Nambucca Heads Region	Owner managers of unincorporated enterprises	296
Nambucca Heads Region	Status in employment not stated	23
South West Rocks	Contributing family workers	33
South West Rocks	Employee	703
South West Rocks	Owner managers of incorporated enterprises	68
South West Rocks	Owner managers of unincorporated enterprises	209
South West Rocks	Status in employment not stated	25
Lord Howe Island	Contributing family workers	4
Lord Howe Island	Employee	156
Lord Howe Island	Owner managers of incorporated enterprises	31
Lord Howe Island	Owner managers of unincorporated enterprises	29
Lord Howe Island	Status in employment not stated	6
Laurieton - Bonny Hills	Contributing family workers	100
Laurieton - Bonny Hills	Employee	2190
Laurieton - Bonny Hills	Owner managers of incorporated enterprises	240
Laurieton - Bonny Hills	Owner managers of unincorporated enterprises	508
Laurieton - Bonny Hills	Status in employment not stated	40
Port Macquarie - East	Contributing family workers	126
Port Macquarie - East	Employee	6944
Port Macquarie - East	Owner managers of incorporated enterprises	631
Port Macquarie - East	Owner managers of unincorporated enterprises	922
Port Macquarie - East	Status in employment not stated	90
Port Macquarie - West	Contributing family workers	128
Port Macquarie - West	Employee	9757
Port Macquarie - West	Owner managers of incorporated enterprises	586
Port Macquarie - West	Owner managers of unincorporated enterprises	791
Port Macquarie - West	Status in employment not stated	120
Port Macquarie Region	Contributing family workers	149
Port Macquarie Region	Employee	617
Port Macquarie Region	Owner managers of incorporated enterprises	91
Port Macquarie Region	Owner managers of unincorporated enterprises	290
Port Macquarie Region	Status in employment not stated	32
Wauchope	Contributing family workers	86
Wauchope	Employee	2413
Wauchope	Owner managers of incorporated enterprises	223
Wauchope	Owner managers of unincorporated enterprises	373
Wauchope	Status in employment not stated	50
Gloucester	Contributing family workers	130
Gloucester	Employee	1223
Gloucester	Owner managers of incorporated enterprises	116
Gloucester	Owner managers of unincorporated enterprises	257
Gloucester	Status in employment not stated	34
Old Bar - Manning Point - Red Head	Contributing family workers	77
Old Bar - Manning Point - Red Head	Employee	820
Old Bar - Manning Point - Red Head	Owner managers of incorporated enterprises	146
Old Bar - Manning Point - Red Head	Owner managers of unincorporated enterprises	300
Old Bar - Manning Point - Red Head	Status in employment not stated	31
Taree	Contributing family workers	127
Taree	Employee	9185
Taree	Owner managers of incorporated enterprises	436
Taree	Owner managers of unincorporated enterprises	643
Taree	Status in employment not stated	186
Taree Region	Contributing family workers	181
Taree Region	Employee	756
Taree Region	Owner managers of incorporated enterprises	152
Taree Region	Owner managers of unincorporated enterprises	438
Taree Region	Status in employment not stated	46
Wingham	Contributing family workers	37
Wingham	Employee	1228
Wingham	Owner managers of incorporated enterprises	64
Wingham	Owner managers of unincorporated enterprises	130
Wingham	Status in employment not stated	21
