LGA_NAME16	Occupation	OccupationSubtype	workers
Darwin (C)	Community and personal service workers	Health and welfare support workers	663
Darwin (C)	Community and personal service workers	Hospitality workers	1106
Darwin (C)	Community and personal service workers	Protective service workers	1218
Darwin (C)	Community and personal service workers	Sports and personal service workers	589
Darwin (C)	Labourers	Cleaners and laundry workers	1233
Darwin (C)	Labourers	Construction and mining labourers	388
Darwin (C)	Labourers	Factory process workers	158
Darwin (C)	Labourers	Farm forestry and garden workers	103
Darwin (C)	Labourers	Food preparation assistants	614
Darwin (C)	Labourers	Labourers nfd	61
Darwin (C)	Labourers	Other labourers	719
Darwin (C)	Machinery operators and drivers	Machine and stationary plant operators	303
Darwin (C)	Machinery operators and drivers	Machinery operators and drivers nfd	16
Darwin (C)	Machinery operators and drivers	Mobile plant operators	255
Darwin (C)	Machinery operators and drivers	Road and rail drivers	910
Darwin (C)	Machinery operators and drivers	Storepersons	331
Darwin (C)	Managers	Chief executives general managers and legislators	686
Darwin (C)	Managers	Farmers and farm managers	23
Darwin (C)	Managers	Hospitality retail and service managers	1894
Darwin (C)	Managers	Managers nfd	197
Darwin (C)	Managers	Specialist managers	3282
Darwin (C)	Professionals	Arts and media professionals	304
Darwin (C)	Professionals	Business human resource and marketing professionals	2467
Darwin (C)	Professionals	Design engineering science and transport professionals	1551
Darwin (C)	Professionals	Education professionals	1959
Darwin (C)	Professionals	Health professionals	2857
Darwin (C)	Professionals	Information and Communication Technology ICT professionals	558
Darwin (C)	Professionals	Legal social and welfare professionals	1020
Darwin (C)	Professionals	Professionals nfd	168
Darwin (C)	Sales workers	Sales assistants and salespersons	2524
Darwin (C)	Sales workers	Sales representatives and agents	693
Darwin (C)	Sales workers	Sales support workers	519
Darwin (C)	Sales workers	Sales workers nfd	8
Darwin (C)	Technicians and trades workers	Automotive and engineering trades workers	1300
Darwin (C)	Technicians and trades workers	Construction trades workers	911
Darwin (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1197
Darwin (C)	Technicians and trades workers	Engineering ICT and science technicians	994
Darwin (C)	Technicians and trades workers	Food trades workers	764
Darwin (C)	Technicians and trades workers	Other technicians and trades workers	628
Darwin (C)	Technicians and trades workers	Skilled animal and horticultural workers	327
Darwin (C)	Technicians and trades workers	Technicians and trades workers nfd	151
East Arnhem (R)			144
East Arnhem (R)	Clerical and administrative workers	Clerical and office support workers	18
East Arnhem (R)	Clerical and administrative workers	General clerical workers	51
East Arnhem (R)	Clerical and administrative workers	Inquiry clerks and receptionists	22
East Arnhem (R)	Clerical and administrative workers	Numerical clerks	22
East Arnhem (R)	Clerical and administrative workers	Office managers and program administrators	32
East Arnhem (R)	Clerical and administrative workers	Other clerical and administrative workers	35
East Arnhem (R)	Clerical and administrative workers	Personal assistants and secretaries	8
East Arnhem (R)	Community and personal service workers	Carers and aides	165
East Arnhem (R)	Community and personal service workers	Health and welfare support workers	129
East Arnhem (R)	Community and personal service workers	Hospitality workers	14
East Arnhem (R)	Community and personal service workers	Protective service workers	25
East Arnhem (R)	Community and personal service workers	Sports and personal service workers	10
East Arnhem (R)	Labourers	Cleaners and laundry workers	54
East Arnhem (R)	Labourers	Construction and mining labourers	57
East Arnhem (R)	Labourers	Factory process workers	6
East Arnhem (R)	Labourers	Farm forestry and garden workers	11
East Arnhem (R)	Labourers	Food preparation assistants	12
East Arnhem (R)	Labourers	Labourers nfd	33
East Arnhem (R)	Labourers	Other labourers	49
East Arnhem (R)	Machinery operators and drivers	Machine and stationary plant operators	206
East Arnhem (R)	Machinery operators and drivers	Machinery operators and drivers nfd	12
East Arnhem (R)	Machinery operators and drivers	Mobile plant operators	38
East Arnhem (R)	Machinery operators and drivers	Road and rail drivers	72
East Arnhem (R)	Machinery operators and drivers	Storepersons	21
East Arnhem (R)	Managers	Chief executives general managers and legislators	20
East Arnhem (R)	Managers	Farmers and farm managers	4
East Arnhem (R)	Managers	Hospitality retail and service managers	50
East Arnhem (R)	Managers	Managers nfd	7
East Arnhem (R)	Managers	Specialist managers	112
East Arnhem (R)	Professionals	Arts and media professionals	50
East Arnhem (R)	Professionals	Business human resource and marketing professionals	70
East Arnhem (R)	Professionals	Design engineering science and transport professionals	137
East Arnhem (R)	Professionals	Education professionals	200
East Arnhem (R)	Professionals	Health professionals	101
East Arnhem (R)	Professionals	Information and Communication Technology ICT professionals	7
East Arnhem (R)	Professionals	Legal social and welfare professionals	38
East Arnhem (R)	Professionals	Professionals nfd	3
East Arnhem (R)	Sales workers	Sales assistants and salespersons	52
East Arnhem (R)	Sales workers	Sales support workers	32
East Arnhem (R)	Technicians and trades workers	Automotive and engineering trades workers	206
East Arnhem (R)	Technicians and trades workers	Construction trades workers	46
East Arnhem (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	63
East Arnhem (R)	Technicians and trades workers	Engineering ICT and science technicians	75
East Arnhem (R)	Technicians and trades workers	Food trades workers	30
East Arnhem (R)	Technicians and trades workers	Other technicians and trades workers	21
East Arnhem (R)	Technicians and trades workers	Skilled animal and horticultural workers	21
East Arnhem (R)	Technicians and trades workers	Technicians and trades workers nfd	4
Katherine (T)			86
Katherine (T)	Clerical and administrative workers	Clerical and administrative workers nfd	3
Katherine (T)	Clerical and administrative workers	Clerical and office support workers	31
Katherine (T)	Clerical and administrative workers	General clerical workers	152
Katherine (T)	Clerical and administrative workers	Inquiry clerks and receptionists	64
Katherine (T)	Clerical and administrative workers	Numerical clerks	92
Katherine (T)	Clerical and administrative workers	Office managers and program administrators	126
Katherine (T)	Clerical and administrative workers	Other clerical and administrative workers	65
Katherine (T)	Clerical and administrative workers	Personal assistants and secretaries	20
Katherine (T)	Community and personal service workers	Carers and aides	234
Katherine (T)	Community and personal service workers	Health and welfare support workers	119
Katherine (T)	Community and personal service workers	Hospitality workers	64
Katherine (T)	Community and personal service workers	Protective service workers	229
Katherine (T)	Community and personal service workers	Sports and personal service workers	34
Katherine (T)	Labourers	Cleaners and laundry workers	107
Katherine (T)	Labourers	Construction and mining labourers	31
Katherine (T)	Labourers	Factory process workers	14
Katherine (T)	Labourers	Farm forestry and garden workers	120
Katherine (T)	Labourers	Food preparation assistants	54
Katherine (T)	Labourers	Labourers nfd	12
Katherine (T)	Labourers	Other labourers	71
Katherine (T)	Machinery operators and drivers	Machine and stationary plant operators	24
Katherine (T)	Machinery operators and drivers	Machinery operators and drivers nfd	3
Katherine (T)	Machinery operators and drivers	Mobile plant operators	41
Katherine (T)	Machinery operators and drivers	Road and rail drivers	120
Katherine (T)	Machinery operators and drivers	Storepersons	39
Katherine (T)	Managers	Chief executives general managers and legislators	46
Katherine (T)	Managers	Farmers and farm managers	88
Katherine (T)	Managers	Hospitality retail and service managers	175
Katherine (T)	Managers	Managers nfd	14
Katherine (T)	Managers	Specialist managers	247
Katherine (T)	Professionals	Arts and media professionals	10
Katherine (T)	Professionals	Business human resource and marketing professionals	89
Katherine (T)	Professionals	Design engineering science and transport professionals	139
Katherine (T)	Professionals	Education professionals	217
Katherine (T)	Professionals	Health professionals	251
Katherine (T)	Professionals	Information and Communication Technology ICT professionals	6
Katherine (T)	Professionals	Legal social and welfare professionals	109
Katherine (T)	Professionals	Professionals nfd	3
Katherine (T)	Sales workers	Sales assistants and salespersons	171
Katherine (T)	Sales workers	Sales representatives and agents	38
Katherine (T)	Sales workers	Sales support workers	51
Katherine (T)	Sales workers	Sales workers nfd	3
Katherine (T)	Technicians and trades workers	Automotive and engineering trades workers	305
Katherine (T)	Technicians and trades workers	Construction trades workers	81
Katherine (T)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	133
Katherine (T)	Technicians and trades workers	Engineering ICT and science technicians	59
Katherine (T)	Technicians and trades workers	Food trades workers	101
Katherine (T)	Technicians and trades workers	Other technicians and trades workers	30
Katherine (T)	Technicians and trades workers	Skilled animal and horticultural workers	47
Katherine (T)	Technicians and trades workers	Technicians and trades workers nfd	15
Litchfield (M)			330
Litchfield (M)	Clerical and administrative workers	Clerical and administrative workers nfd	3
Litchfield (M)	Clerical and administrative workers	Clerical and office support workers	61
Litchfield (M)	Clerical and administrative workers	General clerical workers	385
Litchfield (M)	Clerical and administrative workers	Inquiry clerks and receptionists	101
Litchfield (M)	Clerical and administrative workers	Numerical clerks	181
Litchfield (M)	Clerical and administrative workers	Office managers and program administrators	258
Litchfield (M)	Clerical and administrative workers	Other clerical and administrative workers	292
Litchfield (M)	Clerical and administrative workers	Personal assistants and secretaries	33
Litchfield (M)	Community and personal service workers	Carers and aides	251
Litchfield (M)	Community and personal service workers	Community and personal service workers nfd	3
Litchfield (M)	Community and personal service workers	Health and welfare support workers	103
Litchfield (M)	Community and personal service workers	Hospitality workers	128
Litchfield (M)	Community and personal service workers	Protective service workers	1636
Litchfield (M)	Community and personal service workers	Sports and personal service workers	73
Litchfield (M)	Labourers	Cleaners and laundry workers	278
Litchfield (M)	Labourers	Construction and mining labourers	922
Litchfield (M)	Labourers	Factory process workers	178
Litchfield (M)	Labourers	Farm forestry and garden workers	135
Litchfield (M)	Labourers	Food preparation assistants	127
Litchfield (M)	Labourers	Labourers nfd	25
Litchfield (M)	Labourers	Other labourers	293
Litchfield (M)	Machinery operators and drivers	Machine and stationary plant operators	408
Litchfield (M)	Machinery operators and drivers	Machinery operators and drivers nfd	28
Litchfield (M)	Machinery operators and drivers	Mobile plant operators	191
Litchfield (M)	Machinery operators and drivers	Road and rail drivers	568
Litchfield (M)	Machinery operators and drivers	Storepersons	179
Litchfield (M)	Managers	Chief executives general managers and legislators	78
Litchfield (M)	Managers	Farmers and farm managers	213
Litchfield (M)	Managers	Hospitality retail and service managers	276
Litchfield (M)	Managers	Managers nfd	32
Litchfield (M)	Managers	Specialist managers	938
Litchfield (M)	Professionals	Arts and media professionals	38
Litchfield (M)	Professionals	Business human resource and marketing professionals	245
Litchfield (M)	Professionals	Design engineering science and transport professionals	708
Litchfield (M)	Professionals	Education professionals	343
Litchfield (M)	Professionals	Health professionals	282
Litchfield (M)	Professionals	Information and Communication Technology ICT professionals	67
Litchfield (M)	Professionals	Legal social and welfare professionals	74
Litchfield (M)	Professionals	Professionals nfd	9
Litchfield (M)	Sales workers	Sales assistants and salespersons	299
Litchfield (M)	Sales workers	Sales representatives and agents	57
Litchfield (M)	Sales workers	Sales support workers	81
Litchfield (M)	Technicians and trades workers	Automotive and engineering trades workers	1597
Litchfield (M)	Technicians and trades workers	Construction trades workers	469
Litchfield (M)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1346
Litchfield (M)	Technicians and trades workers	Engineering ICT and science technicians	708
Litchfield (M)	Technicians and trades workers	Food trades workers	142
Litchfield (M)	Technicians and trades workers	Other technicians and trades workers	217
Litchfield (M)	Technicians and trades workers	Skilled animal and horticultural workers	170
Litchfield (M)	Technicians and trades workers	Technicians and trades workers nfd	55
MacDonnell (R)			80
MacDonnell (R)	Clerical and administrative workers	Clerical and office support workers	7
MacDonnell (R)	Clerical and administrative workers	General clerical workers	56
MacDonnell (R)	Clerical and administrative workers	Inquiry clerks and receptionists	35
MacDonnell (R)	Clerical and administrative workers	Numerical clerks	16
MacDonnell (R)	Clerical and administrative workers	Office managers and program administrators	41
MacDonnell (R)	Clerical and administrative workers	Other clerical and administrative workers	35
MacDonnell (R)	Clerical and administrative workers	Personal assistants and secretaries	5
MacDonnell (R)	Community and personal service workers	Carers and aides	156
MacDonnell (R)	Community and personal service workers	Health and welfare support workers	97
MacDonnell (R)	Community and personal service workers	Hospitality workers	28
MacDonnell (R)	Community and personal service workers	Protective service workers	177
MacDonnell (R)	Community and personal service workers	Sports and personal service workers	11
MacDonnell (R)	Labourers	Cleaners and laundry workers	63
MacDonnell (R)	Labourers	Construction and mining labourers	21
MacDonnell (R)	Labourers	Factory process workers	3
MacDonnell (R)	Labourers	Farm forestry and garden workers	31
MacDonnell (R)	Labourers	Food preparation assistants	16
MacDonnell (R)	Labourers	Labourers nfd	36
MacDonnell (R)	Labourers	Other labourers	53
MacDonnell (R)	Machinery operators and drivers	Machine and stationary plant operators	12
MacDonnell (R)	Machinery operators and drivers	Machinery operators and drivers nfd	4
MacDonnell (R)	Machinery operators and drivers	Mobile plant operators	13
MacDonnell (R)	Machinery operators and drivers	Road and rail drivers	30
MacDonnell (R)	Machinery operators and drivers	Storepersons	16
MacDonnell (R)	Managers	Chief executives general managers and legislators	7
MacDonnell (R)	Managers	Farmers and farm managers	17
MacDonnell (R)	Managers	Hospitality retail and service managers	59
MacDonnell (R)	Managers	Managers nfd	12
MacDonnell (R)	Managers	Specialist managers	133
MacDonnell (R)	Professionals	Arts and media professionals	26
MacDonnell (R)	Professionals	Business human resource and marketing professionals	73
MacDonnell (R)	Professionals	Design engineering science and transport professionals	121
MacDonnell (R)	Professionals	Education professionals	105
MacDonnell (R)	Professionals	Health professionals	110
MacDonnell (R)	Professionals	Information and Communication Technology ICT professionals	90
MacDonnell (R)	Professionals	Legal social and welfare professionals	23
MacDonnell (R)	Professionals	Professionals nfd	7
MacDonnell (R)	Sales workers	Sales assistants and salespersons	48
MacDonnell (R)	Sales workers	Sales support workers	12
MacDonnell (R)	Technicians and trades workers	Automotive and engineering trades workers	25
MacDonnell (R)	Technicians and trades workers	Construction trades workers	28
MacDonnell (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	44
MacDonnell (R)	Technicians and trades workers	Engineering ICT and science technicians	45
MacDonnell (R)	Technicians and trades workers	Food trades workers	41
MacDonnell (R)	Technicians and trades workers	Other technicians and trades workers	18
MacDonnell (R)	Technicians and trades workers	Skilled animal and horticultural workers	19
MacDonnell (R)	Technicians and trades workers	Technicians and trades workers nfd	12
Palmerston (C)			131
Palmerston (C)	Clerical and administrative workers	Clerical and administrative workers nfd	3
Palmerston (C)	Clerical and administrative workers	Clerical and office support workers	43
Palmerston (C)	Clerical and administrative workers	General clerical workers	205
Palmerston (C)	Clerical and administrative workers	Inquiry clerks and receptionists	184
Palmerston (C)	Clerical and administrative workers	Numerical clerks	223
Palmerston (C)	Clerical and administrative workers	Office managers and program administrators	223
Palmerston (C)	Clerical and administrative workers	Other clerical and administrative workers	126
Palmerston (C)	Clerical and administrative workers	Personal assistants and secretaries	39
Palmerston (C)	Community and personal service workers	Carers and aides	514
Palmerston (C)	Community and personal service workers	Health and welfare support workers	107
Palmerston (C)	Community and personal service workers	Hospitality workers	135
Palmerston (C)	Community and personal service workers	Protective service workers	123
Palmerston (C)	Community and personal service workers	Sports and personal service workers	109
Palmerston (C)	Labourers	Cleaners and laundry workers	165
Palmerston (C)	Labourers	Construction and mining labourers	126
Palmerston (C)	Labourers	Factory process workers	48
Palmerston (C)	Labourers	Farm forestry and garden workers	24
Palmerston (C)	Labourers	Food preparation assistants	150
Palmerston (C)	Labourers	Labourers nfd	17
Palmerston (C)	Labourers	Other labourers	171
Palmerston (C)	Machinery operators and drivers	Machine and stationary plant operators	83
Palmerston (C)	Machinery operators and drivers	Machinery operators and drivers nfd	7
Palmerston (C)	Machinery operators and drivers	Mobile plant operators	49
Palmerston (C)	Machinery operators and drivers	Road and rail drivers	165
Palmerston (C)	Machinery operators and drivers	Storepersons	62
Palmerston (C)	Managers	Chief executives general managers and legislators	69
Palmerston (C)	Managers	Farmers and farm managers	3
Palmerston (C)	Managers	Hospitality retail and service managers	320
Palmerston (C)	Managers	Managers nfd	28
Palmerston (C)	Managers	Specialist managers	440
Palmerston (C)	Professionals	Arts and media professionals	18
Palmerston (C)	Professionals	Business human resource and marketing professionals	181
Palmerston (C)	Professionals	Design engineering science and transport professionals	115
Palmerston (C)	Professionals	Education professionals	475
Palmerston (C)	Professionals	Health professionals	208
Palmerston (C)	Professionals	Information and Communication Technology ICT professionals	22
Palmerston (C)	Professionals	Legal social and welfare professionals	141
Palmerston (C)	Professionals	Professionals nfd	3
Palmerston (C)	Sales workers	Sales assistants and salespersons	645
Palmerston (C)	Sales workers	Sales representatives and agents	93
Palmerston (C)	Sales workers	Sales support workers	154
Palmerston (C)	Sales workers	Sales workers nfd	4
Palmerston (C)	Technicians and trades workers	Automotive and engineering trades workers	363
Palmerston (C)	Technicians and trades workers	Construction trades workers	253
Palmerston (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	178
Palmerston (C)	Technicians and trades workers	Engineering ICT and science technicians	140
Palmerston (C)	Technicians and trades workers	Food trades workers	126
Palmerston (C)	Technicians and trades workers	Other technicians and trades workers	110
Palmerston (C)	Technicians and trades workers	Skilled animal and horticultural workers	65
Palmerston (C)	Technicians and trades workers	Technicians and trades workers nfd	15
Roper Gulf (R)			121
Roper Gulf (R)	Clerical and administrative workers	Clerical and office support workers	6
Roper Gulf (R)	Clerical and administrative workers	General clerical workers	42
Roper Gulf (R)	Clerical and administrative workers	Inquiry clerks and receptionists	21
Roper Gulf (R)	Clerical and administrative workers	Numerical clerks	10
Roper Gulf (R)	Clerical and administrative workers	Office managers and program administrators	14
Roper Gulf (R)	Clerical and administrative workers	Other clerical and administrative workers	24
Roper Gulf (R)	Community and personal service workers	Carers and aides	117
Roper Gulf (R)	Community and personal service workers	Health and welfare support workers	77
Roper Gulf (R)	Community and personal service workers	Hospitality workers	30
Roper Gulf (R)	Community and personal service workers	Protective service workers	19
Roper Gulf (R)	Community and personal service workers	Sports and personal service workers	12
Roper Gulf (R)	Labourers	Cleaners and laundry workers	60
Roper Gulf (R)	Labourers	Construction and mining labourers	29
Roper Gulf (R)	Labourers	Factory process workers	4
Roper Gulf (R)	Labourers	Farm forestry and garden workers	103
Roper Gulf (R)	Labourers	Food preparation assistants	10
Roper Gulf (R)	Labourers	Labourers nfd	16
Roper Gulf (R)	Labourers	Other labourers	39
Roper Gulf (R)	Machinery operators and drivers	Machine and stationary plant operators	107
Roper Gulf (R)	Machinery operators and drivers	Machinery operators and drivers nfd	3
Roper Gulf (R)	Machinery operators and drivers	Mobile plant operators	22
Roper Gulf (R)	Machinery operators and drivers	Road and rail drivers	43
Roper Gulf (R)	Machinery operators and drivers	Storepersons	14
Roper Gulf (R)	Managers	Chief executives general managers and legislators	10
Roper Gulf (R)	Managers	Farmers and farm managers	40
Roper Gulf (R)	Managers	Hospitality retail and service managers	66
Roper Gulf (R)	Managers	Managers nfd	3
Roper Gulf (R)	Managers	Specialist managers	64
Roper Gulf (R)	Professionals	Arts and media professionals	19
Roper Gulf (R)	Professionals	Business human resource and marketing professionals	43
Roper Gulf (R)	Professionals	Design engineering science and transport professionals	111
Roper Gulf (R)	Professionals	Education professionals	124
Roper Gulf (R)	Professionals	Health professionals	60
Roper Gulf (R)	Professionals	Legal social and welfare professionals	9
Roper Gulf (R)	Sales workers	Sales assistants and salespersons	50
Roper Gulf (R)	Sales workers	Sales representatives and agents	3
Roper Gulf (R)	Sales workers	Sales support workers	14
Roper Gulf (R)	Technicians and trades workers	Automotive and engineering trades workers	78
Roper Gulf (R)	Technicians and trades workers	Construction trades workers	19
Roper Gulf (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	16
Roper Gulf (R)	Technicians and trades workers	Engineering ICT and science technicians	29
Roper Gulf (R)	Technicians and trades workers	Food trades workers	53
Roper Gulf (R)	Technicians and trades workers	Other technicians and trades workers	7
Roper Gulf (R)	Technicians and trades workers	Skilled animal and horticultural workers	17
Tiwi Islands (R)			45
Tiwi Islands (R)	Clerical and administrative workers	Clerical and office support workers	4
Tiwi Islands (R)	Clerical and administrative workers	General clerical workers	19
Tiwi Islands (R)	Clerical and administrative workers	Inquiry clerks and receptionists	8
Tiwi Islands (R)	Clerical and administrative workers	Office managers and program administrators	12
Tiwi Islands (R)	Clerical and administrative workers	Other clerical and administrative workers	4
Tiwi Islands (R)	Community and personal service workers	Carers and aides	50
Tiwi Islands (R)	Community and personal service workers	Health and welfare support workers	30
Tiwi Islands (R)	Community and personal service workers	Hospitality workers	3
Tiwi Islands (R)	Community and personal service workers	Protective service workers	6
Tiwi Islands (R)	Community and personal service workers	Sports and personal service workers	12
Tiwi Islands (R)	Labourers	Cleaners and laundry workers	23
Tiwi Islands (R)	Labourers	Construction and mining labourers	5
Tiwi Islands (R)	Labourers	Farm forestry and garden workers	8
Tiwi Islands (R)	Labourers	Food preparation assistants	8
Tiwi Islands (R)	Labourers	Labourers nfd	11
Tiwi Islands (R)	Labourers	Other labourers	24
Tiwi Islands (R)	Machinery operators and drivers	Machine and stationary plant operators	3
Tiwi Islands (R)	Machinery operators and drivers	Mobile plant operators	4
Tiwi Islands (R)	Machinery operators and drivers	Road and rail drivers	8
Tiwi Islands (R)	Machinery operators and drivers	Storepersons	3
Tiwi Islands (R)	Managers	Chief executives general managers and legislators	12
Tiwi Islands (R)	Managers	Farmers and farm managers	3
Tiwi Islands (R)	Managers	Hospitality retail and service managers	23
Tiwi Islands (R)	Managers	Specialist managers	28
Tiwi Islands (R)	Professionals	Arts and media professionals	5
Tiwi Islands (R)	Professionals	Business human resource and marketing professionals	12
Tiwi Islands (R)	Professionals	Design engineering science and transport professionals	14
Tiwi Islands (R)	Professionals	Education professionals	71
Tiwi Islands (R)	Professionals	Health professionals	27
Tiwi Islands (R)	Professionals	Legal social and welfare professionals	9
Tiwi Islands (R)	Sales workers	Sales assistants and salespersons	16
Tiwi Islands (R)	Sales workers	Sales representatives and agents	3
Tiwi Islands (R)	Sales workers	Sales support workers	13
Tiwi Islands (R)	Technicians and trades workers	Automotive and engineering trades workers	5
Tiwi Islands (R)	Technicians and trades workers	Construction trades workers	14
Tiwi Islands (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	3
Tiwi Islands (R)	Technicians and trades workers	Engineering ICT and science technicians	5
Tiwi Islands (R)	Technicians and trades workers	Food trades workers	13
Tiwi Islands (R)	Technicians and trades workers	Skilled animal and horticultural workers	5
Victoria Daly (R)			56
Victoria Daly (R)	Clerical and administrative workers	Clerical and office support workers	8
Victoria Daly (R)	Clerical and administrative workers	General clerical workers	15
Victoria Daly (R)	Clerical and administrative workers	Inquiry clerks and receptionists	6
Victoria Daly (R)	Clerical and administrative workers	Numerical clerks	8
Victoria Daly (R)	Clerical and administrative workers	Office managers and program administrators	8
Victoria Daly (R)	Clerical and administrative workers	Other clerical and administrative workers	6
Victoria Daly (R)	Clerical and administrative workers	Personal assistants and secretaries	3
Victoria Daly (R)	Community and personal service workers	Carers and aides	39
Victoria Daly (R)	Community and personal service workers	Health and welfare support workers	36
Victoria Daly (R)	Community and personal service workers	Hospitality workers	15
Victoria Daly (R)	Community and personal service workers	Protective service workers	12
Victoria Daly (R)	Community and personal service workers	Sports and personal service workers	6
Victoria Daly (R)	Labourers	Cleaners and laundry workers	24
Victoria Daly (R)	Labourers	Construction and mining labourers	7
Victoria Daly (R)	Labourers	Factory process workers	3
Victoria Daly (R)	Labourers	Farm forestry and garden workers	83
Victoria Daly (R)	Labourers	Food preparation assistants	5
Victoria Daly (R)	Labourers	Labourers nfd	4
Victoria Daly (R)	Labourers	Other labourers	16
Victoria Daly (R)	Machinery operators and drivers	Machine and stationary plant operators	16
Victoria Daly (R)	Machinery operators and drivers	Mobile plant operators	17
Victoria Daly (R)	Machinery operators and drivers	Road and rail drivers	10
Victoria Daly (R)	Machinery operators and drivers	Storepersons	5
Victoria Daly (R)	Managers	Chief executives general managers and legislators	5
Victoria Daly (R)	Managers	Farmers and farm managers	37
Victoria Daly (R)	Managers	Hospitality retail and service managers	37
Victoria Daly (R)	Managers	Managers nfd	3
Victoria Daly (R)	Managers	Specialist managers	29
Victoria Daly (R)	Professionals	Arts and media professionals	3
Victoria Daly (R)	Professionals	Business human resource and marketing professionals	14
Victoria Daly (R)	Professionals	Design engineering science and transport professionals	41
Victoria Daly (R)	Professionals	Education professionals	51
Victoria Daly (R)	Professionals	Health professionals	26
Victoria Daly (R)	Professionals	Legal social and welfare professionals	8
Victoria Daly (R)	Sales workers	Sales assistants and salespersons	20
Victoria Daly (R)	Sales workers	Sales support workers	3
Victoria Daly (R)	Technicians and trades workers	Automotive and engineering trades workers	20
Victoria Daly (R)	Technicians and trades workers	Construction trades workers	10
Victoria Daly (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	12
Victoria Daly (R)	Technicians and trades workers	Engineering ICT and science technicians	11
Victoria Daly (R)	Technicians and trades workers	Food trades workers	21
Victoria Daly (R)	Technicians and trades workers	Other technicians and trades workers	6
Victoria Daly (R)	Technicians and trades workers	Skilled animal and horticultural workers	13
Wagait (S)	Clerical and administrative workers	Clerical and office support workers	3
Wagait (S)	Clerical and administrative workers	Numerical clerks	3
Wagait (S)	Community and personal service workers	Hospitality workers	3
Wagait (S)	Labourers	Cleaners and laundry workers	3
Wagait (S)	Machinery operators and drivers	Road and rail drivers	4
Wagait (S)	Managers	Hospitality retail and service managers	4
Wagait (S)	Professionals	Business human resource and marketing professionals	3
Wagait (S)	Sales workers	Sales assistants and salespersons	3
Wagait (S)	Technicians and trades workers	Food trades workers	3
West Arnhem (R)			102
West Arnhem (R)	Clerical and administrative workers	Clerical and office support workers	13
West Arnhem (R)	Clerical and administrative workers	General clerical workers	39
West Arnhem (R)	Clerical and administrative workers	Inquiry clerks and receptionists	23
West Arnhem (R)	Clerical and administrative workers	Numerical clerks	19
West Arnhem (R)	Clerical and administrative workers	Office managers and program administrators	28
West Arnhem (R)	Clerical and administrative workers	Other clerical and administrative workers	42
West Arnhem (R)	Clerical and administrative workers	Personal assistants and secretaries	7
West Arnhem (R)	Community and personal service workers	Carers and aides	109
West Arnhem (R)	Community and personal service workers	Health and welfare support workers	65
West Arnhem (R)	Community and personal service workers	Hospitality workers	31
West Arnhem (R)	Community and personal service workers	Protective service workers	34
West Arnhem (R)	Community and personal service workers	Sports and personal service workers	36
West Arnhem (R)	Labourers	Cleaners and laundry workers	63
West Arnhem (R)	Labourers	Construction and mining labourers	24
West Arnhem (R)	Labourers	Factory process workers	11
West Arnhem (R)	Labourers	Farm forestry and garden workers	16
West Arnhem (R)	Labourers	Food preparation assistants	10
West Arnhem (R)	Labourers	Labourers nfd	13
West Arnhem (R)	Labourers	Other labourers	46
West Arnhem (R)	Machinery operators and drivers	Machine and stationary plant operators	84
West Arnhem (R)	Machinery operators and drivers	Mobile plant operators	11
West Arnhem (R)	Machinery operators and drivers	Road and rail drivers	32
West Arnhem (R)	Machinery operators and drivers	Storepersons	11
West Arnhem (R)	Managers	Chief executives general managers and legislators	16
West Arnhem (R)	Managers	Farmers and farm managers	4
West Arnhem (R)	Managers	Hospitality retail and service managers	67
West Arnhem (R)	Managers	Managers nfd	3
West Arnhem (R)	Managers	Specialist managers	85
West Arnhem (R)	Professionals	Arts and media professionals	18
West Arnhem (R)	Professionals	Business human resource and marketing professionals	34
West Arnhem (R)	Professionals	Design engineering science and transport professionals	157
West Arnhem (R)	Professionals	Education professionals	123
West Arnhem (R)	Professionals	Health professionals	53
West Arnhem (R)	Professionals	Information and Communication Technology ICT professionals	3
West Arnhem (R)	Professionals	Legal social and welfare professionals	25
West Arnhem (R)	Professionals	Professionals nfd	5
West Arnhem (R)	Sales workers	Sales assistants and salespersons	51
West Arnhem (R)	Sales workers	Sales representatives and agents	8
West Arnhem (R)	Sales workers	Sales support workers	21
West Arnhem (R)	Technicians and trades workers	Automotive and engineering trades workers	79
West Arnhem (R)	Technicians and trades workers	Construction trades workers	30
West Arnhem (R)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	40
West Arnhem (R)	Technicians and trades workers	Engineering ICT and science technicians	39
West Arnhem (R)	Technicians and trades workers	Food trades workers	43
West Arnhem (R)	Technicians and trades workers	Other technicians and trades workers	8
West Arnhem (R)	Technicians and trades workers	Skilled animal and horticultural workers	7
West Arnhem (R)	Technicians and trades workers	Technicians and trades workers nfd	7
West Daly (R)			28
West Daly (R)	Clerical and administrative workers	Clerical and office support workers	3
West Daly (R)	Clerical and administrative workers	General clerical workers	11
