LGA_NAME16	YearOfArrival.max	workers_born_overseas
West Coast (M)	2005	10
West Coast (M)	2010	14
West Coast (M)	2015	28
West Coast (M)	2016	3
West Coast (M)		5
West Tamar (M)	1991	237
West Tamar (M)	1995	28
West Tamar (M)	2000	34
West Tamar (M)	2005	30
West Tamar (M)	2010	82
West Tamar (M)	2015	47
West Tamar (M)	2016	7
West Tamar (M)		12
No usual address (Tas.)	1991	498
No usual address (Tas.)	1995	47
No usual address (Tas.)	2000	75
No usual address (Tas.)	2005	61
No usual address (Tas.)	2010	111
No usual address (Tas.)	2015	82
No usual address (Tas.)	2016	13
No usual address (Tas.)		32
Migratory - Offshore - Shipping (Tas.)	1991	6
Migratory - Offshore - Shipping (Tas.)	2000	3
Alice Springs (T)	1991	900
Alice Springs (T)	1995	150
Alice Springs (T)	2000	223
Alice Springs (T)	2005	370
Alice Springs (T)	2010	916
Alice Springs (T)	2015	949
Alice Springs (T)	2016	101
Alice Springs (T)		101
Barkly (R)	1991	110
Barkly (R)	1995	11
Barkly (R)	2000	19
Barkly (R)	2005	38
Barkly (R)	2010	85
Barkly (R)	2015	124
Barkly (R)	2016	11
Barkly (R)		31
Central Desert (R)	1991	80
Central Desert (R)	1995	9
Central Desert (R)	2000	17
Central Desert (R)	2005	23
Central Desert (R)	2010	56
Central Desert (R)	2015	50
Central Desert (R)		8
Coomalie (S)	1991	49
Coomalie (S)	1995	3
Coomalie (S)	2000	5
Coomalie (S)	2005	11
Coomalie (S)	2010	14
Coomalie (S)	2015	20
Coomalie (S)	2016	3
Coomalie (S)		3
Darwin (C)	1991	4255
Darwin (C)	1995	719
Darwin (C)	2000	908
Darwin (C)	2005	1125
Darwin (C)	2010	3700
Darwin (C)	2015	4355
Darwin (C)	2016	440
Darwin (C)		484
East Arnhem (R)	1991	135
East Arnhem (R)	1995	19
East Arnhem (R)	2000	26
East Arnhem (R)	2005	33
East Arnhem (R)	2010	58
East Arnhem (R)	2015	46
East Arnhem (R)	2016	4
East Arnhem (R)		18
Katherine (T)	1991	260
Katherine (T)	1995	43
Katherine (T)	2000	56
Katherine (T)	2005	61
Katherine (T)	2010	191
Katherine (T)	2015	192
Katherine (T)	2016	15
Katherine (T)		32
Litchfield (M)	1991	1222
Litchfield (M)	1995	232
Litchfield (M)	2000	319
Litchfield (M)	2005	383
Litchfield (M)	2010	884
Litchfield (M)	2015	925
Litchfield (M)	2016	74
Litchfield (M)		131
MacDonnell (R)	1991	130
MacDonnell (R)	1995	23
MacDonnell (R)	2000	40
MacDonnell (R)	2005	45
MacDonnell (R)	2010	62
MacDonnell (R)	2015	233
MacDonnell (R)	2016	42
MacDonnell (R)		15
Palmerston (C)	1991	571
Palmerston (C)	1995	88
Palmerston (C)	2000	129
Palmerston (C)	2005	140
Palmerston (C)	2010	528
Palmerston (C)	2015	488
Palmerston (C)	2016	37
Palmerston (C)		66
Roper Gulf (R)	1991	68
Roper Gulf (R)	1995	5
Roper Gulf (R)	2000	11
Roper Gulf (R)	2005	12
Roper Gulf (R)	2010	28
Roper Gulf (R)	2015	66
Roper Gulf (R)	2016	9
Roper Gulf (R)		21
Tiwi Islands (R)	1991	12
Tiwi Islands (R)	2000	3
Tiwi Islands (R)	2005	7
Tiwi Islands (R)	2010	11
Tiwi Islands (R)	2015	11
Tiwi Islands (R)	2016	4
Victoria Daly (R)	1991	45
Victoria Daly (R)	1995	3
Victoria Daly (R)	2000	3
Victoria Daly (R)	2005	7
Victoria Daly (R)	2010	9
Victoria Daly (R)	2015	25
Victoria Daly (R)		4
Wagait (S)	1991	8
West Arnhem (R)	1991	86
West Arnhem (R)	1995	8
West Arnhem (R)	2000	17
West Arnhem (R)	2005	25
West Arnhem (R)	2010	40
West Arnhem (R)	2015	59
West Arnhem (R)	2016	8
West Arnhem (R)		13
West Daly (R)	1991	10
West Daly (R)	1995	5
West Daly (R)	2000	3
West Daly (R)	2005	5
West Daly (R)	2010	10
West Daly (R)	2015	27
West Daly (R)	2016	3
Unincorporated NT	1991	504
Unincorporated NT	1995	95
Unincorporated NT	2000	87
Unincorporated NT	2005	153
Unincorporated NT	2010	403
Unincorporated NT	2015	443
Unincorporated NT	2016	56
Unincorporated NT		77
No usual address (NT)	1991	334
No usual address (NT)	1995	37
No usual address (NT)	2000	63
No usual address (NT)	2005	85
No usual address (NT)	2010	167
No usual address (NT)	2015	197
No usual address (NT)	2016	16
No usual address (NT)		37
Migratory - Offshore - Shipping (NT)	1991	12
Migratory - Offshore - Shipping (NT)	1995	3
Migratory - Offshore - Shipping (NT)	2000	6
Migratory - Offshore - Shipping (NT)	2005	4
Migratory - Offshore - Shipping (NT)	2010	8
Migratory - Offshore - Shipping (NT)	2015	5
Migratory - Offshore - Shipping (NT)		4
Unincorporated ACT	1991	20589
Unincorporated ACT	1995	4586
Unincorporated ACT	2000	5514
Unincorporated ACT	2005	7281
Unincorporated ACT	2010	10965
Unincorporated ACT	2015	10766
Unincorporated ACT	2016	779
Unincorporated ACT		1099
No usual address (ACT)	1991	612
No usual address (ACT)	1995	100
No usual address (ACT)	2000	129
No usual address (ACT)	2005	151
No usual address (ACT)	2010	237
No usual address (ACT)	2015	242
No usual address (ACT)	2016	23
No usual address (ACT)		47
Unincorp. Other Territories	1991	504
Unincorp. Other Territories	1995	48
Unincorp. Other Territories	2000	53
Unincorp. Other Territories	2005	70
Unincorp. Other Territories	2010	124
Unincorp. Other Territories	2015	104
Unincorp. Other Territories	2016	26
Unincorp. Other Territories		65
No usual address (OT)	1991	6
No usual address (OT)	1995	3
No usual address (OT)	2000	3
No usual address (OT)	2005	4
No usual address (OT)	2010	3
No usual address (OT)	2015	6
No usual address (OT)	2016	11
No usual address (OT)		7
