LGA_NAME16	EmploymentStatus	Sex	workers
Wagin (S)	Employee	M	216
Wagin (S)	Owner managers of incorporated enterprises	F	30
Wagin (S)	Owner managers of incorporated enterprises	M	42
Wagin (S)	Owner managers of unincorporated enterprises	F	38
Wagin (S)	Owner managers of unincorporated enterprises	M	70
Wandering (S)		F	3
Wandering (S)		M	3
Wandering (S)	Contributing family workers	F	11
Wandering (S)	Contributing family workers	M	9
Wandering (S)	Employee	F	23
Wandering (S)	Employee	M	44
Wandering (S)	Owner managers of incorporated enterprises	F	9
Wandering (S)	Owner managers of incorporated enterprises	M	20
Wandering (S)	Owner managers of unincorporated enterprises	F	9
Wandering (S)	Owner managers of unincorporated enterprises	M	25
Wanneroo (C)		F	152
Wanneroo (C)		M	229
Wanneroo (C)	Contributing family workers	F	474
Wanneroo (C)	Contributing family workers	M	337
Wanneroo (C)	Employee	F	16751
Wanneroo (C)	Employee	M	17415
Wanneroo (C)	Owner managers of incorporated enterprises	F	1064
Wanneroo (C)	Owner managers of incorporated enterprises	M	2622
Wanneroo (C)	Owner managers of unincorporated enterprises	F	1926
Wanneroo (C)	Owner managers of unincorporated enterprises	M	3034
Waroona (S)		F	10
Waroona (S)		M	26
Waroona (S)	Contributing family workers	F	20
Waroona (S)	Contributing family workers	M	28
Waroona (S)	Employee	F	573
Waroona (S)	Employee	M	1325
Waroona (S)	Owner managers of incorporated enterprises	F	25
Waroona (S)	Owner managers of incorporated enterprises	M	49
Waroona (S)	Owner managers of unincorporated enterprises	F	45
Waroona (S)	Owner managers of unincorporated enterprises	M	71
West Arthur (S)		M	3
West Arthur (S)	Contributing family workers	F	34
West Arthur (S)	Contributing family workers	M	46
West Arthur (S)	Employee	F	82
West Arthur (S)	Employee	M	70
West Arthur (S)	Owner managers of incorporated enterprises	F	13
West Arthur (S)	Owner managers of incorporated enterprises	M	31
West Arthur (S)	Owner managers of unincorporated enterprises	F	32
West Arthur (S)	Owner managers of unincorporated enterprises	M	75
Westonia (S)	Contributing family workers	F	8
Westonia (S)	Contributing family workers	M	13
Westonia (S)	Employee	F	40
Westonia (S)	Employee	M	199
Westonia (S)	Owner managers of incorporated enterprises	F	3
Westonia (S)	Owner managers of incorporated enterprises	M	5
Westonia (S)	Owner managers of unincorporated enterprises	F	4
Westonia (S)	Owner managers of unincorporated enterprises	M	17
Wickepin (S)		F	3
Wickepin (S)		M	3
Wickepin (S)	Contributing family workers	F	17
Wickepin (S)	Contributing family workers	M	27
Wickepin (S)	Employee	F	66
Wickepin (S)	Employee	M	58
Wickepin (S)	Owner managers of incorporated enterprises	F	12
Wickepin (S)	Owner managers of incorporated enterprises	M	32
Wickepin (S)	Owner managers of unincorporated enterprises	F	20
Wickepin (S)	Owner managers of unincorporated enterprises	M	56
Williams (S)		M	6
Williams (S)	Contributing family workers	F	22
Williams (S)	Contributing family workers	M	26
Williams (S)	Employee	F	106
Williams (S)	Employee	M	123
Williams (S)	Owner managers of incorporated enterprises	F	15
Williams (S)	Owner managers of incorporated enterprises	M	35
Williams (S)	Owner managers of unincorporated enterprises	F	39
Williams (S)	Owner managers of unincorporated enterprises	M	82
Wiluna (S)		F	4
Wiluna (S)	Contributing family workers	M	3
Wiluna (S)	Employee	F	208
Wiluna (S)	Employee	M	924
Wiluna (S)	Owner managers of incorporated enterprises	M	8
Wiluna (S)	Owner managers of unincorporated enterprises	F	4
Wiluna (S)	Owner managers of unincorporated enterprises	M	4
Wongan-Ballidu (S)		F	8
Wongan-Ballidu (S)		M	8
Wongan-Ballidu (S)	Contributing family workers	F	20
Wongan-Ballidu (S)	Contributing family workers	M	24
Wongan-Ballidu (S)	Employee	F	224
Wongan-Ballidu (S)	Employee	M	223
Wongan-Ballidu (S)	Owner managers of incorporated enterprises	F	25
Wongan-Ballidu (S)	Owner managers of incorporated enterprises	M	62
Wongan-Ballidu (S)	Owner managers of unincorporated enterprises	F	25
Wongan-Ballidu (S)	Owner managers of unincorporated enterprises	M	73
Woodanilling (S)		F	4
Woodanilling (S)		M	4
Woodanilling (S)	Contributing family workers	F	14
Woodanilling (S)	Contributing family workers	M	8
Woodanilling (S)	Employee	F	34
Woodanilling (S)	Employee	M	58
Woodanilling (S)	Owner managers of incorporated enterprises	F	7
Woodanilling (S)	Owner managers of incorporated enterprises	M	22
Woodanilling (S)	Owner managers of unincorporated enterprises	F	11
Woodanilling (S)	Owner managers of unincorporated enterprises	M	31
Wyalkatchem (S)	Contributing family workers	F	14
Wyalkatchem (S)	Contributing family workers	M	20
Wyalkatchem (S)	Employee	F	67
Wyalkatchem (S)	Employee	M	62
Wyalkatchem (S)	Owner managers of incorporated enterprises	F	10
Wyalkatchem (S)	Owner managers of incorporated enterprises	M	22
Wyalkatchem (S)	Owner managers of unincorporated enterprises	F	10
Wyalkatchem (S)	Owner managers of unincorporated enterprises	M	19
Wyndham-East Kimberley (S)		F	19
Wyndham-East Kimberley (S)		M	32
Wyndham-East Kimberley (S)	Contributing family workers	F	30
Wyndham-East Kimberley (S)	Contributing family workers	M	28
Wyndham-East Kimberley (S)	Employee	F	1526
Wyndham-East Kimberley (S)	Employee	M	1698
Wyndham-East Kimberley (S)	Owner managers of incorporated enterprises	F	68
Wyndham-East Kimberley (S)	Owner managers of incorporated enterprises	M	125
Wyndham-East Kimberley (S)	Owner managers of unincorporated enterprises	F	76
Wyndham-East Kimberley (S)	Owner managers of unincorporated enterprises	M	103
Yalgoo (S)		M	5
Yalgoo (S)	Contributing family workers	F	3
Yalgoo (S)	Contributing family workers	M	6
Yalgoo (S)	Employee	F	112
Yalgoo (S)	Employee	M	556
Yalgoo (S)	Owner managers of incorporated enterprises	F	3
Yalgoo (S)	Owner managers of incorporated enterprises	M	4
Yalgoo (S)	Owner managers of unincorporated enterprises	F	4
Yalgoo (S)	Owner managers of unincorporated enterprises	M	10
Yilgarn (S)		F	15
Yilgarn (S)		M	13
Yilgarn (S)	Contributing family workers	F	18
Yilgarn (S)	Contributing family workers	M	35
Yilgarn (S)	Employee	F	239
Yilgarn (S)	Employee	M	867
Yilgarn (S)	Owner managers of incorporated enterprises	F	5
Yilgarn (S)	Owner managers of incorporated enterprises	M	33
Yilgarn (S)	Owner managers of unincorporated enterprises	F	16
Yilgarn (S)	Owner managers of unincorporated enterprises	M	65
York (S)		F	10
York (S)		M	7
York (S)	Contributing family workers	F	35
York (S)	Contributing family workers	M	37
York (S)	Employee	F	410
York (S)	Employee	M	260
York (S)	Owner managers of incorporated enterprises	F	34
York (S)	Owner managers of incorporated enterprises	M	79
York (S)	Owner managers of unincorporated enterprises	F	58
York (S)	Owner managers of unincorporated enterprises	M	99
No usual address (WA)		F	230
No usual address (WA)		M	617
No usual address (WA)	Contributing family workers	F	279
No usual address (WA)	Contributing family workers	M	469
No usual address (WA)	Employee	F	9054
No usual address (WA)	Employee	M	22811
No usual address (WA)	Owner managers of incorporated enterprises	F	519
No usual address (WA)	Owner managers of incorporated enterprises	M	4142
No usual address (WA)	Owner managers of unincorporated enterprises	F	3234
No usual address (WA)	Owner managers of unincorporated enterprises	M	13023
Migratory - Offshore - Shipping (WA)		F	3
Migratory - Offshore - Shipping (WA)		M	9
Migratory - Offshore - Shipping (WA)	Contributing family workers	F	3
Migratory - Offshore - Shipping (WA)	Employee	F	91
Migratory - Offshore - Shipping (WA)	Employee	M	1447
Migratory - Offshore - Shipping (WA)	Owner managers of incorporated enterprises	M	22
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	F	3
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	M	18
Break O'Day (M)		F	11
Break O'Day (M)		M	11
Break O'Day (M)	Contributing family workers	F	50
Break O'Day (M)	Contributing family workers	M	35
Break O'Day (M)	Employee	F	675
Break O'Day (M)	Employee	M	530
Break O'Day (M)	Owner managers of incorporated enterprises	F	44
Break O'Day (M)	Owner managers of incorporated enterprises	M	78
Break O'Day (M)	Owner managers of unincorporated enterprises	F	100
Break O'Day (M)	Owner managers of unincorporated enterprises	M	171
Brighton (M)		F	14
Brighton (M)		M	32
Brighton (M)	Contributing family workers	F	17
Brighton (M)	Contributing family workers	M	17
Brighton (M)	Employee	F	1055
Brighton (M)	Employee	M	1266
Brighton (M)	Owner managers of incorporated enterprises	F	42
Brighton (M)	Owner managers of incorporated enterprises	M	97
Brighton (M)	Owner managers of unincorporated enterprises	F	91
Brighton (M)	Owner managers of unincorporated enterprises	M	175
Burnie (C)		F	59
Burnie (C)		M	53
Burnie (C)	Contributing family workers	F	62
Burnie (C)	Contributing family workers	M	61
Burnie (C)	Employee	F	4969
Burnie (C)	Employee	M	4235
Burnie (C)	Owner managers of incorporated enterprises	F	133
Burnie (C)	Owner managers of incorporated enterprises	M	280
Burnie (C)	Owner managers of unincorporated enterprises	F	183
Burnie (C)	Owner managers of unincorporated enterprises	M	255
Central Coast (M) (Tas.)		F	40
Central Coast (M) (Tas.)		M	62
Central Coast (M) (Tas.)	Contributing family workers	F	86
Central Coast (M) (Tas.)	Contributing family workers	M	80
Central Coast (M) (Tas.)	Employee	F	2412
Central Coast (M) (Tas.)	Employee	M	2096
Central Coast (M) (Tas.)	Owner managers of incorporated enterprises	F	108
Central Coast (M) (Tas.)	Owner managers of incorporated enterprises	M	218
Central Coast (M) (Tas.)	Owner managers of unincorporated enterprises	F	248
Central Coast (M) (Tas.)	Owner managers of unincorporated enterprises	M	375
Central Highlands (M) (Tas.)		F	6
Central Highlands (M) (Tas.)		M	11
Central Highlands (M) (Tas.)	Contributing family workers	F	21
Central Highlands (M) (Tas.)	Contributing family workers	M	35
Central Highlands (M) (Tas.)	Employee	F	162
Central Highlands (M) (Tas.)	Employee	M	276
Central Highlands (M) (Tas.)	Owner managers of incorporated enterprises	F	15
Central Highlands (M) (Tas.)	Owner managers of incorporated enterprises	M	35
Central Highlands (M) (Tas.)	Owner managers of unincorporated enterprises	F	32
Central Highlands (M) (Tas.)	Owner managers of unincorporated enterprises	M	77
Circular Head (M)		F	22
Circular Head (M)		M	43
Circular Head (M)	Contributing family workers	F	78
Circular Head (M)	Contributing family workers	M	74
Circular Head (M)	Employee	F	1308
Circular Head (M)	Employee	M	1495
Circular Head (M)	Owner managers of incorporated enterprises	F	63
Circular Head (M)	Owner managers of incorporated enterprises	M	133
Circular Head (M)	Owner managers of unincorporated enterprises	F	145
Circular Head (M)	Owner managers of unincorporated enterprises	M	258
Clarence (C)		F	72
Clarence (C)		M	79
Clarence (C)	Contributing family workers	F	100
Clarence (C)	Contributing family workers	M	91
Clarence (C)	Employee	F	6635
Clarence (C)	Employee	M	6280
Clarence (C)	Owner managers of incorporated enterprises	F	232
Clarence (C)	Owner managers of incorporated enterprises	M	560
Clarence (C)	Owner managers of unincorporated enterprises	F	553
Clarence (C)	Owner managers of unincorporated enterprises	M	812
Derwent Valley (M)		F	24
Derwent Valley (M)		M	25
Derwent Valley (M)	Contributing family workers	F	16
Derwent Valley (M)	Contributing family workers	M	38
Derwent Valley (M)	Employee	F	936
Derwent Valley (M)	Employee	M	970
Derwent Valley (M)	Owner managers of incorporated enterprises	F	33
Derwent Valley (M)	Owner managers of incorporated enterprises	M	54
Derwent Valley (M)	Owner managers of unincorporated enterprises	F	87
Derwent Valley (M)	Owner managers of unincorporated enterprises	M	142
Devonport (C)		F	73
Devonport (C)		M	75
Devonport (C)	Contributing family workers	F	71
Devonport (C)	Contributing family workers	M	66
Devonport (C)	Employee	F	5221
Devonport (C)	Employee	M	4940
Devonport (C)	Owner managers of incorporated enterprises	F	171
Devonport (C)	Owner managers of incorporated enterprises	M	332
Devonport (C)	Owner managers of unincorporated enterprises	F	244
Devonport (C)	Owner managers of unincorporated enterprises	M	392
Dorset (M)		F	18
Dorset (M)		M	19
Dorset (M)	Contributing family workers	F	65
Dorset (M)	Contributing family workers	M	66
Dorset (M)	Employee	F	812
Dorset (M)	Employee	M	750
Dorset (M)	Owner managers of incorporated enterprises	F	64
Dorset (M)	Owner managers of incorporated enterprises	M	141
Dorset (M)	Owner managers of unincorporated enterprises	F	108
Dorset (M)	Owner managers of unincorporated enterprises	M	196
Flinders (M) (Tas.)		F	3
Flinders (M) (Tas.)		M	4
Flinders (M) (Tas.)	Contributing family workers	F	12
Flinders (M) (Tas.)	Contributing family workers	M	19
Flinders (M) (Tas.)	Employee	F	143
Flinders (M) (Tas.)	Employee	M	129
Flinders (M) (Tas.)	Owner managers of incorporated enterprises	F	9
Flinders (M) (Tas.)	Owner managers of incorporated enterprises	M	13
Flinders (M) (Tas.)	Owner managers of unincorporated enterprises	F	24
Flinders (M) (Tas.)	Owner managers of unincorporated enterprises	M	51
George Town (M)		F	21
George Town (M)		M	25
George Town (M)	Contributing family workers	F	26
George Town (M)	Contributing family workers	M	16
George Town (M)	Employee	F	722
George Town (M)	Employee	M	1457
George Town (M)	Owner managers of incorporated enterprises	F	20
George Town (M)	Owner managers of incorporated enterprises	M	55
George Town (M)	Owner managers of unincorporated enterprises	F	47
George Town (M)	Owner managers of unincorporated enterprises	M	82
Glamorgan/Spring Bay (M)		F	14
Glamorgan/Spring Bay (M)		M	21
Glamorgan/Spring Bay (M)	Contributing family workers	F	28
Glamorgan/Spring Bay (M)	Contributing family workers	M	30
Glamorgan/Spring Bay (M)	Employee	F	550
Glamorgan/Spring Bay (M)	Employee	M	484
Glamorgan/Spring Bay (M)	Owner managers of incorporated enterprises	F	51
Glamorgan/Spring Bay (M)	Owner managers of incorporated enterprises	M	87
Glamorgan/Spring Bay (M)	Owner managers of unincorporated enterprises	F	75
Glamorgan/Spring Bay (M)	Owner managers of unincorporated enterprises	M	131
Glenorchy (C)		F	80
Glenorchy (C)		M	122
Glenorchy (C)	Contributing family workers	F	83
Glenorchy (C)	Contributing family workers	M	75
Glenorchy (C)	Employee	F	6991
Glenorchy (C)	Employee	M	9459
Glenorchy (C)	Owner managers of incorporated enterprises	F	180
Glenorchy (C)	Owner managers of incorporated enterprises	M	566
Glenorchy (C)	Owner managers of unincorporated enterprises	F	369
Glenorchy (C)	Owner managers of unincorporated enterprises	M	801
Hobart (C)		F	199
Hobart (C)		M	197
Hobart (C)	Contributing family workers	F	177
Hobart (C)	Contributing family workers	M	175
Hobart (C)	Employee	F	26118
Hobart (C)	Employee	M	18710
Hobart (C)	Owner managers of incorporated enterprises	F	607
Hobart (C)	Owner managers of incorporated enterprises	M	1342
Hobart (C)	Owner managers of unincorporated enterprises	F	1173
Hobart (C)	Owner managers of unincorporated enterprises	M	1496
Huon Valley (M)		F	38
Huon Valley (M)		M	33
Huon Valley (M)	Contributing family workers	F	81
Huon Valley (M)	Contributing family workers	M	101
Huon Valley (M)	Employee	F	1558
Huon Valley (M)	Employee	M	1590
Huon Valley (M)	Owner managers of incorporated enterprises	F	69
Huon Valley (M)	Owner managers of incorporated enterprises	M	139
Huon Valley (M)	Owner managers of unincorporated enterprises	F	248
Huon Valley (M)	Owner managers of unincorporated enterprises	M	400
Kentish (M)		F	17
Kentish (M)		M	19
Kentish (M)	Contributing family workers	F	27
Kentish (M)	Contributing family workers	M	45
Kentish (M)	Employee	F	454
Kentish (M)	Employee	M	494
Kentish (M)	Owner managers of incorporated enterprises	F	35
Kentish (M)	Owner managers of incorporated enterprises	M	49
Kentish (M)	Owner managers of unincorporated enterprises	F	78
Kentish (M)	Owner managers of unincorporated enterprises	M	135
King Island (M)		F	5
King Island (M)		M	9
King Island (M)	Contributing family workers	F	20
King Island (M)	Contributing family workers	M	29
King Island (M)	Employee	F	261
King Island (M)	Employee	M	243
King Island (M)	Owner managers of incorporated enterprises	F	24
King Island (M)	Owner managers of incorporated enterprises	M	43
King Island (M)	Owner managers of unincorporated enterprises	F	48
King Island (M)	Owner managers of unincorporated enterprises	M	76
Kingborough (M)		F	37
Kingborough (M)		M	56
Kingborough (M)	Contributing family workers	F	89
Kingborough (M)	Contributing family workers	M	91
