LGA_NAME16	LabourForceStatus	Sex	workers
Greater Geraldton (C)	Employed (full-time)	M	5700
Greater Geraldton (C)	Employed (part-time)	F	3795
Greater Geraldton (C)	Employed (part-time)	M	1436
Halls Creek (S)		F	19
Halls Creek (S)		M	19
Halls Creek (S)	Employed (away from work)	F	15
Halls Creek (S)	Employed (away from work)	M	25
Halls Creek (S)	Employed (full-time)	F	301
Halls Creek (S)	Employed (full-time)	M	364
Halls Creek (S)	Employed (part-time)	F	89
Halls Creek (S)	Employed (part-time)	M	73
Harvey (S)		F	55
Harvey (S)		M	80
Harvey (S)	Employed (away from work)	F	130
Harvey (S)	Employed (away from work)	M	143
Harvey (S)	Employed (full-time)	F	1119
Harvey (S)	Employed (full-time)	M	2720
Harvey (S)	Employed (part-time)	F	1729
Harvey (S)	Employed (part-time)	M	661
Irwin (S)		F	15
Irwin (S)		M	20
Irwin (S)	Employed (away from work)	F	22
Irwin (S)	Employed (away from work)	M	23
Irwin (S)	Employed (full-time)	F	179
Irwin (S)	Employed (full-time)	M	339
Irwin (S)	Employed (part-time)	F	327
Irwin (S)	Employed (part-time)	M	113
Jerramungup (S)		F	7
Jerramungup (S)		M	6
Jerramungup (S)	Employed (away from work)	F	15
Jerramungup (S)	Employed (away from work)	M	12
Jerramungup (S)	Employed (full-time)	F	115
Jerramungup (S)	Employed (full-time)	M	262
Jerramungup (S)	Employed (part-time)	F	105
Jerramungup (S)	Employed (part-time)	M	53
Joondalup (C)		F	384
Joondalup (C)		M	378
Joondalup (C)	Employed (away from work)	F	1089
Joondalup (C)	Employed (away from work)	M	473
Joondalup (C)	Employed (full-time)	F	10420
Joondalup (C)	Employed (full-time)	M	10349
Joondalup (C)	Employed (part-time)	F	16699
Joondalup (C)	Employed (part-time)	M	6248
Kalamunda (S)		F	100
Kalamunda (S)		M	148
Kalamunda (S)	Employed (away from work)	F	203
Kalamunda (S)	Employed (away from work)	M	193
Kalamunda (S)	Employed (full-time)	F	2625
Kalamunda (S)	Employed (full-time)	M	5822
Kalamunda (S)	Employed (part-time)	F	3647
Kalamunda (S)	Employed (part-time)	M	1746
Kalgoorlie/Boulder (C)		F	128
Kalgoorlie/Boulder (C)		M	207
Kalgoorlie/Boulder (C)	Employed (away from work)	F	295
Kalgoorlie/Boulder (C)	Employed (away from work)	M	281
Kalgoorlie/Boulder (C)	Employed (full-time)	F	3573
Kalgoorlie/Boulder (C)	Employed (full-time)	M	6984
Kalgoorlie/Boulder (C)	Employed (part-time)	F	2499
Kalgoorlie/Boulder (C)	Employed (part-time)	M	845
Karratha (C)		F	79
Karratha (C)		M	175
Karratha (C)	Employed (away from work)	F	280
Karratha (C)	Employed (away from work)	M	688
Karratha (C)	Employed (full-time)	F	2623
Karratha (C)	Employed (full-time)	M	7129
Karratha (C)	Employed (part-time)	F	1457
Karratha (C)	Employed (part-time)	M	659
Katanning (S)		F	15
Katanning (S)		M	20
Katanning (S)	Employed (away from work)	F	43
Katanning (S)	Employed (away from work)	M	31
Katanning (S)	Employed (full-time)	F	446
Katanning (S)	Employed (full-time)	M	746
Katanning (S)	Employed (part-time)	F	372
Katanning (S)	Employed (part-time)	M	149
Kellerberrin (S)		F	3
Kellerberrin (S)		M	8
Kellerberrin (S)	Employed (away from work)	F	15
Kellerberrin (S)	Employed (away from work)	M	8
Kellerberrin (S)	Employed (full-time)	F	88
Kellerberrin (S)	Employed (full-time)	M	160
Kellerberrin (S)	Employed (part-time)	F	113
Kellerberrin (S)	Employed (part-time)	M	36
Kent (S)		F	5
Kent (S)		M	6
Kent (S)	Employed (away from work)	F	3
Kent (S)	Employed (away from work)	M	4
Kent (S)	Employed (full-time)	F	51
Kent (S)	Employed (full-time)	M	148
Kent (S)	Employed (part-time)	F	49
Kent (S)	Employed (part-time)	M	17
Kojonup (S)		F	10
Kojonup (S)		M	13
Kojonup (S)	Employed (away from work)	F	25
Kojonup (S)	Employed (away from work)	M	29
Kojonup (S)	Employed (full-time)	F	216
Kojonup (S)	Employed (full-time)	M	386
Kojonup (S)	Employed (part-time)	F	200
Kojonup (S)	Employed (part-time)	M	75
Kondinin (S)		F	4
Kondinin (S)		M	8
Kondinin (S)	Employed (away from work)	F	4
Kondinin (S)	Employed (away from work)	M	19
Kondinin (S)	Employed (full-time)	F	138
Kondinin (S)	Employed (full-time)	M	401
Kondinin (S)	Employed (part-time)	F	90
Kondinin (S)	Employed (part-time)	M	40
Koorda (S)		M	4
Koorda (S)	Employed (away from work)	F	3
Koorda (S)	Employed (away from work)	M	3
Koorda (S)	Employed (full-time)	F	33
Koorda (S)	Employed (full-time)	M	88
Koorda (S)	Employed (part-time)	F	36
Koorda (S)	Employed (part-time)	M	9
Kulin (S)		F	3
Kulin (S)		M	5
Kulin (S)	Employed (away from work)	F	7
Kulin (S)	Employed (away from work)	M	14
Kulin (S)	Employed (full-time)	F	83
Kulin (S)	Employed (full-time)	M	199
Kulin (S)	Employed (part-time)	F	55
Kulin (S)	Employed (part-time)	M	20
Kwinana (C)		F	78
Kwinana (C)		M	113
Kwinana (C)	Employed (away from work)	F	177
Kwinana (C)	Employed (away from work)	M	290
Kwinana (C)	Employed (full-time)	F	2148
Kwinana (C)	Employed (full-time)	M	6844
Kwinana (C)	Employed (part-time)	F	2014
Kwinana (C)	Employed (part-time)	M	995
Lake Grace (S)		F	6
Lake Grace (S)		M	15
Lake Grace (S)	Employed (away from work)	F	21
Lake Grace (S)	Employed (away from work)	M	13
Lake Grace (S)	Employed (full-time)	F	144
Lake Grace (S)	Employed (full-time)	M	374
Lake Grace (S)	Employed (part-time)	F	137
Lake Grace (S)	Employed (part-time)	M	45
Laverton (S)		F	7
Laverton (S)		M	45
Laverton (S)	Employed (away from work)	F	28
Laverton (S)	Employed (away from work)	M	201
Laverton (S)	Employed (full-time)	F	269
Laverton (S)	Employed (full-time)	M	1688
Laverton (S)	Employed (part-time)	F	30
Laverton (S)	Employed (part-time)	M	104
Leonora (S)		F	11
Leonora (S)		M	39
Leonora (S)	Employed (away from work)	F	32
Leonora (S)	Employed (away from work)	M	135
Leonora (S)	Employed (full-time)	F	314
Leonora (S)	Employed (full-time)	M	1565
Leonora (S)	Employed (part-time)	F	60
Leonora (S)	Employed (part-time)	M	116
Mandurah (C)		F	182
Mandurah (C)		M	213
Mandurah (C)	Employed (away from work)	F	525
Mandurah (C)	Employed (away from work)	M	256
Mandurah (C)	Employed (full-time)	F	4912
Mandurah (C)	Employed (full-time)	M	5299
Mandurah (C)	Employed (part-time)	F	7322
Mandurah (C)	Employed (part-time)	M	2592
Manjimup (S)		F	36
Manjimup (S)		M	49
Manjimup (S)	Employed (away from work)	F	109
Manjimup (S)	Employed (away from work)	M	120
Manjimup (S)	Employed (full-time)	F	837
Manjimup (S)	Employed (full-time)	M	1517
Manjimup (S)	Employed (part-time)	F	1036
Manjimup (S)	Employed (part-time)	M	424
Meekatharra (S)		F	16
Meekatharra (S)		M	29
Meekatharra (S)	Employed (away from work)	F	21
Meekatharra (S)	Employed (away from work)	M	86
Meekatharra (S)	Employed (full-time)	F	204
Meekatharra (S)	Employed (full-time)	M	783
Meekatharra (S)	Employed (part-time)	F	41
Meekatharra (S)	Employed (part-time)	M	55
Melville (C)		F	322
Melville (C)		M	303
Melville (C)	Employed (away from work)	F	1033
Melville (C)	Employed (away from work)	M	414
Melville (C)	Employed (full-time)	F	10495
Melville (C)	Employed (full-time)	M	10350
Melville (C)	Employed (part-time)	F	12593
Melville (C)	Employed (part-time)	M	4575
Menzies (S)		F	3
Menzies (S)		M	14
Menzies (S)	Employed (away from work)	F	15
Menzies (S)	Employed (away from work)	M	33
Menzies (S)	Employed (full-time)	F	92
Menzies (S)	Employed (full-time)	M	480
Menzies (S)	Employed (part-time)	F	13
Menzies (S)	Employed (part-time)	M	31
Merredin (S)		F	11
Merredin (S)		M	12
Merredin (S)	Employed (away from work)	F	43
Merredin (S)	Employed (away from work)	M	39
Merredin (S)	Employed (full-time)	F	358
Merredin (S)	Employed (full-time)	M	610
Merredin (S)	Employed (part-time)	F	296
Merredin (S)	Employed (part-time)	M	114
Mingenew (S)		M	7
Mingenew (S)	Employed (away from work)	F	3
Mingenew (S)	Employed (away from work)	M	4
Mingenew (S)	Employed (full-time)	F	49
Mingenew (S)	Employed (full-time)	M	119
Mingenew (S)	Employed (part-time)	F	44
Mingenew (S)	Employed (part-time)	M	12
Moora (S)		F	14
Moora (S)		M	14
Moora (S)	Employed (away from work)	F	31
Moora (S)	Employed (away from work)	M	19
Moora (S)	Employed (full-time)	F	251
Moora (S)	Employed (full-time)	M	497
Moora (S)	Employed (part-time)	F	259
Moora (S)	Employed (part-time)	M	75
Morawa (S)		M	3
Morawa (S)	Employed (away from work)	F	7
Morawa (S)	Employed (away from work)	M	7
Morawa (S)	Employed (full-time)	F	88
Morawa (S)	Employed (full-time)	M	132
Morawa (S)	Employed (part-time)	F	63
Morawa (S)	Employed (part-time)	M	24
Mosman Park (T)		F	28
Mosman Park (T)		M	19
Mosman Park (T)	Employed (away from work)	F	46
Mosman Park (T)	Employed (away from work)	M	11
Mosman Park (T)	Employed (full-time)	F	662
Mosman Park (T)	Employed (full-time)	M	491
Mosman Park (T)	Employed (part-time)	F	811
Mosman Park (T)	Employed (part-time)	M	369
Mount Magnet (S)		M	4
Mount Magnet (S)	Employed (away from work)	F	6
Mount Magnet (S)	Employed (away from work)	M	20
Mount Magnet (S)	Employed (full-time)	F	67
Mount Magnet (S)	Employed (full-time)	M	190
Mount Magnet (S)	Employed (part-time)	F	29
Mount Magnet (S)	Employed (part-time)	M	20
Mount Marshall (S)		F	4
Mount Marshall (S)		M	3
Mount Marshall (S)	Employed (away from work)	F	4
Mount Marshall (S)	Employed (away from work)	M	9
Mount Marshall (S)	Employed (full-time)	F	55
Mount Marshall (S)	Employed (full-time)	M	138
Mount Marshall (S)	Employed (part-time)	F	52
Mount Marshall (S)	Employed (part-time)	M	17
Mukinbudin (S)		F	6
Mukinbudin (S)		M	8
Mukinbudin (S)	Employed (away from work)	F	4
Mukinbudin (S)	Employed (full-time)	F	52
Mukinbudin (S)	Employed (full-time)	M	133
Mukinbudin (S)	Employed (part-time)	F	41
Mukinbudin (S)	Employed (part-time)	M	16
Mundaring (S)		F	49
Mundaring (S)		M	87
Mundaring (S)	Employed (away from work)	F	158
Mundaring (S)	Employed (away from work)	M	146
Mundaring (S)	Employed (full-time)	F	1694
Mundaring (S)	Employed (full-time)	M	3073
Mundaring (S)	Employed (part-time)	F	2420
Mundaring (S)	Employed (part-time)	M	1116
Murchison (S)	Employed (full-time)	F	20
Murchison (S)	Employed (full-time)	M	38
Murchison (S)	Employed (part-time)	F	6
Murchison (S)	Employed (part-time)	M	4
Murray (S)		F	40
Murray (S)		M	65
Murray (S)	Employed (away from work)	F	80
Murray (S)	Employed (away from work)	M	136
Murray (S)	Employed (full-time)	F	867
Murray (S)	Employed (full-time)	M	2550
Murray (S)	Employed (part-time)	F	1161
Murray (S)	Employed (part-time)	M	508
Nannup (S)		M	4
Nannup (S)	Employed (away from work)	F	7
Nannup (S)	Employed (away from work)	M	13
Nannup (S)	Employed (full-time)	F	96
Nannup (S)	Employed (full-time)	M	164
Nannup (S)	Employed (part-time)	F	127
Nannup (S)	Employed (part-time)	M	66
Narembeen (S)		F	3
Narembeen (S)		M	6
Narembeen (S)	Employed (away from work)	F	9
Narembeen (S)	Employed (away from work)	M	5
Narembeen (S)	Employed (full-time)	F	77
Narembeen (S)	Employed (full-time)	M	196
Narembeen (S)	Employed (part-time)	F	69
Narembeen (S)	Employed (part-time)	M	28
Narrogin (S)		F	21
Narrogin (S)		M	30
Narrogin (S)	Employed (away from work)	F	73
Narrogin (S)	Employed (away from work)	M	70
Narrogin (S)	Employed (full-time)	F	583
Narrogin (S)	Employed (full-time)	M	803
Narrogin (S)	Employed (part-time)	F	571
Narrogin (S)	Employed (part-time)	M	175
Nedlands (C)		F	127
Nedlands (C)		M	146
Nedlands (C)	Employed (away from work)	F	668
Nedlands (C)	Employed (away from work)	M	222
Nedlands (C)	Employed (full-time)	F	6142
Nedlands (C)	Employed (full-time)	M	5848
Nedlands (C)	Employed (part-time)	F	5336
Nedlands (C)	Employed (part-time)	M	1842
Ngaanyatjarraku (S)		F	7
Ngaanyatjarraku (S)		M	7
Ngaanyatjarraku (S)	Employed (away from work)	F	14
Ngaanyatjarraku (S)	Employed (away from work)	M	7
Ngaanyatjarraku (S)	Employed (full-time)	F	107
Ngaanyatjarraku (S)	Employed (full-time)	M	105
Ngaanyatjarraku (S)	Employed (part-time)	F	53
Ngaanyatjarraku (S)	Employed (part-time)	M	40
Northam (S)		F	40
Northam (S)		M	41
Northam (S)	Employed (away from work)	F	89
Northam (S)	Employed (away from work)	M	79
Northam (S)	Employed (full-time)	F	1092
Northam (S)	Employed (full-time)	M	1630
Northam (S)	Employed (part-time)	F	1017
Northam (S)	Employed (part-time)	M	376
Northampton (S)		F	8
Northampton (S)		M	19
Northampton (S)	Employed (away from work)	F	27
Northampton (S)	Employed (away from work)	M	31
Northampton (S)	Employed (full-time)	F	220
Northampton (S)	Employed (full-time)	M	411
Northampton (S)	Employed (part-time)	F	309
Northampton (S)	Employed (part-time)	M	127
Nungarin (S)	Employed (full-time)	F	16
Nungarin (S)	Employed (full-time)	M	34
Nungarin (S)	Employed (part-time)	F	14
Nungarin (S)	Employed (part-time)	M	12
Peppermint Grove (S)		F	12
Peppermint Grove (S)		M	3
Peppermint Grove (S)	Employed (away from work)	F	14
Peppermint Grove (S)	Employed (away from work)	M	13
Peppermint Grove (S)	Employed (full-time)	F	303
Peppermint Grove (S)	Employed (full-time)	M	247
Peppermint Grove (S)	Employed (part-time)	F	347
Peppermint Grove (S)	Employed (part-time)	M	159
Perenjori (S)		F	7
Perenjori (S)		M	7
Perenjori (S)	Employed (away from work)	F	7
Perenjori (S)	Employed (away from work)	M	44
Perenjori (S)	Employed (full-time)	F	92
Perenjori (S)	Employed (full-time)	M	524
Perenjori (S)	Employed (part-time)	F	45
Perenjori (S)	Employed (part-time)	M	37
Perth (C)		F	780
Perth (C)		M	927
Perth (C)	Employed (away from work)	F	3169
Perth (C)	Employed (away from work)	M	1978
Perth (C)	Employed (full-time)	F	38615
Perth (C)	Employed (full-time)	M	55957
Perth (C)	Employed (part-time)	F	19099
Perth (C)	Employed (part-time)	M	7994
Pingelly (S)	Employed (away from work)	F	3
Pingelly (S)	Employed (away from work)	M	9
Pingelly (S)	Employed (full-time)	F	62
Pingelly (S)	Employed (full-time)	M	139
Pingelly (S)	Employed (part-time)	F	86
Pingelly (S)	Employed (part-time)	M	30
Plantagenet (S)		F	17
Plantagenet (S)		M	26
Plantagenet (S)	Employed (away from work)	F	56
Plantagenet (S)	Employed (away from work)	M	46
Plantagenet (S)	Employed (full-time)	F	334
Plantagenet (S)	Employed (full-time)	M	846
Plantagenet (S)	Employed (part-time)	F	419
Plantagenet (S)	Employed (part-time)	M	266
Port Hedland (T)		F	83
Port Hedland (T)		M	146
Port Hedland (T)	Employed (away from work)	F	218
Port Hedland (T)	Employed (away from work)	M	496
Port Hedland (T)	Employed (full-time)	F	1945
Port Hedland (T)	Employed (full-time)	M	5226
Port Hedland (T)	Employed (part-time)	F	891
Port Hedland (T)	Employed (part-time)	M	463
Quairading (S)		F	5
Quairading (S)		M	6
Quairading (S)	Employed (away from work)	F	12
Quairading (S)	Employed (away from work)	M	12
Quairading (S)	Employed (full-time)	F	65
Quairading (S)	Employed (full-time)	M	145
Quairading (S)	Employed (part-time)	F	82
Quairading (S)	Employed (part-time)	M	28
Ravensthorpe (S)		F	15
Ravensthorpe (S)		M	8
Ravensthorpe (S)	Employed (away from work)	F	22
Ravensthorpe (S)	Employed (away from work)	M	44
Ravensthorpe (S)	Employed (full-time)	F	172
Ravensthorpe (S)	Employed (full-time)	M	556
Ravensthorpe (S)	Employed (part-time)	F	125
Ravensthorpe (S)	Employed (part-time)	M	77
Rockingham (C)		F	257
Rockingham (C)		M	233
Rockingham (C)	Employed (away from work)	F	739
Rockingham (C)	Employed (away from work)	M	393
Rockingham (C)	Employed (full-time)	F	6804
Rockingham (C)	Employed (full-time)	M	9129
Rockingham (C)	Employed (part-time)	F	9277
Rockingham (C)	Employed (part-time)	M	3233
Sandstone (S)	Employed (full-time)	F	12
Sandstone (S)	Employed (full-time)	M	19
Sandstone (S)	Employed (part-time)	F	5
Sandstone (S)	Employed (part-time)	M	3
Serpentine-Jarrahdale (S)		F	40
Serpentine-Jarrahdale (S)		M	44
Serpentine-Jarrahdale (S)	Employed (away from work)	F	94
Serpentine-Jarrahdale (S)	Employed (away from work)	M	83
Serpentine-Jarrahdale (S)	Employed (full-time)	F	879
Serpentine-Jarrahdale (S)	Employed (full-time)	M	1733
Serpentine-Jarrahdale (S)	Employed (part-time)	F	1173
Serpentine-Jarrahdale (S)	Employed (part-time)	M	535
Shark Bay (S)		F	7
Shark Bay (S)		M	3
Shark Bay (S)	Employed (away from work)	F	6
Shark Bay (S)	Employed (away from work)	M	5
Shark Bay (S)	Employed (full-time)	F	95
Shark Bay (S)	Employed (full-time)	M	176
Shark Bay (S)	Employed (part-time)	F	87
Shark Bay (S)	Employed (part-time)	M	48
South Perth (C)		F	89
South Perth (C)		M	96
South Perth (C)	Employed (away from work)	F	266
South Perth (C)	Employed (away from work)	M	156
South Perth (C)	Employed (full-time)	F	3081
South Perth (C)	Employed (full-time)	M	3765
South Perth (C)	Employed (part-time)	F	3793
South Perth (C)	Employed (part-time)	M	1607
Stirling (C)		F	550
Stirling (C)		M	623
Stirling (C)	Employed (away from work)	F	1394
Stirling (C)	Employed (away from work)	M	885
Stirling (C)	Employed (full-time)	F	17054
Stirling (C)	Employed (full-time)	M	27658
Stirling (C)	Employed (part-time)	F	18526
Stirling (C)	Employed (part-time)	M	8797
Subiaco (C)		F	158
Subiaco (C)		M	191
Subiaco (C)	Employed (away from work)	F	727
Subiaco (C)	Employed (away from work)	M	275
Subiaco (C)	Employed (full-time)	F	7396
Subiaco (C)	Employed (full-time)	M	8250
Subiaco (C)	Employed (part-time)	F	6582
Subiaco (C)	Employed (part-time)	M	2597
Swan (C)		F	362
Swan (C)		M	580
Swan (C)	Employed (away from work)	F	882
Swan (C)	Employed (away from work)	M	870
Swan (C)	Employed (full-time)	F	11340
Swan (C)	Employed (full-time)	M	23882
Swan (C)	Employed (part-time)	F	11720
Swan (C)	Employed (part-time)	M	5774
Tammin (S)		M	3
Tammin (S)	Employed (away from work)	F	3
Tammin (S)	Employed (away from work)	M	4
Tammin (S)	Employed (full-time)	F	28
Tammin (S)	Employed (full-time)	M	78
Tammin (S)	Employed (part-time)	F	30
Tammin (S)	Employed (part-time)	M	23
Three Springs (S)		F	3
Three Springs (S)		M	5
Three Springs (S)	Employed (away from work)	F	8
Three Springs (S)	Employed (away from work)	M	3
Three Springs (S)	Employed (full-time)	F	76
Three Springs (S)	Employed (full-time)	M	130
Three Springs (S)	Employed (part-time)	F	47
Three Springs (S)	Employed (part-time)	M	14
Toodyay (S)		F	4
Toodyay (S)		M	9
Toodyay (S)	Employed (away from work)	F	23
Toodyay (S)	Employed (away from work)	M	26
Toodyay (S)	Employed (full-time)	F	145
Toodyay (S)	Employed (full-time)	M	273
Toodyay (S)	Employed (part-time)	F	246
Toodyay (S)	Employed (part-time)	M	128
Trayning (S)		M	4
Trayning (S)	Employed (away from work)	F	9
Trayning (S)	Employed (full-time)	F	33
Trayning (S)	Employed (full-time)	M	67
Trayning (S)	Employed (part-time)	F	32
Trayning (S)	Employed (part-time)	M	11
Upper Gascoyne (S)	Employed (away from work)	M	3
Upper Gascoyne (S)	Employed (full-time)	F	13
Upper Gascoyne (S)	Employed (full-time)	M	38
Upper Gascoyne (S)	Employed (part-time)	F	13
Upper Gascoyne (S)	Employed (part-time)	M	9
Victoria Park (T)		F	218
Victoria Park (T)		M	270
Victoria Park (T)	Employed (away from work)	F	547
Victoria Park (T)	Employed (away from work)	M	337
Victoria Park (T)	Employed (full-time)	F	6687
Victoria Park (T)	Employed (full-time)	M	10796
Victoria Park (T)	Employed (part-time)	F	5773
Victoria Park (T)	Employed (part-time)	M	3362
Victoria Plains (S)		F	4
Victoria Plains (S)		M	3
Victoria Plains (S)	Employed (away from work)	F	5
Victoria Plains (S)	Employed (away from work)	M	9
Victoria Plains (S)	Employed (full-time)	F	80
Victoria Plains (S)	Employed (full-time)	M	252
Victoria Plains (S)	Employed (part-time)	F	75
Victoria Plains (S)	Employed (part-time)	M	42
Vincent (C)		F	130
Vincent (C)		M	160
Vincent (C)	Employed (away from work)	F	402
Vincent (C)	Employed (away from work)	M	251
Vincent (C)	Employed (full-time)	F	5101
Vincent (C)	Employed (full-time)	M	7467
Vincent (C)	Employed (part-time)	F	4789
Vincent (C)	Employed (part-time)	M	2345
Wagin (S)		F	4
Wagin (S)		M	3
Wagin (S)	Employed (away from work)	F	19
Wagin (S)	Employed (away from work)	M	18
Wagin (S)	Employed (full-time)	F	125
Wagin (S)	Employed (full-time)	M	274
Wagin (S)	Employed (part-time)	F	168
Wagin (S)	Employed (part-time)	M	64
Wandering (S)		F	3
Wandering (S)	Employed (away from work)	F	4
Wandering (S)	Employed (away from work)	M	10
Wandering (S)	Employed (full-time)	F	36
Wandering (S)	Employed (full-time)	M	77
Wandering (S)	Employed (part-time)	F	25
Wandering (S)	Employed (part-time)	M	14
Wanneroo (C)		F	327
Wanneroo (C)		M	452
Wanneroo (C)	Employed (away from work)	F	716
Wanneroo (C)	Employed (away from work)	M	574
Wanneroo (C)	Employed (full-time)	F	8128
Wanneroo (C)	Employed (full-time)	M	17319
Wanneroo (C)	Employed (part-time)	F	11189
Wanneroo (C)	Employed (part-time)	M	5287
Waroona (S)		F	23
Waroona (S)		M	21
Waroona (S)	Employed (away from work)	F	36
Waroona (S)	Employed (away from work)	M	93
Waroona (S)	Employed (full-time)	F	282
Waroona (S)	Employed (full-time)	M	1233
Waroona (S)	Employed (part-time)	F	335
Waroona (S)	Employed (part-time)	M	150
West Arthur (S)		F	5
West Arthur (S)	Employed (away from work)	F	8
West Arthur (S)	Employed (away from work)	M	7
West Arthur (S)	Employed (full-time)	F	60
West Arthur (S)	Employed (full-time)	M	168
West Arthur (S)	Employed (part-time)	F	87
West Arthur (S)	Employed (part-time)	M	43
Westonia (S)		F	5
Westonia (S)		M	5
Westonia (S)	Employed (away from work)	F	3
Westonia (S)	Employed (away from work)	M	13
Westonia (S)	Employed (full-time)	F	36
Westonia (S)	Employed (full-time)	M	198
Westonia (S)	Employed (part-time)	F	12
Westonia (S)	Employed (part-time)	M	18
Wickepin (S)		F	4
Wickepin (S)		M	4
Wickepin (S)	Employed (away from work)	F	6
Wickepin (S)	Employed (away from work)	M	6
Wickepin (S)	Employed (full-time)	F	42
Wickepin (S)	Employed (full-time)	M	140
Wickepin (S)	Employed (part-time)	F	70
Wickepin (S)	Employed (part-time)	M	26
Williams (S)		F	3
Williams (S)		M	4
Williams (S)	Employed (away from work)	F	7
Williams (S)	Employed (away from work)	M	10
Williams (S)	Employed (full-time)	F	76
Williams (S)	Employed (full-time)	M	215
Williams (S)	Employed (part-time)	F	96
Williams (S)	Employed (part-time)	M	37
Wiluna (S)		F	9
Wiluna (S)		M	17
Wiluna (S)	Employed (away from work)	F	18
Wiluna (S)	Employed (away from work)	M	63
Wiluna (S)	Employed (full-time)	F	155
Wiluna (S)	Employed (full-time)	M	803
Wiluna (S)	Employed (part-time)	F	31
Wiluna (S)	Employed (part-time)	M	52
Wongan-Ballidu (S)		F	9
Wongan-Ballidu (S)		M	7
Wongan-Ballidu (S)	Employed (away from work)	F	18
Wongan-Ballidu (S)	Employed (away from work)	M	13
Wongan-Ballidu (S)	Employed (full-time)	F	131
Wongan-Ballidu (S)	Employed (full-time)	M	308
Wongan-Ballidu (S)	Employed (part-time)	F	149
Wongan-Ballidu (S)	Employed (part-time)	M	55
Woodanilling (S)		F	5
Woodanilling (S)	Employed (away from work)	F	15
Woodanilling (S)	Employed (away from work)	M	22
Woodanilling (S)	Employed (full-time)	F	30
Woodanilling (S)	Employed (full-time)	M	84
Woodanilling (S)	Employed (part-time)	F	27
Woodanilling (S)	Employed (part-time)	M	20
Wyalkatchem (S)		F	3
Wyalkatchem (S)		M	4
Wyalkatchem (S)	Employed (away from work)	F	7
Wyalkatchem (S)	Employed (full-time)	F	37
Wyalkatchem (S)	Employed (full-time)	M	87
Wyalkatchem (S)	Employed (part-time)	F	49
Wyalkatchem (S)	Employed (part-time)	M	22
Wyndham-East Kimberley (S)		F	40
Wyndham-East Kimberley (S)		M	46
Wyndham-East Kimberley (S)	Employed (away from work)	F	95
Wyndham-East Kimberley (S)	Employed (away from work)	M	108
Wyndham-East Kimberley (S)	Employed (full-time)	F	1151
Wyndham-East Kimberley (S)	Employed (full-time)	M	1582
Wyndham-East Kimberley (S)	Employed (part-time)	F	431
Wyndham-East Kimberley (S)	Employed (part-time)	M	247
Yalgoo (S)		F	3
Yalgoo (S)		M	22
Yalgoo (S)	Employed (away from work)	F	17
Yalgoo (S)	Employed (away from work)	M	56
Yalgoo (S)	Employed (full-time)	F	95
Yalgoo (S)	Employed (full-time)	M	464
Yalgoo (S)	Employed (part-time)	F	18
Yalgoo (S)	Employed (part-time)	M	41
Yilgarn (S)		F	10
Yilgarn (S)		M	31
Yilgarn (S)	Employed (away from work)	F	16
Yilgarn (S)	Employed (away from work)	M	76
Yilgarn (S)	Employed (full-time)	F	160
Yilgarn (S)	Employed (full-time)	M	838
Yilgarn (S)	Employed (part-time)	F	102
Yilgarn (S)	Employed (part-time)	M	79
York (S)		F	9
York (S)		M	5
York (S)	Employed (away from work)	F	13
York (S)	Employed (away from work)	M	15
York (S)	Employed (full-time)	F	203
York (S)	Employed (full-time)	M	339
York (S)	Employed (part-time)	F	310
York (S)	Employed (part-time)	M	131
No usual address (WA)		F	362
No usual address (WA)		M	888
No usual address (WA)	Employed (away from work)	F	978
No usual address (WA)	Employed (away from work)	M	2510
No usual address (WA)	Employed (full-time)	F	3738
No usual address (WA)	Employed (full-time)	M	27086
No usual address (WA)	Employed (part-time)	F	8236
No usual address (WA)	Employed (part-time)	M	10581
Migratory - Offshore - Shipping (WA)		F	8
Migratory - Offshore - Shipping (WA)		M	27
Migratory - Offshore - Shipping (WA)	Employed (away from work)	F	3
Migratory - Offshore - Shipping (WA)	Employed (away from work)	M	158
Migratory - Offshore - Shipping (WA)	Employed (full-time)	F	78
Migratory - Offshore - Shipping (WA)	Employed (full-time)	M	1242
Migratory - Offshore - Shipping (WA)	Employed (part-time)	F	3
Migratory - Offshore - Shipping (WA)	Employed (part-time)	M	73
Break O'Day (M)		F	14
Break O'Day (M)		M	23
Break O'Day (M)	Employed (away from work)	F	57
Break O'Day (M)	Employed (away from work)	M	39
Break O'Day (M)	Employed (full-time)	F	282
Break O'Day (M)	Employed (full-time)	M	497
Break O'Day (M)	Employed (part-time)	F	519
Break O'Day (M)	Employed (part-time)	M	274
Brighton (M)		F	23
Brighton (M)		M	33
Brighton (M)	Employed (away from work)	F	70
Brighton (M)	Employed (away from work)	M	49
Brighton (M)	Employed (full-time)	F	481
Brighton (M)	Employed (full-time)	M	1199
Brighton (M)	Employed (part-time)	F	645
Brighton (M)	Employed (part-time)	M	309
Burnie (C)		F	74
Burnie (C)		M	90
Burnie (C)	Employed (away from work)	F	245
Burnie (C)	Employed (away from work)	M	153
Burnie (C)	Employed (full-time)	F	2327
Burnie (C)	Employed (full-time)	M	3623
Burnie (C)	Employed (part-time)	F	2752
Burnie (C)	Employed (part-time)	M	1026
Central Coast (M) (Tas.)		F	56
Central Coast (M) (Tas.)		M	63
Central Coast (M) (Tas.)	Employed (away from work)	F	148
