LGA_NAME16	Age	workers
Wellington (S)	60-64	1451
Wellington (S)	65-69	667
Wellington (S)	70-74	259
Wellington (S)	75+	182
West Wimmera (S)	15-19	63
West Wimmera (S)	20-24	99
West Wimmera (S)	25-29	116
West Wimmera (S)	30-34	119
West Wimmera (S)	35-39	122
West Wimmera (S)	40-44	142
West Wimmera (S)	45-49	179
West Wimmera (S)	50-54	222
West Wimmera (S)	55-59	192
West Wimmera (S)	60-64	180
West Wimmera (S)	65-69	111
West Wimmera (S)	70-74	60
West Wimmera (S)	75+	64
Whitehorse (C)	15-19	3144
Whitehorse (C)	20-24	6137
Whitehorse (C)	25-29	7960
Whitehorse (C)	30-34	7985
Whitehorse (C)	35-39	7145
Whitehorse (C)	40-44	7584
Whitehorse (C)	45-49	8022
Whitehorse (C)	50-54	7392
Whitehorse (C)	55-59	6427
Whitehorse (C)	60-64	4264
Whitehorse (C)	65-69	2022
Whitehorse (C)	70-74	758
Whitehorse (C)	75+	335
Whittlesea (C)	15-19	3144
Whittlesea (C)	20-24	5239
Whittlesea (C)	25-29	6181
Whittlesea (C)	30-34	6558
Whittlesea (C)	35-39	5851
Whittlesea (C)	40-44	5988
Whittlesea (C)	45-49	5937
Whittlesea (C)	50-54	5380
Whittlesea (C)	55-59	4415
Whittlesea (C)	60-64	2833
Whittlesea (C)	65-69	1136
Whittlesea (C)	70-74	342
Whittlesea (C)	75+	160
Wodonga (C)	15-19	1242
Wodonga (C)	20-24	1917
Wodonga (C)	25-29	1983
Wodonga (C)	30-34	1979
Wodonga (C)	35-39	1935
Wodonga (C)	40-44	2030
Wodonga (C)	45-49	2116
Wodonga (C)	50-54	1983
Wodonga (C)	55-59	1813
Wodonga (C)	60-64	1192
Wodonga (C)	65-69	421
Wodonga (C)	70-74	138
Wodonga (C)	75+	54
Wyndham (C)	15-19	3302
Wyndham (C)	20-24	5849
Wyndham (C)	25-29	7178
Wyndham (C)	30-34	8339
Wyndham (C)	35-39	7620
Wyndham (C)	40-44	7381
Wyndham (C)	45-49	6949
Wyndham (C)	50-54	6088
Wyndham (C)	55-59	4783
Wyndham (C)	60-64	2971
Wyndham (C)	65-69	1058
Wyndham (C)	70-74	277
Wyndham (C)	75+	114
Yarra (C)	15-19	1776
Yarra (C)	20-24	8223
Yarra (C)	25-29	13827
Yarra (C)	30-34	13259
Yarra (C)	35-39	10464
Yarra (C)	40-44	8634
Yarra (C)	45-49	7723
Yarra (C)	50-54	6152
Yarra (C)	55-59	5034
Yarra (C)	60-64	3402
Yarra (C)	65-69	1697
Yarra (C)	70-74	625
Yarra (C)	75+	282
Yarra Ranges (S)	15-19	3157
Yarra Ranges (S)	20-24	3808
Yarra Ranges (S)	25-29	3485
Yarra Ranges (S)	30-34	3462
Yarra Ranges (S)	35-39	3646
Yarra Ranges (S)	40-44	4187
Yarra Ranges (S)	45-49	4448
Yarra Ranges (S)	50-54	4392
Yarra Ranges (S)	55-59	3882
Yarra Ranges (S)	60-64	2861
Yarra Ranges (S)	65-69	1397
Yarra Ranges (S)	70-74	524
Yarra Ranges (S)	75+	280
Yarriambiack (S)	15-19	100
Yarriambiack (S)	20-24	181
Yarriambiack (S)	25-29	190
Yarriambiack (S)	30-34	186
Yarriambiack (S)	35-39	180
Yarriambiack (S)	40-44	214
Yarriambiack (S)	45-49	272
Yarriambiack (S)	50-54	316
Yarriambiack (S)	55-59	385
Yarriambiack (S)	60-64	257
Yarriambiack (S)	65-69	130
Yarriambiack (S)	70-74	66
Yarriambiack (S)	75+	69
Unincorporated Vic	15-19	202
Unincorporated Vic	20-24	582
Unincorporated Vic	25-29	343
Unincorporated Vic	30-34	196
Unincorporated Vic	35-39	130
Unincorporated Vic	40-44	153
Unincorporated Vic	45-49	123
Unincorporated Vic	50-54	141
Unincorporated Vic	55-59	124
Unincorporated Vic	60-64	104
Unincorporated Vic	65-69	55
Unincorporated Vic	70-74	23
Unincorporated Vic	75+	11
No usual address (Vic.)	15-19	4421
No usual address (Vic.)	20-24	12150
No usual address (Vic.)	25-29	13839
No usual address (Vic.)	30-34	13394
No usual address (Vic.)	35-39	12119
No usual address (Vic.)	40-44	13090
No usual address (Vic.)	45-49	13644
No usual address (Vic.)	50-54	12459
No usual address (Vic.)	55-59	11054
No usual address (Vic.)	60-64	7571
No usual address (Vic.)	65-69	3430
No usual address (Vic.)	70-74	1240
No usual address (Vic.)	75+	612
Migratory - Offshore - Shipping (Vic.)	20-24	3
Migratory - Offshore - Shipping (Vic.)	25-29	7
Migratory - Offshore - Shipping (Vic.)	30-34	16
Migratory - Offshore - Shipping (Vic.)	35-39	14
Migratory - Offshore - Shipping (Vic.)	40-44	28
Migratory - Offshore - Shipping (Vic.)	45-49	26
Migratory - Offshore - Shipping (Vic.)	50-54	29
Migratory - Offshore - Shipping (Vic.)	55-59	22
Migratory - Offshore - Shipping (Vic.)	60-64	9
Migratory - Offshore - Shipping (Vic.)	65-69	3
Migratory - Offshore - Shipping (Vic.)	70-74	3
Aurukun (S)	15-19	9
Aurukun (S)	20-24	26
Aurukun (S)	25-29	39
Aurukun (S)	30-34	30
Aurukun (S)	35-39	31
Aurukun (S)	40-44	38
Aurukun (S)	45-49	24
Aurukun (S)	50-54	37
Aurukun (S)	55-59	32
Aurukun (S)	60-64	16
Aurukun (S)	65-69	5
Balonne (S)	15-19	110
Balonne (S)	20-24	152
Balonne (S)	25-29	196
Balonne (S)	30-34	184
Balonne (S)	35-39	197
Balonne (S)	40-44	208
Balonne (S)	45-49	238
Balonne (S)	50-54	233
Balonne (S)	55-59	216
Balonne (S)	60-64	182
Balonne (S)	65-69	99
Balonne (S)	70-74	45
Balonne (S)	75+	42
Banana (S)	15-19	410
Banana (S)	20-24	608
Banana (S)	25-29	759
Banana (S)	30-34	887
Banana (S)	35-39	850
Banana (S)	40-44	890
Banana (S)	45-49	916
Banana (S)	50-54	931
Banana (S)	55-59	818
Banana (S)	60-64	537
Banana (S)	65-69	275
Banana (S)	70-74	146
Banana (S)	75+	128
Barcaldine (R)	15-19	66
Barcaldine (R)	20-24	131
Barcaldine (R)	25-29	126
Barcaldine (R)	30-34	134
Barcaldine (R)	35-39	116
Barcaldine (R)	40-44	132
Barcaldine (R)	45-49	175
Barcaldine (R)	50-54	164
Barcaldine (R)	55-59	152
Barcaldine (R)	60-64	122
Barcaldine (R)	65-69	63
Barcaldine (R)	70-74	31
Barcaldine (R)	75+	33
Barcoo (S)	15-19	13
Barcoo (S)	20-24	22
Barcoo (S)	25-29	11
Barcoo (S)	30-34	22
Barcoo (S)	35-39	15
Barcoo (S)	40-44	17
Barcoo (S)	45-49	18
Barcoo (S)	50-54	46
Barcoo (S)	55-59	14
Barcoo (S)	60-64	23
Barcoo (S)	65-69	12
Blackall-Tambo (R)	15-19	38
Blackall-Tambo (R)	20-24	46
Blackall-Tambo (R)	25-29	77
Blackall-Tambo (R)	30-34	93
Blackall-Tambo (R)	35-39	79
Blackall-Tambo (R)	40-44	87
Blackall-Tambo (R)	45-49	71
Blackall-Tambo (R)	50-54	86
Blackall-Tambo (R)	55-59	104
Blackall-Tambo (R)	60-64	81
Blackall-Tambo (R)	65-69	53
Blackall-Tambo (R)	70-74	29
Blackall-Tambo (R)	75+	16
Boulia (S)	15-19	19
Boulia (S)	20-24	32
Boulia (S)	25-29	27
Boulia (S)	30-34	30
Boulia (S)	35-39	8
Boulia (S)	40-44	13
Boulia (S)	45-49	19
Boulia (S)	50-54	22
Boulia (S)	55-59	24
Boulia (S)	60-64	31
Boulia (S)	65-69	8
Boulia (S)	70-74	3
Brisbane (C)	15-19	32202
Brisbane (C)	20-24	74377
Brisbane (C)	25-29	86041
Brisbane (C)	30-34	90324
Brisbane (C)	35-39	82755
Brisbane (C)	40-44	83679
Brisbane (C)	45-49	79997
Brisbane (C)	50-54	70100
Brisbane (C)	55-59	56351
Brisbane (C)	60-64	36179
Brisbane (C)	65-69	15286
Brisbane (C)	70-74	4779
Brisbane (C)	75+	2149
Bulloo (S)	15-19	10
Bulloo (S)	20-24	20
Bulloo (S)	25-29	25
Bulloo (S)	30-34	31
Bulloo (S)	35-39	33
Bulloo (S)	40-44	22
Bulloo (S)	45-49	23
Bulloo (S)	50-54	30
Bulloo (S)	55-59	50
Bulloo (S)	60-64	22
Bulloo (S)	65-69	11
Bulloo (S)	70-74	8
Bulloo (S)	75+	4
Bundaberg (R)	15-19	2327
Bundaberg (R)	20-24	2692
Bundaberg (R)	25-29	2756
Bundaberg (R)	30-34	2751
Bundaberg (R)	35-39	2822
Bundaberg (R)	40-44	3345
Bundaberg (R)	45-49	3603
Bundaberg (R)	50-54	3756
Bundaberg (R)	55-59	3397
Bundaberg (R)	60-64	2366
Bundaberg (R)	65-69	955
Bundaberg (R)	70-74	354
Bundaberg (R)	75+	221
Burdekin (S)	15-19	501
Burdekin (S)	20-24	626
Burdekin (S)	25-29	601
Burdekin (S)	30-34	565
Burdekin (S)	35-39	651
Burdekin (S)	40-44	752
Burdekin (S)	45-49	841
Burdekin (S)	50-54	857
Burdekin (S)	55-59	825
Burdekin (S)	60-64	650
Burdekin (S)	65-69	290
Burdekin (S)	70-74	135
Burdekin (S)	75+	92
Burke (S)	15-19	7
Burke (S)	20-24	14
Burke (S)	25-29	17
Burke (S)	30-34	18
Burke (S)	35-39	13
Burke (S)	40-44	15
Burke (S)	45-49	11
Burke (S)	50-54	11
Burke (S)	55-59	19
Burke (S)	60-64	8
Burke (S)	65-69	5
Burke (S)	70-74	4
Cairns (R)	15-19	3973
Cairns (R)	20-24	5574
Cairns (R)	25-29	6530
Cairns (R)	30-34	7134
Cairns (R)	35-39	7346
Cairns (R)	40-44	8050
Cairns (R)	45-49	8042
Cairns (R)	50-54	7356
Cairns (R)	55-59	6298
Cairns (R)	60-64	4262
Cairns (R)	65-69	1913
Cairns (R)	70-74	674
Cairns (R)	75+	312
Carpentaria (S)	15-19	51
Carpentaria (S)	20-24	84
Carpentaria (S)	25-29	84
Carpentaria (S)	30-34	82
Carpentaria (S)	35-39	72
Carpentaria (S)	40-44	80
Carpentaria (S)	45-49	84
Carpentaria (S)	50-54	88
Carpentaria (S)	55-59	125
Carpentaria (S)	60-64	56
Carpentaria (S)	65-69	25
Carpentaria (S)	70-74	21
Carpentaria (S)	75+	6
Cassowary Coast (R)	15-19	710
Cassowary Coast (R)	20-24	962
Cassowary Coast (R)	25-29	1032
Cassowary Coast (R)	30-34	1001
Cassowary Coast (R)	35-39	926
Cassowary Coast (R)	40-44	1080
Cassowary Coast (R)	45-49	1290
Cassowary Coast (R)	50-54	1349
Cassowary Coast (R)	55-59	1354
Cassowary Coast (R)	60-64	1027
Cassowary Coast (R)	65-69	464
Cassowary Coast (R)	70-74	185
Cassowary Coast (R)	75+	133
Central Highlands (R) (Qld)	15-19	765
Central Highlands (R) (Qld)	20-24	1329
Central Highlands (R) (Qld)	25-29	1713
Central Highlands (R) (Qld)	30-34	2114
Central Highlands (R) (Qld)	35-39	1917
Central Highlands (R) (Qld)	40-44	1911
Central Highlands (R) (Qld)	45-49	1809
Central Highlands (R) (Qld)	50-54	1773
Central Highlands (R) (Qld)	55-59	1398
Central Highlands (R) (Qld)	60-64	804
Central Highlands (R) (Qld)	65-69	330
Central Highlands (R) (Qld)	70-74	151
Central Highlands (R) (Qld)	75+	90
Charters Towers (R)	15-19	324
Charters Towers (R)	20-24	358
Charters Towers (R)	25-29	356
Charters Towers (R)	30-34	377
Charters Towers (R)	35-39	406
Charters Towers (R)	40-44	501
Charters Towers (R)	45-49	513
Charters Towers (R)	50-54	444
Charters Towers (R)	55-59	444
Charters Towers (R)	60-64	301
Charters Towers (R)	65-69	155
Charters Towers (R)	70-74	56
Charters Towers (R)	75+	44
Cherbourg (S)	15-19	7
Cherbourg (S)	20-24	21
Cherbourg (S)	25-29	29
Cherbourg (S)	30-34	20
Cherbourg (S)	35-39	29
Cherbourg (S)	40-44	43
Cherbourg (S)	45-49	40
Cherbourg (S)	50-54	32
Cherbourg (S)	55-59	44
Cherbourg (S)	60-64	26
Cherbourg (S)	65-69	6
Cherbourg (S)	70-74	3
Cherbourg (S)	75+	3
Cloncurry (S)	15-19	85
Cloncurry (S)	20-24	185
Cloncurry (S)	25-29	361
Cloncurry (S)	30-34	442
Cloncurry (S)	35-39	367
Cloncurry (S)	40-44	348
Cloncurry (S)	45-49	335
Cloncurry (S)	50-54	353
Cloncurry (S)	55-59	285
Cloncurry (S)	60-64	156
Cloncurry (S)	65-69	64
Cloncurry (S)	70-74	24
Cloncurry (S)	75+	8
Cook (S)	15-19	96
Cook (S)	20-24	229
Cook (S)	25-29	353
Cook (S)	30-34	323
Cook (S)	35-39	297
Cook (S)	40-44	338
Cook (S)	45-49	303
Cook (S)	50-54	318
Cook (S)	55-59	299
Cook (S)	60-64	196
Cook (S)	65-69	74
Cook (S)	70-74	29
Cook (S)	75+	19
Croydon (S)	15-19	3
Croydon (S)	20-24	9
Croydon (S)	25-29	6
Croydon (S)	30-34	6
Croydon (S)	35-39	8
Croydon (S)	40-44	15
Croydon (S)	45-49	20
Croydon (S)	50-54	15
Croydon (S)	55-59	16
Croydon (S)	60-64	13
Croydon (S)	65-69	3
Diamantina (S)	15-19	11
Diamantina (S)	20-24	15
Diamantina (S)	25-29	26
Diamantina (S)	30-34	20
Diamantina (S)	35-39	18
Diamantina (S)	40-44	19
Diamantina (S)	45-49	18
Diamantina (S)	50-54	22
Diamantina (S)	55-59	21
Diamantina (S)	60-64	12
Diamantina (S)	65-69	10
Diamantina (S)	70-74	3
Doomadgee (S)	15-19	10
Doomadgee (S)	20-24	26
Doomadgee (S)	25-29	41
Doomadgee (S)	30-34	39
Doomadgee (S)	35-39	54
Doomadgee (S)	40-44	44
Doomadgee (S)	45-49	39
Doomadgee (S)	50-54	24
Doomadgee (S)	55-59	29
Doomadgee (S)	60-64	10
Doomadgee (S)	65-69	3
Douglas (S)	15-19	261
Douglas (S)	20-24	389
Douglas (S)	25-29	545
Douglas (S)	30-34	556
Douglas (S)	35-39	521
Douglas (S)	40-44	591
Douglas (S)	45-49	638
Douglas (S)	50-54	677
Douglas (S)	55-59	609
Douglas (S)	60-64	429
Douglas (S)	65-69	216
Douglas (S)	70-74	84
Douglas (S)	75+	60
Etheridge (S)	15-19	13
Etheridge (S)	20-24	26
Etheridge (S)	25-29	29
Etheridge (S)	30-34	40
Etheridge (S)	35-39	26
Etheridge (S)	40-44	40
Etheridge (S)	45-49	44
Etheridge (S)	50-54	53
Etheridge (S)	55-59	39
Etheridge (S)	60-64	31
Etheridge (S)	65-69	21
Etheridge (S)	70-74	14
Etheridge (S)	75+	8
Flinders (S) (Qld)	15-19	43
Flinders (S) (Qld)	20-24	69
Flinders (S) (Qld)	25-29	71
Flinders (S) (Qld)	30-34	63
Flinders (S) (Qld)	35-39	46
Flinders (S) (Qld)	40-44	70
Flinders (S) (Qld)	45-49	91
Flinders (S) (Qld)	50-54	90
Flinders (S) (Qld)	55-59	88
Flinders (S) (Qld)	60-64	62
Flinders (S) (Qld)	65-69	48
Flinders (S) (Qld)	70-74	30
Flinders (S) (Qld)	75+	27
Fraser Coast (R)	15-19	2041
Fraser Coast (R)	20-24	2180
Fraser Coast (R)	25-29	2249
Fraser Coast (R)	30-34	2485
Fraser Coast (R)	35-39	2772
Fraser Coast (R)	40-44	3348
Fraser Coast (R)	45-49	3624
Fraser Coast (R)	50-54	3525
Fraser Coast (R)	55-59	3360
Fraser Coast (R)	60-64	2238
Fraser Coast (R)	65-69	846
Fraser Coast (R)	70-74	297
Fraser Coast (R)	75+	181
Gladstone (R)	15-19	1647
Gladstone (R)	20-24	2274
Gladstone (R)	25-29	2719
Gladstone (R)	30-34	2920
Gladstone (R)	35-39	2855
Gladstone (R)	40-44	3285
Gladstone (R)	45-49	3258
Gladstone (R)	50-54	3074
Gladstone (R)	55-59	2440
Gladstone (R)	60-64	1371
Gladstone (R)	65-69	494
Gladstone (R)	70-74	181
Gladstone (R)	75+	83
Gold Coast (C)	15-19	14679
Gold Coast (C)	20-24	23559
Gold Coast (C)	25-29	25270
Gold Coast (C)	30-34	25842
Gold Coast (C)	35-39	24931
Gold Coast (C)	40-44	26606
Gold Coast (C)	45-49	26178
Gold Coast (C)	50-54	23726
Gold Coast (C)	55-59	20262
Gold Coast (C)	60-64	13849
Gold Coast (C)	65-69	7114
Gold Coast (C)	70-74	2453
Gold Coast (C)	75+	1065
Goondiwindi (R)	15-19	263
Goondiwindi (R)	20-24	377
Goondiwindi (R)	25-29	437
Goondiwindi (R)	30-34	476
Goondiwindi (R)	35-39	437
Goondiwindi (R)	40-44	472
Goondiwindi (R)	45-49	556
Goondiwindi (R)	50-54	506
Goondiwindi (R)	55-59	546
Goondiwindi (R)	60-64	340
Goondiwindi (R)	65-69	187
Goondiwindi (R)	70-74	85
Goondiwindi (R)	75+	79
Gympie (R)	15-19	1058
Gympie (R)	20-24	1143
Gympie (R)	25-29	1182
Gympie (R)	30-34	1279
Gympie (R)	35-39	1417
Gympie (R)	40-44	1643
Gympie (R)	45-49	1976
Gympie (R)	50-54	1955
Gympie (R)	55-59	1849
Gympie (R)	60-64	1251
Gympie (R)	65-69	544
Gympie (R)	70-74	255
Gympie (R)	75+	155
Hinchinbrook (S)	15-19	292
Hinchinbrook (S)	20-24	278
Hinchinbrook (S)	25-29	301
Hinchinbrook (S)	30-34	294
Hinchinbrook (S)	35-39	308
Hinchinbrook (S)	40-44	423
Hinchinbrook (S)	45-49	475
Hinchinbrook (S)	50-54	594
Hinchinbrook (S)	55-59	537
Hinchinbrook (S)	60-64	384
Hinchinbrook (S)	65-69	229
Hinchinbrook (S)	70-74	89
Hinchinbrook (S)	75+	105
Hope Vale (S)	15-19	12
Hope Vale (S)	20-24	22
Hope Vale (S)	25-29	40
Hope Vale (S)	30-34	34
Hope Vale (S)	35-39	35
Hope Vale (S)	40-44	39
Hope Vale (S)	45-49	40
Hope Vale (S)	50-54	35
Hope Vale (S)	55-59	32
Hope Vale (S)	60-64	19
Hope Vale (S)	65-69	4
Ipswich (C)	15-19	4439
Ipswich (C)	20-24	6213
Ipswich (C)	25-29	6898
Ipswich (C)	30-34	7144
Ipswich (C)	35-39	6751
Ipswich (C)	40-44	7053
Ipswich (C)	45-49	6954
Ipswich (C)	50-54	6455
Ipswich (C)	55-59	5317
Ipswich (C)	60-64	3218
Ipswich (C)	65-69	1303
Ipswich (C)	70-74	382
Ipswich (C)	75+	186
Isaac (R)	15-19	547
Isaac (R)	20-24	1183
Isaac (R)	25-29	2307
Isaac (R)	30-34	2930
Isaac (R)	35-39	2599
Isaac (R)	40-44	2756
Isaac (R)	45-49	2517
Isaac (R)	50-54	2254
Isaac (R)	55-59	1664
Isaac (R)	60-64	867
Isaac (R)	65-69	262
Isaac (R)	70-74	94
Isaac (R)	75+	57
Kowanyama (S)	15-19	13
Kowanyama (S)	20-24	29
Kowanyama (S)	25-29	26
Kowanyama (S)	30-34	27
Kowanyama (S)	35-39	22
Kowanyama (S)	40-44	40
Kowanyama (S)	45-49	29
Kowanyama (S)	50-54	28
Kowanyama (S)	55-59	24
Kowanyama (S)	60-64	20
Kowanyama (S)	65-69	3
Livingstone (S)	15-19	726
Livingstone (S)	20-24	780
Livingstone (S)	25-29	727
Livingstone (S)	30-34	822
Livingstone (S)	35-39	841
Livingstone (S)	40-44	887
Livingstone (S)	45-49	1018
Livingstone (S)	50-54	1037
Livingstone (S)	55-59	885
Livingstone (S)	60-64	695
Livingstone (S)	65-69	284
Livingstone (S)	70-74	113
Livingstone (S)	75+	79
Lockhart River (S)	15-19	21
Lockhart River (S)	20-24	12
Lockhart River (S)	25-29	25
Lockhart River (S)	30-34	17
Lockhart River (S)	35-39	22
Lockhart River (S)	40-44	18
Lockhart River (S)	45-49	22
Lockhart River (S)	50-54	15
Lockhart River (S)	55-59	19
Lockhart River (S)	60-64	14
Lockhart River (S)	65-69	3
Lockhart River (S)	70-74	4
Lockhart River (S)	75+	3
Lockyer Valley (R)	15-19	814
Lockyer Valley (R)	20-24	1098
Lockyer Valley (R)	25-29	1198
Lockyer Valley (R)	30-34	1013
Lockyer Valley (R)	35-39	953
Lockyer Valley (R)	40-44	1148
Lockyer Valley (R)	45-49	1282
Lockyer Valley (R)	50-54	1192
Lockyer Valley (R)	55-59	1082
Lockyer Valley (R)	60-64	752
Lockyer Valley (R)	65-69	389
Lockyer Valley (R)	70-74	178
Lockyer Valley (R)	75+	102
Logan (C)	15-19	6445
Logan (C)	20-24	9207
Logan (C)	25-29	9618
Logan (C)	30-34	9965
Logan (C)	35-39	9668
Logan (C)	40-44	9907
Logan (C)	45-49	9782
Logan (C)	50-54	8784
Logan (C)	55-59	7566
Logan (C)	60-64	5075
Logan (C)	65-69	2196
Logan (C)	70-74	638
Logan (C)	75+	240
Longreach (R)	15-19	141
Longreach (R)	20-24	174
Longreach (R)	25-29	160
Longreach (R)	30-34	165
Longreach (R)	35-39	172
Longreach (R)	40-44	155
Longreach (R)	45-49	201
Longreach (R)	50-54	226
Longreach (R)	55-59	224
Longreach (R)	60-64	171
Longreach (R)	65-69	76
Longreach (R)	70-74	21
Longreach (R)	75+	28
Mackay (R)	15-19	3077
Mackay (R)	20-24	4098
Mackay (R)	25-29	4565
Mackay (R)	30-34	4845
Mackay (R)	35-39	4537
Mackay (R)	40-44	4979
Mackay (R)	45-49	5353
Mackay (R)	50-54	5099
Mackay (R)	55-59	4493
Mackay (R)	60-64	2903
Mackay (R)	65-69	1102
Mackay (R)	70-74	417
Mackay (R)	75+	248
McKinlay (S)	15-19	27
McKinlay (S)	20-24	74
McKinlay (S)	25-29	132
McKinlay (S)	30-34	170
McKinlay (S)	35-39	162
McKinlay (S)	40-44	154
McKinlay (S)	45-49	156
McKinlay (S)	50-54	116
McKinlay (S)	55-59	116
McKinlay (S)	60-64	59
McKinlay (S)	65-69	38
McKinlay (S)	70-74	14
McKinlay (S)	75+	6
Mapoon (S)	15-19	3
Mapoon (S)	20-24	10
Mapoon (S)	25-29	8
Mapoon (S)	30-34	3
Mapoon (S)	35-39	8
Mapoon (S)	40-44	8
Mapoon (S)	45-49	4
Mapoon (S)	50-54	15
Mapoon (S)	55-59	10
Mapoon (S)	60-64	11
Mapoon (S)	65-69	5
Maranoa (R)	15-19	339
Maranoa (R)	20-24	551
Maranoa (R)	25-29	768
Maranoa (R)	30-34	830
Maranoa (R)	35-39	668
Maranoa (R)	40-44	750
Maranoa (R)	45-49	781
Maranoa (R)	50-54	761
Maranoa (R)	55-59	627
Maranoa (R)	60-64	473
Maranoa (R)	65-69	221
Maranoa (R)	70-74	149
Maranoa (R)	75+	129
Mareeba (S)	15-19	414
Mareeba (S)	20-24	522
Mareeba (S)	25-29	589
Mareeba (S)	30-34	580
Mareeba (S)	35-39	638
Mareeba (S)	40-44	819
Mareeba (S)	45-49	910
Mareeba (S)	50-54	928
Mareeba (S)	55-59	827
Mareeba (S)	60-64	632
Mareeba (S)	65-69	281
Mareeba (S)	70-74	151
Mareeba (S)	75+	97
Moreton Bay (R)	15-19	9843
Moreton Bay (R)	20-24	11389
Moreton Bay (R)	25-29	10877
Moreton Bay (R)	30-34	11290
Moreton Bay (R)	35-39	11283
Moreton Bay (R)	40-44	12893
Moreton Bay (R)	45-49	13061
Moreton Bay (R)	50-54	11776
Moreton Bay (R)	55-59	9875
Moreton Bay (R)	60-64	6433
Moreton Bay (R)	65-69	2894
Moreton Bay (R)	70-74	976
Moreton Bay (R)	75+	392
Mornington (S)	15-19	23
Mornington (S)	20-24	34
Mornington (S)	25-29	43
Mornington (S)	30-34	42
Mornington (S)	35-39	51
Mornington (S)	40-44	25
Mornington (S)	45-49	43
Mornington (S)	50-54	33
Mornington (S)	55-59	23
Mornington (S)	60-64	16
Mornington (S)	65-69	12
Mornington (S)	70-74	3
Mornington (S)	75+	3
Mount Isa (C)	15-19	482
Mount Isa (C)	20-24	917
Mount Isa (C)	25-29	1312
Mount Isa (C)	30-34	1213
Mount Isa (C)	35-39	1018
Mount Isa (C)	40-44	974
Mount Isa (C)	45-49	956
Mount Isa (C)	50-54	956
Mount Isa (C)	55-59	705
Mount Isa (C)	60-64	407
Mount Isa (C)	65-69	178
Mount Isa (C)	70-74	74
Mount Isa (C)	75+	26
Murweh (S)	15-19	105
Murweh (S)	20-24	170
Murweh (S)	25-29	215
Murweh (S)	30-34	164
Murweh (S)	35-39	172
Murweh (S)	40-44	206
Murweh (S)	45-49	195
Murweh (S)	50-54	243
Murweh (S)	55-59	234
Murweh (S)	60-64	165
Murweh (S)	65-69	67
Murweh (S)	70-74	29
Murweh (S)	75+	23
Napranum (S)	20-24	20
Napranum (S)	25-29	20
Napranum (S)	30-34	24
Napranum (S)	35-39	32
Napranum (S)	40-44	35
Napranum (S)	45-49	29
Napranum (S)	50-54	29
Napranum (S)	55-59	19
Napranum (S)	60-64	8
Napranum (S)	65-69	3
Napranum (S)	70-74	3
Noosa (S)	15-19	1528
Noosa (S)	20-24	1412
Noosa (S)	25-29	1352
Noosa (S)	30-34	1551
Noosa (S)	35-39	1825
Noosa (S)	40-44	2380
Noosa (S)	45-49	2535
Noosa (S)	50-54	2527
Noosa (S)	55-59	2176
Noosa (S)	60-64	1676
Noosa (S)	65-69	757
Noosa (S)	70-74	296
Noosa (S)	75+	117
North Burnett (R)	15-19	230
North Burnett (R)	20-24	303
North Burnett (R)	25-29	344
North Burnett (R)	30-34	397
North Burnett (R)	35-39	354
North Burnett (R)	40-44	420
North Burnett (R)	45-49	507
North Burnett (R)	50-54	488
North Burnett (R)	55-59	463
North Burnett (R)	60-64	402
North Burnett (R)	65-69	235
North Burnett (R)	70-74	140
North Burnett (R)	75+	104
Northern Peninsula Area (R)	15-19	55
Northern Peninsula Area (R)	20-24	90
Northern Peninsula Area (R)	25-29	120
Northern Peninsula Area (R)	30-34	92
Northern Peninsula Area (R)	35-39	88
Northern Peninsula Area (R)	40-44	88
Northern Peninsula Area (R)	45-49	85
Northern Peninsula Area (R)	50-54	85
Northern Peninsula Area (R)	55-59	69
Northern Peninsula Area (R)	60-64	48
Northern Peninsula Area (R)	65-69	12
Northern Peninsula Area (R)	70-74	3
Palm Island (S)	15-19	27
Palm Island (S)	20-24	43
Palm Island (S)	25-29	59
Palm Island (S)	30-34	55
Palm Island (S)	35-39	56
Palm Island (S)	40-44	62
Palm Island (S)	45-49	85
Palm Island (S)	50-54	70
Palm Island (S)	55-59	67
Palm Island (S)	60-64	38
Palm Island (S)	65-69	6
Paroo (S)	15-19	22
Paroo (S)	20-24	53
Paroo (S)	25-29	66
Paroo (S)	30-34	59
Paroo (S)	35-39	56
Paroo (S)	40-44	58
Paroo (S)	45-49	68
Paroo (S)	50-54	90
Paroo (S)	55-59	102
Paroo (S)	60-64	79
Paroo (S)	65-69	36
Paroo (S)	70-74	27
Paroo (S)	75+	16
Pormpuraaw (S)	15-19	11
Pormpuraaw (S)	20-24	22
Pormpuraaw (S)	25-29	19
Pormpuraaw (S)	30-34	20
Pormpuraaw (S)	35-39	27
Pormpuraaw (S)	40-44	33
Pormpuraaw (S)	45-49	27
Pormpuraaw (S)	50-54	22
Pormpuraaw (S)	55-59	19
Pormpuraaw (S)	60-64	13
Pormpuraaw (S)	65-69	8
Quilpie (S)	15-19	20
Quilpie (S)	20-24	37
Quilpie (S)	25-29	45
Quilpie (S)	30-34	51
Quilpie (S)	35-39	29
Quilpie (S)	40-44	41
Quilpie (S)	45-49	55
Quilpie (S)	50-54	66
Quilpie (S)	55-59	54
Quilpie (S)	60-64	34
Quilpie (S)	65-69	17
Quilpie (S)	70-74	10
Quilpie (S)	75+	5
Redland (C)	15-19	3868
Redland (C)	20-24	3885
Redland (C)	25-29	3627
Redland (C)	30-34	3731
Redland (C)	35-39	3575
