LGA_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Botany Bay (C)	78750	0		4718
Botany Bay (C)	78750	1	Local	32
Botany Bay (C)	78750	1	National	43
Botany Bay (C)	78750	1	State territory	119
Botany Bay (C)	91875			21
Botany Bay (C)	91875	0		3975
Botany Bay (C)	91875	1	Local	26
Botany Bay (C)	91875	1	National	62
Botany Bay (C)	91875	1	State territory	152
Botany Bay (C)	105000			10
Botany Bay (C)	105000	0		2942
Botany Bay (C)	105000	1	Local	18
Botany Bay (C)	105000	1	National	54
Botany Bay (C)	105000	1	State territory	139
Botany Bay (C)	157500			16
Botany Bay (C)	157500	0		5026
Botany Bay (C)	157500	1	Local	15
Botany Bay (C)	157500	1	National	77
Botany Bay (C)	157500	1	State territory	165
Botany Bay (C)	Inf			11
Botany Bay (C)	Inf	0		3885
Botany Bay (C)	Inf	1	Local	8
Botany Bay (C)	Inf	1	National	51
Botany Bay (C)	Inf	1	State territory	53
Bourke (A)				7
Bourke (A)		0		29
Bourke (A)		1	State territory	3
Bourke (A)	0	0		20
Bourke (A)	7875	0		11
Bourke (A)	15750			7
Bourke (A)	15750	0		27
Bourke (A)	15750	1	National	3
Bourke (A)	21000	0		32
Bourke (A)	26250	0		29
Bourke (A)	34125			3
Bourke (A)	34125	0		62
Bourke (A)	34125	1	State territory	6
Bourke (A)	42000			3
Bourke (A)	42000	0		96
Bourke (A)	42000	1	Local	7
Bourke (A)	42000	1	State territory	11
Bourke (A)	52500			4
Bourke (A)	52500	0		119
Bourke (A)	52500	1	Local	17
Bourke (A)	52500	1	National	4
Bourke (A)	52500	1	State territory	23
Bourke (A)	65625	0		98
Bourke (A)	65625	1	Local	18
Bourke (A)	65625	1	National	5
Bourke (A)	65625	1	State territory	25
Bourke (A)	78750	0		60
Bourke (A)	78750	1	Local	12
Bourke (A)	78750	1	National	7
Bourke (A)	78750	1	State territory	29
Bourke (A)	91875	0		37
Bourke (A)	91875	1	Local	3
Bourke (A)	91875	1	State territory	38
Bourke (A)	105000	0		28
Bourke (A)	105000	1	Local	8
Bourke (A)	105000	1	National	3
Bourke (A)	105000	1	State territory	37
Bourke (A)	157500	0		29
Bourke (A)	157500	1	Local	4
Bourke (A)	157500	1	State territory	41
Bourke (A)	Inf	0		15
Bourke (A)	Inf	1	Local	3
Brewarrina (A)				3
Brewarrina (A)		0		19
Brewarrina (A)	0	0		19
Brewarrina (A)	7875	0		4
Brewarrina (A)	15750			3
Brewarrina (A)	15750	0		13
Brewarrina (A)	21000	0		13
Brewarrina (A)	21000	1	Local	3
Brewarrina (A)	26250	0		15
Brewarrina (A)	26250	1	State territory	8
Brewarrina (A)	34125	0		35
Brewarrina (A)	34125	1	Local	8
Brewarrina (A)	34125	1	State territory	9
Brewarrina (A)	42000			3
Brewarrina (A)	42000	0		42
Brewarrina (A)	42000	1	Local	13
Brewarrina (A)	42000	1	State territory	8
Brewarrina (A)	52500	0		53
Brewarrina (A)	52500	1	Local	3
Brewarrina (A)	52500	1	State territory	14
Brewarrina (A)	65625	0		43
Brewarrina (A)	65625	1	Local	9
Brewarrina (A)	65625	1	State territory	20
Brewarrina (A)	78750	0		23
Brewarrina (A)	78750	1	State territory	13
Brewarrina (A)	91875	0		20
Brewarrina (A)	91875	1	Local	5
Brewarrina (A)	91875	1	State territory	18
Brewarrina (A)	105000	0		13
Brewarrina (A)	105000	1	Local	6
Brewarrina (A)	105000	1	State territory	9
Brewarrina (A)	157500	0		7
Brewarrina (A)	157500	1	Local	3
Brewarrina (A)	157500	1	State territory	9
Brewarrina (A)	Inf	0		9
Brewarrina (A)	Inf	1	Local	3
Broken Hill (C)				22
Broken Hill (C)		0		136
Broken Hill (C)		1	Local	7
Broken Hill (C)		1	State territory	3
Broken Hill (C)	0			4
Broken Hill (C)	0	0		29
Broken Hill (C)	7875			3
Broken Hill (C)	7875	0		219
Broken Hill (C)	7875	1	State territory	11
Broken Hill (C)	15750			4
Broken Hill (C)	15750	0		254
Broken Hill (C)	15750	1	National	4
Broken Hill (C)	15750	1	State territory	7
Broken Hill (C)	21000			13
Broken Hill (C)	21000	0		298
Broken Hill (C)	21000	1	Local	4
Broken Hill (C)	21000	1	State territory	7
Broken Hill (C)	26250			8
Broken Hill (C)	26250	0		386
Broken Hill (C)	26250	1	Local	3
Broken Hill (C)	26250	1	State territory	13
Broken Hill (C)	34125			12
Broken Hill (C)	34125	0		604
Broken Hill (C)	34125	1	Local	3
Broken Hill (C)	34125	1	National	6
Broken Hill (C)	34125	1	State territory	37
Broken Hill (C)	42000			10
Broken Hill (C)	42000	0		648
Broken Hill (C)	42000	1	Local	16
Broken Hill (C)	42000	1	National	8
Broken Hill (C)	42000	1	State territory	56
Broken Hill (C)	52500			11
Broken Hill (C)	52500	0		644
Broken Hill (C)	52500	1	Local	23
Broken Hill (C)	52500	1	National	10
Broken Hill (C)	52500	1	State territory	95
Broken Hill (C)	65625			8
Broken Hill (C)	65625	0		594
Broken Hill (C)	65625	1	Local	65
Broken Hill (C)	65625	1	National	10
Broken Hill (C)	65625	1	State territory	157
Broken Hill (C)	78750			4
Broken Hill (C)	78750	0		376
Broken Hill (C)	78750	1	Local	49
Broken Hill (C)	78750	1	National	20
Broken Hill (C)	78750	1	State territory	157
Broken Hill (C)	91875			3
Broken Hill (C)	91875	0		320
Broken Hill (C)	91875	1	Local	29
Broken Hill (C)	91875	1	National	18
Broken Hill (C)	91875	1	State territory	173
Broken Hill (C)	105000	0		300
Broken Hill (C)	105000	1	Local	21
Broken Hill (C)	105000	1	National	9
Broken Hill (C)	105000	1	State territory	145
Broken Hill (C)	157500	0		438
Broken Hill (C)	157500	1	Local	20
Broken Hill (C)	157500	1	National	10
Broken Hill (C)	157500	1	State territory	160
Broken Hill (C)	Inf	0		131
Broken Hill (C)	Inf	1	Local	3
Broken Hill (C)	Inf	1	National	4
Broken Hill (C)	Inf	1	State territory	21
Burwood (A)				43
Burwood (A)		0		153
Burwood (A)		1	National	3
Burwood (A)		1	State territory	13
Burwood (A)	0			12
Burwood (A)	0	0		105
Burwood (A)	7875			3
Burwood (A)	7875	0		620
Burwood (A)	7875	1	Local	3
Burwood (A)	7875	1	National	3
Burwood (A)	7875	1	State territory	16
Burwood (A)	15750			26
Burwood (A)	15750	0		795
Burwood (A)	15750	1	Local	4
Burwood (A)	15750	1	National	3
Burwood (A)	15750	1	State territory	15
Burwood (A)	21000			13
Burwood (A)	21000	0		858
Burwood (A)	21000	1	Local	3
Burwood (A)	21000	1	National	4
Burwood (A)	21000	1	State territory	22
Burwood (A)	26250			18
Burwood (A)	26250	0		868
Burwood (A)	26250	1	National	3
Burwood (A)	26250	1	State territory	18
Burwood (A)	34125			28
Burwood (A)	34125	0		1239
Burwood (A)	34125	1	Local	7
Burwood (A)	34125	1	National	5
Burwood (A)	34125	1	State territory	66
Burwood (A)	42000			23
Burwood (A)	42000	0		1468
Burwood (A)	42000	1	Local	14
Burwood (A)	42000	1	National	10
Burwood (A)	42000	1	State territory	103
Burwood (A)	52500			28
Burwood (A)	52500	0		1561
Burwood (A)	52500	1	Local	22
Burwood (A)	52500	1	National	19
Burwood (A)	52500	1	State territory	213
Burwood (A)	65625			36
Burwood (A)	65625	0		1570
Burwood (A)	65625	1	Local	31
Burwood (A)	65625	1	National	35
Burwood (A)	65625	1	State territory	384
Burwood (A)	78750			10
Burwood (A)	78750	0		1017
Burwood (A)	78750	1	Local	24
Burwood (A)	78750	1	National	30
Burwood (A)	78750	1	State territory	460
Burwood (A)	91875			12
Burwood (A)	91875	0		774
Burwood (A)	91875	1	Local	27
Burwood (A)	91875	1	National	22
Burwood (A)	91875	1	State territory	467
Burwood (A)	105000			8
Burwood (A)	105000	0		524
Burwood (A)	105000	1	Local	13
Burwood (A)	105000	1	National	9
Burwood (A)	105000	1	State territory	419
Burwood (A)	157500			6
Burwood (A)	157500	0		761
Burwood (A)	157500	1	Local	18
Burwood (A)	157500	1	National	11
Burwood (A)	157500	1	State territory	756
Burwood (A)	Inf			3
Burwood (A)	Inf	0		519
Burwood (A)	Inf	1	Local	3
Burwood (A)	Inf	1	National	3
Burwood (A)	Inf	1	State territory	215
Byron (A)				37
Byron (A)		0		209
Byron (A)		1	Local	3
Byron (A)		1	State territory	7
Byron (A)	0			12
Byron (A)	0	0		96
Byron (A)	7875			9
Byron (A)	7875	0		446
Byron (A)	7875	1	National	4
Byron (A)	7875	1	State territory	3
Byron (A)	15750			18
Byron (A)	15750	0		579
Byron (A)	15750	1	Local	3
Byron (A)	15750	1	National	3
Byron (A)	15750	1	State territory	10
Byron (A)	21000			20
Byron (A)	21000	0		804
Byron (A)	21000	1	National	11
Byron (A)	21000	1	State territory	20
Byron (A)	26250			17
Byron (A)	26250	0		1077
Byron (A)	26250	1	Local	4
Byron (A)	26250	1	National	5
Byron (A)	26250	1	State territory	29
Byron (A)	34125			16
Byron (A)	34125	0		1611
Byron (A)	34125	1	Local	10
Byron (A)	34125	1	National	7
Byron (A)	34125	1	State territory	43
Byron (A)	42000			24
Byron (A)	42000	0		1686
Byron (A)	42000	1	Local	26
Byron (A)	42000	1	National	10
Byron (A)	42000	1	State territory	72
Byron (A)	52500			15
Byron (A)	52500	0		1606
Byron (A)	52500	1	Local	51
Byron (A)	52500	1	National	9
Byron (A)	52500	1	State territory	57
Byron (A)	65625			17
Byron (A)	65625	0		1353
Byron (A)	65625	1	Local	58
Byron (A)	65625	1	National	19
Byron (A)	65625	1	State territory	80
Byron (A)	78750			5
Byron (A)	78750	0		744
Byron (A)	78750	1	Local	40
Byron (A)	78750	1	National	11
Byron (A)	78750	1	State territory	80
Byron (A)	91875			6
Byron (A)	91875	0		487
Byron (A)	91875	1	Local	33
Byron (A)	91875	1	National	5
Byron (A)	91875	1	State territory	92
Byron (A)	105000			3
Byron (A)	105000	0		298
Byron (A)	105000	1	Local	17
Byron (A)	105000	1	National	7
Byron (A)	105000	1	State territory	77
Byron (A)	157500			6
Byron (A)	157500	0		382
Byron (A)	157500	1	Local	20
Byron (A)	157500	1	National	3
Byron (A)	157500	1	State territory	100
Byron (A)	Inf			3
Byron (A)	Inf	0		310
Byron (A)	Inf	1	Local	4
Byron (A)	Inf	1	State territory	13
Cabonne (A)				16
Cabonne (A)		0		60
Cabonne (A)	0			7
Cabonne (A)	0	0		73
Cabonne (A)	7875			3
Cabonne (A)	7875	0		110
Cabonne (A)	7875	1	National	3
Cabonne (A)	15750			5
Cabonne (A)	15750	0		162
Cabonne (A)	15750	1	State territory	11
Cabonne (A)	21000			6
Cabonne (A)	21000	0		195
Cabonne (A)	21000	1	Local	3
Cabonne (A)	21000	1	State territory	4
Cabonne (A)	26250			3
Cabonne (A)	26250	0		258
Cabonne (A)	26250	1	Local	3
Cabonne (A)	26250	1	National	3
Cabonne (A)	26250	1	State territory	12
Cabonne (A)	34125			3
Cabonne (A)	34125	0		381
Cabonne (A)	34125	1	Local	5
Cabonne (A)	34125	1	National	7
Cabonne (A)	34125	1	State territory	29
Cabonne (A)	42000			5
Cabonne (A)	42000	0		421
Cabonne (A)	42000	1	Local	16
Cabonne (A)	42000	1	State territory	38
Cabonne (A)	52500			3
Cabonne (A)	52500	0		415
Cabonne (A)	52500	1	Local	28
Cabonne (A)	52500	1	State territory	37
Cabonne (A)	65625	0		451
Cabonne (A)	65625	1	Local	38
Cabonne (A)	65625	1	State territory	55
Cabonne (A)	78750			3
Cabonne (A)	78750	0		271
Cabonne (A)	78750	1	Local	25
Cabonne (A)	78750	1	State territory	45
Cabonne (A)	91875			4
Cabonne (A)	91875	0		260
Cabonne (A)	91875	1	Local	20
Cabonne (A)	91875	1	State territory	44
Cabonne (A)	105000	0		189
Cabonne (A)	105000	1	Local	5
Cabonne (A)	105000	1	State territory	41
Cabonne (A)	157500	0		316
Cabonne (A)	157500	1	Local	3
Cabonne (A)	157500	1	State territory	37
Cabonne (A)	Inf			3
Cabonne (A)	Inf	0		143
Cabonne (A)	Inf	1	Local	6
Cabonne (A)	Inf	1	State territory	4
Camden (A)				64
Camden (A)		0		336
Camden (A)		1	Local	6
Camden (A)		1	National	3
Camden (A)		1	State territory	14
Camden (A)	0			10
Camden (A)	0	0		164
Camden (A)	0	1	National	3
Camden (A)	7875			8
Camden (A)	7875	0		1173
Camden (A)	7875	1	National	3
Camden (A)	7875	1	State territory	3
Camden (A)	15750			19
Camden (A)	15750	0		1085
Camden (A)	15750	1	Local	6
Camden (A)	15750	1	National	6
Camden (A)	15750	1	State territory	20
Camden (A)	21000			23
Camden (A)	21000	0		1138
Camden (A)	21000	1	Local	10
Camden (A)	21000	1	National	3
Camden (A)	21000	1	State territory	17
Camden (A)	26250			27
Camden (A)	26250	0		1324
Camden (A)	26250	1	Local	8
Camden (A)	26250	1	National	11
Camden (A)	26250	1	State territory	29
Camden (A)	34125			18
Camden (A)	34125	0		2043
Camden (A)	34125	1	Local	14
Camden (A)	34125	1	National	11
Camden (A)	34125	1	State territory	65
Camden (A)	42000			34
Camden (A)	42000	0		2664
Camden (A)	42000	1	Local	39
Camden (A)	42000	1	National	24
Camden (A)	42000	1	State territory	130
Camden (A)	52500			27
Camden (A)	52500	0		2989
Camden (A)	52500	1	Local	50
Camden (A)	52500	1	National	26
Camden (A)	52500	1	State territory	171
Camden (A)	65625			27
Camden (A)	65625	0		3091
Camden (A)	65625	1	Local	59
Camden (A)	65625	1	National	58
Camden (A)	65625	1	State territory	208
Camden (A)	78750			15
Camden (A)	78750	0		1961
Camden (A)	78750	1	Local	47
Camden (A)	78750	1	National	34
Camden (A)	78750	1	State territory	210
Camden (A)	91875			11
Camden (A)	91875	0		1486
Camden (A)	91875	1	Local	62
Camden (A)	91875	1	National	28
Camden (A)	91875	1	State territory	216
Camden (A)	105000			4
Camden (A)	105000	0		903
Camden (A)	105000	1	Local	45
Camden (A)	105000	1	National	24
Camden (A)	105000	1	State territory	265
Camden (A)	157500			7
Camden (A)	157500	0		1061
Camden (A)	157500	1	Local	18
Camden (A)	157500	1	National	40
Camden (A)	157500	1	State territory	182
Camden (A)	Inf			3
Camden (A)	Inf	0		501
Camden (A)	Inf	1	Local	18
Camden (A)	Inf	1	National	10
Camden (A)	Inf	1	State territory	23
Campbelltown (C) (NSW)				164
Campbelltown (C) (NSW)		0		541
Campbelltown (C) (NSW)		1	Local	6
Campbelltown (C) (NSW)		1	National	3
Campbelltown (C) (NSW)		1	State territory	75
Campbelltown (C) (NSW)	0			28
Campbelltown (C) (NSW)	0	0		283
Campbelltown (C) (NSW)	0	1	National	5
Campbelltown (C) (NSW)	0	1	State territory	8
Campbelltown (C) (NSW)	7875			19
Campbelltown (C) (NSW)	7875	0		1799
Campbelltown (C) (NSW)	7875	1	Local	10
Campbelltown (C) (NSW)	7875	1	National	15
Campbelltown (C) (NSW)	7875	1	State territory	29
Campbelltown (C) (NSW)	15750			34
Campbelltown (C) (NSW)	15750	0		1918
Campbelltown (C) (NSW)	15750	1	Local	23
Campbelltown (C) (NSW)	15750	1	National	26
Campbelltown (C) (NSW)	15750	1	State territory	70
Campbelltown (C) (NSW)	21000			54
Campbelltown (C) (NSW)	21000	0		2123
Campbelltown (C) (NSW)	21000	1	Local	25
Campbelltown (C) (NSW)	21000	1	National	26
Campbelltown (C) (NSW)	21000	1	State territory	110
Campbelltown (C) (NSW)	26250			59
Campbelltown (C) (NSW)	26250	0		2343
Campbelltown (C) (NSW)	26250	1	Local	24
Campbelltown (C) (NSW)	26250	1	National	25
Campbelltown (C) (NSW)	26250	1	State territory	129
Campbelltown (C) (NSW)	34125			62
Campbelltown (C) (NSW)	34125	0		3886
Campbelltown (C) (NSW)	34125	1	Local	53
Campbelltown (C) (NSW)	34125	1	National	56
Campbelltown (C) (NSW)	34125	1	State territory	265
Campbelltown (C) (NSW)	42000			100
Campbelltown (C) (NSW)	42000	0		5209
Campbelltown (C) (NSW)	42000	1	Local	64
Campbelltown (C) (NSW)	42000	1	National	63
Campbelltown (C) (NSW)	42000	1	State territory	425
Campbelltown (C) (NSW)	52500			85
Campbelltown (C) (NSW)	52500	0		6013
Campbelltown (C) (NSW)	52500	1	Local	113
Campbelltown (C) (NSW)	52500	1	National	77
Campbelltown (C) (NSW)	52500	1	State territory	669
Campbelltown (C) (NSW)	65625			74
Campbelltown (C) (NSW)	65625	0		5493
Campbelltown (C) (NSW)	65625	1	Local	162
Campbelltown (C) (NSW)	65625	1	National	148
Campbelltown (C) (NSW)	65625	1	State territory	851
Campbelltown (C) (NSW)	78750			34
Campbelltown (C) (NSW)	78750	0		3252
Campbelltown (C) (NSW)	78750	1	Local	82
Campbelltown (C) (NSW)	78750	1	National	169
Campbelltown (C) (NSW)	78750	1	State territory	845
Campbelltown (C) (NSW)	91875			16
Campbelltown (C) (NSW)	91875	0		2410
Campbelltown (C) (NSW)	91875	1	Local	59
Campbelltown (C) (NSW)	91875	1	National	119
Campbelltown (C) (NSW)	91875	1	State territory	903
Campbelltown (C) (NSW)	105000			20
Campbelltown (C) (NSW)	105000	0		1477
Campbelltown (C) (NSW)	105000	1	Local	39
Campbelltown (C) (NSW)	105000	1	National	73
Campbelltown (C) (NSW)	105000	1	State territory	820
Campbelltown (C) (NSW)	157500			10
Campbelltown (C) (NSW)	157500	0		1855
Campbelltown (C) (NSW)	157500	1	Local	55
Campbelltown (C) (NSW)	157500	1	National	131
Campbelltown (C) (NSW)	157500	1	State territory	789
Campbelltown (C) (NSW)	Inf			19
Campbelltown (C) (NSW)	Inf	0		906
Campbelltown (C) (NSW)	Inf	1	Local	12
Campbelltown (C) (NSW)	Inf	1	National	27
Campbelltown (C) (NSW)	Inf	1	State territory	130
Canada Bay (A)				75
Canada Bay (A)		0		373
Canada Bay (A)		1	Local	3
Canada Bay (A)		1	State territory	30
Canada Bay (A)	0			11
Canada Bay (A)	0	0		211
Canada Bay (A)	0	1	State territory	8
Canada Bay (A)	7875			15
Canada Bay (A)	7875	0		873
Canada Bay (A)	7875	1	Local	9
Canada Bay (A)	7875	1	National	3
Canada Bay (A)	7875	1	State territory	23
Canada Bay (A)	15750			30
Canada Bay (A)	15750	0		1104
Canada Bay (A)	15750	1	Local	3
Canada Bay (A)	15750	1	National	3
Canada Bay (A)	15750	1	State territory	29
Canada Bay (A)	21000			32
Canada Bay (A)	21000	0		1213
Canada Bay (A)	21000	1	Local	4
Canada Bay (A)	21000	1	National	7
Canada Bay (A)	21000	1	State territory	39
Canada Bay (A)	26250			41
Canada Bay (A)	26250	0		1419
Canada Bay (A)	26250	1	Local	6
Canada Bay (A)	26250	1	National	13
Canada Bay (A)	26250	1	State territory	65
Canada Bay (A)	34125			45
Canada Bay (A)	34125	0		2056
Canada Bay (A)	34125	1	Local	6
Canada Bay (A)	34125	1	National	11
Canada Bay (A)	34125	1	State territory	107
Canada Bay (A)	42000			51
Canada Bay (A)	42000	0		2486
Canada Bay (A)	42000	1	Local	17
Canada Bay (A)	42000	1	National	5
Canada Bay (A)	42000	1	State territory	211
Canada Bay (A)	52500			53
Canada Bay (A)	52500	0		3488
Canada Bay (A)	52500	1	Local	36
Canada Bay (A)	52500	1	National	12
Canada Bay (A)	52500	1	State territory	397
Canada Bay (A)	65625			50
Canada Bay (A)	65625	0		3967
Canada Bay (A)	65625	1	Local	64
Canada Bay (A)	65625	1	National	19
Canada Bay (A)	65625	1	State territory	663
Canada Bay (A)	78750			34
Canada Bay (A)	78750	0		2628
Canada Bay (A)	78750	1	Local	56
Canada Bay (A)	78750	1	National	15
Canada Bay (A)	78750	1	State territory	510
Canada Bay (A)	91875			11
Canada Bay (A)	91875	0		2336
Canada Bay (A)	91875	1	Local	45
Canada Bay (A)	91875	1	National	10
Canada Bay (A)	91875	1	State territory	509
Canada Bay (A)	105000			16
Canada Bay (A)	105000	0		1563
Canada Bay (A)	105000	1	Local	28
Canada Bay (A)	105000	1	National	9
Canada Bay (A)	105000	1	State territory	388
Canada Bay (A)	157500			14
Canada Bay (A)	157500	0		3075
Canada Bay (A)	157500	1	Local	26
Canada Bay (A)	157500	1	National	10
Canada Bay (A)	157500	1	State territory	432
Canada Bay (A)	Inf			7
Canada Bay (A)	Inf	0		2281
Canada Bay (A)	Inf	1	Local	11
Canada Bay (A)	Inf	1	National	14
Canada Bay (A)	Inf	1	State territory	186
Canterbury-Bankstown (A)				332
Canterbury-Bankstown (A)		0		1136
Canterbury-Bankstown (A)		1	Local	15
Canterbury-Bankstown (A)		1	National	17
Canterbury-Bankstown (A)		1	State territory	94
Canterbury-Bankstown (A)	0			83
Canterbury-Bankstown (A)	0	0		639
Canterbury-Bankstown (A)	0	1	Local	3
Canterbury-Bankstown (A)	0	1	National	10
Canterbury-Bankstown (A)	0	1	State territory	19
Canterbury-Bankstown (A)	7875			50
Canterbury-Bankstown (A)	7875	0		2528
Canterbury-Bankstown (A)	7875	1	Local	21
Canterbury-Bankstown (A)	7875	1	National	17
Canterbury-Bankstown (A)	7875	1	State territory	40
Canterbury-Bankstown (A)	15750			75
Canterbury-Bankstown (A)	15750	0		3754
Canterbury-Bankstown (A)	15750	1	Local	25
Canterbury-Bankstown (A)	15750	1	National	28
Canterbury-Bankstown (A)	15750	1	State territory	107
Canterbury-Bankstown (A)	21000			146
Canterbury-Bankstown (A)	21000	0		4490
Canterbury-Bankstown (A)	21000	1	Local	30
Canterbury-Bankstown (A)	21000	1	National	22
Canterbury-Bankstown (A)	21000	1	State territory	135
Canterbury-Bankstown (A)	26250			125
Canterbury-Bankstown (A)	26250	0		5301
Canterbury-Bankstown (A)	26250	1	Local	19
Canterbury-Bankstown (A)	26250	1	National	55
Canterbury-Bankstown (A)	26250	1	State territory	184
Canterbury-Bankstown (A)	34125			195
Canterbury-Bankstown (A)	34125	0		8391
Canterbury-Bankstown (A)	34125	1	Local	45
Canterbury-Bankstown (A)	34125	1	National	96
Canterbury-Bankstown (A)	34125	1	State territory	400
Canterbury-Bankstown (A)	42000			236
Canterbury-Bankstown (A)	42000	0		11055
Canterbury-Bankstown (A)	42000	1	Local	66
Canterbury-Bankstown (A)	42000	1	National	186
Canterbury-Bankstown (A)	42000	1	State territory	555
Canterbury-Bankstown (A)	52500			199
Canterbury-Bankstown (A)	52500	0		11811
Canterbury-Bankstown (A)	52500	1	Local	183
