STE_NAME16	HoursWorked.min	IndustryOfEmployment	Sex	workers
Australian Capital Territory	35	Retail trade	F	1484
Australian Capital Territory	35	Retail trade	M	1482
Australian Capital Territory	35	Transport postal and warehousing	F	357
Australian Capital Territory	35	Transport postal and warehousing	M	766
Australian Capital Territory	35	Wholesale trade	F	130
Australian Capital Territory	35	Wholesale trade	M	371
Australian Capital Territory	40		F	296
Australian Capital Territory	40		M	718
Australian Capital Territory	40	Accommodation and food services	F	549
Australian Capital Territory	40	Accommodation and food services	M	798
Australian Capital Territory	40	Administrative and support services	F	451
Australian Capital Territory	40	Administrative and support services	M	569
Australian Capital Territory	40	Agriculture forestry and fishing	F	26
Australian Capital Territory	40	Agriculture forestry and fishing	M	63
Australian Capital Territory	40	Arts and recreation services	F	206
Australian Capital Territory	40	Arts and recreation services	M	270
Australian Capital Territory	40	Construction	F	284
Australian Capital Territory	40	Construction	M	3589
Australian Capital Territory	40	Education and training	F	1832
Australian Capital Territory	40	Education and training	M	1338
Australian Capital Territory	40	Electricity gas water and waste services	F	110
Australian Capital Territory	40	Electricity gas water and waste services	M	320
Australian Capital Territory	40	Financial and insurance services	F	399
Australian Capital Territory	40	Financial and insurance services	M	421
Australian Capital Territory	40	Health care and social assistance	F	2497
Australian Capital Territory	40	Health care and social assistance	M	1041
Australian Capital Territory	40	Information media and telecommunications	F	285
Australian Capital Territory	40	Information media and telecommunications	M	708
Australian Capital Territory	40	Manufacturing	F	150
Australian Capital Territory	40	Manufacturing	M	649
Australian Capital Territory	40	Mining	F	3
Australian Capital Territory	40	Mining	M	8
Australian Capital Territory	40	Other services	F	452
Australian Capital Territory	40	Other services	M	695
Australian Capital Territory	40	Professional scientific and technical services	F	1930
Australian Capital Territory	40	Professional scientific and technical services	M	4064
Australian Capital Territory	40	Public administration and safety	F	7756
Australian Capital Territory	40	Public administration and safety	M	9960
Australian Capital Territory	40	Rental hiring and real estate services	F	372
Australian Capital Territory	40	Rental hiring and real estate services	M	328
Australian Capital Territory	40	Retail trade	F	605
Australian Capital Territory	40	Retail trade	M	968
Australian Capital Territory	40	Transport postal and warehousing	F	219
Australian Capital Territory	40	Transport postal and warehousing	M	872
Australian Capital Territory	40	Wholesale trade	F	116
Australian Capital Territory	40	Wholesale trade	M	448
Australian Capital Territory	41		F	118
Australian Capital Territory	41		M	276
Australian Capital Territory	41	Accommodation and food services	F	308
Australian Capital Territory	41	Accommodation and food services	M	473
Australian Capital Territory	41	Administrative and support services	F	171
Australian Capital Territory	41	Administrative and support services	M	237
Australian Capital Territory	41	Agriculture forestry and fishing	F	13
Australian Capital Territory	41	Agriculture forestry and fishing	M	31
Australian Capital Territory	41	Arts and recreation services	F	132
Australian Capital Territory	41	Arts and recreation services	M	142
Australian Capital Territory	41	Construction	F	100
Australian Capital Territory	41	Construction	M	1626
Australian Capital Territory	41	Education and training	F	1280
Australian Capital Territory	41	Education and training	M	691
Australian Capital Territory	41	Electricity gas water and waste services	F	45
Australian Capital Territory	41	Electricity gas water and waste services	M	168
Australian Capital Territory	41	Financial and insurance services	F	179
Australian Capital Territory	41	Financial and insurance services	M	227
Australian Capital Territory	41	Health care and social assistance	F	979
Australian Capital Territory	41	Health care and social assistance	M	450
Australian Capital Territory	41	Information media and telecommunications	F	168
Australian Capital Territory	41	Information media and telecommunications	M	307
Australian Capital Territory	41	Manufacturing	F	63
Australian Capital Territory	41	Manufacturing	M	379
Australian Capital Territory	41	Mining	M	10
Australian Capital Territory	41	Other services	F	252
Australian Capital Territory	41	Other services	M	443
Australian Capital Territory	41	Professional scientific and technical services	F	877
Australian Capital Territory	41	Professional scientific and technical services	M	1754
Australian Capital Territory	41	Public administration and safety	F	4226
Australian Capital Territory	41	Public administration and safety	M	5406
Australian Capital Territory	41	Rental hiring and real estate services	F	164
Australian Capital Territory	41	Rental hiring and real estate services	M	200
Australian Capital Territory	41	Retail trade	F	366
Australian Capital Territory	41	Retail trade	M	743
Australian Capital Territory	41	Transport postal and warehousing	F	92
Australian Capital Territory	41	Transport postal and warehousing	M	558
Australian Capital Territory	41	Wholesale trade	F	46
Australian Capital Territory	41	Wholesale trade	M	255
Australian Capital Territory	49		F	151
Australian Capital Territory	49		M	494
Australian Capital Territory	49	Accommodation and food services	F	385
Australian Capital Territory	49	Accommodation and food services	M	989
Australian Capital Territory	49	Administrative and support services	F	205
Australian Capital Territory	49	Administrative and support services	M	371
Australian Capital Territory	49	Agriculture forestry and fishing	F	12
Australian Capital Territory	49	Agriculture forestry and fishing	M	59
Australian Capital Territory	49	Arts and recreation services	F	145
Australian Capital Territory	49	Arts and recreation services	M	246
Australian Capital Territory	49	Construction	F	132
Australian Capital Territory	49	Construction	M	2999
Australian Capital Territory	49	Education and training	F	1812
Australian Capital Territory	49	Education and training	M	1301
Australian Capital Territory	49	Electricity gas water and waste services	F	43
Australian Capital Territory	49	Electricity gas water and waste services	M	198
Australian Capital Territory	49	Financial and insurance services	F	152
Australian Capital Territory	49	Financial and insurance services	M	318
Australian Capital Territory	49	Health care and social assistance	F	1216
Australian Capital Territory	49	Health care and social assistance	M	819
Australian Capital Territory	49	Information media and telecommunications	F	134
Australian Capital Territory	49	Information media and telecommunications	M	357
Australian Capital Territory	49	Manufacturing	F	92
Australian Capital Territory	49	Manufacturing	M	502
Australian Capital Territory	49	Mining	M	22
Australian Capital Territory	49	Other services	F	238
Australian Capital Territory	49	Other services	M	720
Australian Capital Territory	49	Professional scientific and technical services	F	989
Australian Capital Territory	49	Professional scientific and technical services	M	2394
Australian Capital Territory	49	Public administration and safety	F	3504
Australian Capital Territory	49	Public administration and safety	M	5813
Australian Capital Territory	49	Rental hiring and real estate services	F	161
Australian Capital Territory	49	Rental hiring and real estate services	M	396
Australian Capital Territory	49	Retail trade	F	411
Australian Capital Territory	49	Retail trade	M	1052
Australian Capital Territory	49	Transport postal and warehousing	F	78
Australian Capital Territory	49	Transport postal and warehousing	M	846
Australian Capital Territory	49	Wholesale trade	F	75
Australian Capital Territory	49	Wholesale trade	M	372
Other Territories			F	20
Other Territories			M	20
Other Territories		Accommodation and food services	F	5
Other Territories		Accommodation and food services	M	3
Other Territories		Administrative and support services	F	6
Other Territories		Manufacturing	F	3
Other Territories		Mining	M	8
Other Territories		Other services	F	3
Other Territories		Public administration and safety	M	4
Other Territories		Retail trade	M	4
Other Territories		Transport postal and warehousing	M	3
Other Territories	0		F	4
Other Territories	0		M	8
Other Territories	0	Accommodation and food services	F	14
Other Territories	0	Accommodation and food services	M	3
Other Territories	0	Administrative and support services	F	5
Other Territories	0	Arts and recreation services	M	3
Other Territories	0	Construction	F	3
Other Territories	0	Construction	M	7
Other Territories	0	Education and training	F	9
Other Territories	0	Education and training	M	3
Other Territories	0	Financial and insurance services	F	4
Other Territories	0	Health care and social assistance	F	9
Other Territories	0	Health care and social assistance	M	3
Other Territories	0	Manufacturing	M	3
Other Territories	0	Mining	M	27
Other Territories	0	Other services	M	3
Other Territories	0	Professional scientific and technical services	M	5
Other Territories	0	Public administration and safety	F	17
Other Territories	0	Public administration and safety	M	25
Other Territories	0	Retail trade	F	3
Other Territories	0	Retail trade	M	3
Other Territories	0	Transport postal and warehousing	M	16
Other Territories	0	Wholesale trade	F	4
Other Territories	0	Wholesale trade	M	3
Other Territories	1		F	7
Other Territories	1		M	10
Other Territories	1	Accommodation and food services	F	29
Other Territories	1	Accommodation and food services	M	15
Other Territories	1	Administrative and support services	F	14
Other Territories	1	Administrative and support services	M	4
Other Territories	1	Agriculture forestry and fishing	M	3
Other Territories	1	Arts and recreation services	F	3
Other Territories	1	Arts and recreation services	M	3
Other Territories	1	Construction	F	3
Other Territories	1	Construction	M	6
Other Territories	1	Education and training	F	15
Other Territories	1	Education and training	M	3
Other Territories	1	Electricity gas water and waste services	M	3
Other Territories	1	Health care and social assistance	F	13
Other Territories	1	Health care and social assistance	M	6
Other Territories	1	Information media and telecommunications	F	7
Other Territories	1	Information media and telecommunications	M	3
Other Territories	1	Manufacturing	F	5
Other Territories	1	Manufacturing	M	4
Other Territories	1	Mining	M	12
Other Territories	1	Other services	F	3
Other Territories	1	Professional scientific and technical services	F	5
Other Territories	1	Public administration and safety	F	9
Other Territories	1	Public administration and safety	M	9
Other Territories	1	Rental hiring and real estate services	F	7
Other Territories	1	Retail trade	F	17
Other Territories	1	Retail trade	M	11
Other Territories	1	Transport postal and warehousing	F	6
Other Territories	1	Transport postal and warehousing	M	9
Other Territories	16		F	3
Other Territories	16		M	6
Other Territories	16	Accommodation and food services	F	26
Other Territories	16	Accommodation and food services	M	15
Other Territories	16	Administrative and support services	F	12
Other Territories	16	Administrative and support services	M	4
Other Territories	16	Agriculture forestry and fishing	M	4
Other Territories	16	Arts and recreation services	F	9
Other Territories	16	Arts and recreation services	M	4
Other Territories	16	Construction	M	4
Other Territories	16	Education and training	F	16
Other Territories	16	Financial and insurance services	F	3
Other Territories	16	Health care and social assistance	F	5
Other Territories	16	Manufacturing	F	6
Other Territories	16	Mining	M	3
Other Territories	16	Other services	F	4
Other Territories	16	Professional scientific and technical services	F	3
Other Territories	16	Public administration and safety	F	14
Other Territories	16	Public administration and safety	M	11
Other Territories	16	Rental hiring and real estate services	M	3
Other Territories	16	Retail trade	F	16
Other Territories	16	Retail trade	M	4
Other Territories	16	Transport postal and warehousing	F	4
Other Territories	16	Transport postal and warehousing	M	9
Other Territories	25		F	4
Other Territories	25		M	4
Other Territories	25	Accommodation and food services	F	24
Other Territories	25	Accommodation and food services	M	12
Other Territories	25	Administrative and support services	F	21
Other Territories	25	Administrative and support services	M	15
Other Territories	25	Agriculture forestry and fishing	M	6
Other Territories	25	Arts and recreation services	F	4
Other Territories	25	Arts and recreation services	M	4
Other Territories	25	Construction	M	18
Other Territories	25	Education and training	F	23
Other Territories	25	Education and training	M	8
Other Territories	25	Financial and insurance services	F	3
Other Territories	25	Health care and social assistance	F	16
Other Territories	25	Mining	M	3
Other Territories	25	Other services	F	7
Other Territories	25	Other services	M	4
Other Territories	25	Professional scientific and technical services	F	6
Other Territories	25	Public administration and safety	F	11
Other Territories	25	Public administration and safety	M	6
Other Territories	25	Rental hiring and real estate services	F	4
Other Territories	25	Retail trade	F	23
Other Territories	25	Retail trade	M	4
Other Territories	25	Transport postal and warehousing	F	5
Other Territories	25	Transport postal and warehousing	M	12
Other Territories	35		F	13
Other Territories	35		M	11
Other Territories	35	Accommodation and food services	F	38
Other Territories	35	Accommodation and food services	M	22
Other Territories	35	Administrative and support services	F	26
Other Territories	35	Administrative and support services	M	20
Other Territories	35	Agriculture forestry and fishing	F	3
Other Territories	35	Agriculture forestry and fishing	M	4
Other Territories	35	Arts and recreation services	F	3
Other Territories	35	Arts and recreation services	M	23
Other Territories	35	Construction	M	32
Other Territories	35	Education and training	F	28
Other Territories	35	Education and training	M	11
Other Territories	35	Electricity gas water and waste services	F	4
Other Territories	35	Electricity gas water and waste services	M	10
Other Territories	35	Financial and insurance services	F	8
Other Territories	35	Health care and social assistance	F	29
Other Territories	35	Health care and social assistance	M	6
Other Territories	35	Information media and telecommunications	M	8
Other Territories	35	Manufacturing	F	4
Other Territories	35	Manufacturing	M	5
Other Territories	35	Mining	F	16
Other Territories	35	Mining	M	44
Other Territories	35	Other services	F	3
Other Territories	35	Other services	M	6
Other Territories	35	Professional scientific and technical services	F	10
Other Territories	35	Professional scientific and technical services	M	10
Other Territories	35	Public administration and safety	F	67
Other Territories	35	Public administration and safety	M	90
Other Territories	35	Rental hiring and real estate services	M	3
Other Territories	35	Retail trade	F	26
Other Territories	35	Retail trade	M	13
Other Territories	35	Transport postal and warehousing	F	7
Other Territories	35	Transport postal and warehousing	M	14
Other Territories	40		F	7
Other Territories	40		M	23
Other Territories	40	Accommodation and food services	F	15
Other Territories	40	Accommodation and food services	M	9
Other Territories	40	Administrative and support services	F	3
Other Territories	40	Administrative and support services	M	15
Other Territories	40	Agriculture forestry and fishing	M	3
Other Territories	40	Arts and recreation services	F	7
Other Territories	40	Arts and recreation services	M	3
Other Territories	40	Construction	F	3
Other Territories	40	Construction	M	35
Other Territories	40	Education and training	F	25
Other Territories	40	Education and training	M	13
Other Territories	40	Electricity gas water and waste services	M	14
Other Territories	40	Health care and social assistance	F	24
Other Territories	40	Health care and social assistance	M	7
Other Territories	40	Manufacturing	F	3
Other Territories	40	Manufacturing	M	3
Other Territories	40	Mining	M	15
Other Territories	40	Other services	F	4
Other Territories	40	Other services	M	7
Other Territories	40	Professional scientific and technical services	F	5
Other Territories	40	Professional scientific and technical services	M	16
Other Territories	40	Public administration and safety	F	26
Other Territories	40	Public administration and safety	M	64
Other Territories	40	Rental hiring and real estate services	F	4
Other Territories	40	Rental hiring and real estate services	M	4
Other Territories	40	Retail trade	F	7
Other Territories	40	Retail trade	M	13
Other Territories	40	Transport postal and warehousing	F	3
Other Territories	40	Transport postal and warehousing	M	22
Other Territories	40	Wholesale trade	F	3
Other Territories	40	Wholesale trade	M	3
Other Territories	41		M	4
Other Territories	41	Accommodation and food services	F	8
Other Territories	41	Accommodation and food services	M	9
Other Territories	41	Administrative and support services	F	5
Other Territories	41	Administrative and support services	M	3
Other Territories	41	Agriculture forestry and fishing	M	3
Other Territories	41	Arts and recreation services	F	7
Other Territories	41	Arts and recreation services	M	4
Other Territories	41	Construction	M	27
Other Territories	41	Education and training	F	6
Other Territories	41	Education and training	M	7
Other Territories	41	Electricity gas water and waste services	M	3
Other Territories	41	Health care and social assistance	F	3
Other Territories	41	Manufacturing	M	4
Other Territories	41	Mining	M	29
Other Territories	41	Other services	M	4
Other Territories	41	Professional scientific and technical services	F	3
Other Territories	41	Professional scientific and technical services	M	5
Other Territories	41	Public administration and safety	F	41
Other Territories	41	Public administration and safety	M	100
Other Territories	41	Retail trade	F	10
Other Territories	41	Retail trade	M	14
Other Territories	41	Transport postal and warehousing	F	3
Other Territories	41	Transport postal and warehousing	M	9
Other Territories	41	Wholesale trade	M	10
Other Territories	49		F	6
Other Territories	49		M	20
Other Territories	49	Accommodation and food services	F	14
Other Territories	49	Accommodation and food services	M	17
Other Territories	49	Administrative and support services	F	6
Other Territories	49	Administrative and support services	M	5
Other Territories	49	Agriculture forestry and fishing	F	3
Other Territories	49	Agriculture forestry and fishing	M	9
Other Territories	49	Construction	M	36
Other Territories	49	Education and training	F	17
Other Territories	49	Education and training	M	8
Other Territories	49	Electricity gas water and waste services	M	11
Other Territories	49	Health care and social assistance	F	8
Other Territories	49	Manufacturing	M	7
Other Territories	49	Mining	M	49
Other Territories	49	Other services	M	10
Other Territories	49	Professional scientific and technical services	F	3
Other Territories	49	Professional scientific and technical services	M	7
Other Territories	49	Public administration and safety	F	46
Other Territories	49	Public administration and safety	M	153
Other Territories	49	Rental hiring and real estate services	M	6
Other Territories	49	Retail trade	F	9
Other Territories	49	Retail trade	M	17
Other Territories	49	Transport postal and warehousing	F	3
Other Territories	49	Transport postal and warehousing	M	15
Other Territories	49	Wholesale trade	M	5
