STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
New South Wales	35	21000	Community and personal service workers	942
New South Wales	35	21000	Labourers	842
New South Wales	35	21000	Machinery operators and drivers	444
New South Wales	35	21000	Managers	514
New South Wales	35	21000	Professionals	559
New South Wales	35	21000	Sales workers	750
New South Wales	35	21000	Technicians and trades workers	2077
New South Wales	35	26250		167
New South Wales	35	26250	Clerical and administrative workers	1408
New South Wales	35	26250	Community and personal service workers	1653
New South Wales	35	26250	Labourers	1741
New South Wales	35	26250	Machinery operators and drivers	864
New South Wales	35	26250	Managers	734
New South Wales	35	26250	Professionals	881
New South Wales	35	26250	Sales workers	1479
New South Wales	35	26250	Technicians and trades workers	4465
New South Wales	35	34125		544
New South Wales	35	34125	Clerical and administrative workers	4936
New South Wales	35	34125	Community and personal service workers	5160
New South Wales	35	34125	Labourers	7196
New South Wales	35	34125	Machinery operators and drivers	3280
New South Wales	35	34125	Managers	1990
New South Wales	35	34125	Professionals	2298
New South Wales	35	34125	Sales workers	5285
New South Wales	35	34125	Technicians and trades workers	7855
New South Wales	35	42000		1261
New South Wales	35	42000	Clerical and administrative workers	15563
New South Wales	35	42000	Community and personal service workers	11822
New South Wales	35	42000	Labourers	15904
New South Wales	35	42000	Machinery operators and drivers	10442
New South Wales	35	42000	Managers	5310
New South Wales	35	42000	Professionals	5996
New South Wales	35	42000	Sales workers	12963
New South Wales	35	42000	Technicians and trades workers	13976
New South Wales	35	52500		1685
New South Wales	35	52500	Clerical and administrative workers	27430
New South Wales	35	52500	Community and personal service workers	13565
New South Wales	35	52500	Labourers	14336
New South Wales	35	52500	Machinery operators and drivers	13170
New South Wales	35	52500	Managers	9241
New South Wales	35	52500	Professionals	12758
New South Wales	35	52500	Sales workers	11878
New South Wales	35	52500	Technicians and trades workers	18785
New South Wales	35	65625		1761
New South Wales	35	65625	Clerical and administrative workers	31874
New South Wales	35	65625	Community and personal service workers	9968
New South Wales	35	65625	Labourers	7169
New South Wales	35	65625	Machinery operators and drivers	9017
New South Wales	35	65625	Managers	10322
New South Wales	35	65625	Professionals	23935
New South Wales	35	65625	Sales workers	6631
New South Wales	35	65625	Technicians and trades workers	18026
New South Wales	35	78750		1092
New South Wales	35	78750	Clerical and administrative workers	18902
New South Wales	35	78750	Community and personal service workers	4678
New South Wales	35	78750	Labourers	2713
New South Wales	35	78750	Machinery operators and drivers	3761
New South Wales	35	78750	Managers	7565
New South Wales	35	78750	Professionals	23650
New South Wales	35	78750	Sales workers	3127
New South Wales	35	78750	Technicians and trades workers	10074
New South Wales	35	91875		798
New South Wales	35	91875	Clerical and administrative workers	10559
New South Wales	35	91875	Community and personal service workers	3388
New South Wales	35	91875	Labourers	1310
New South Wales	35	91875	Machinery operators and drivers	2004
New South Wales	35	91875	Managers	6908
New South Wales	35	91875	Professionals	24166
New South Wales	35	91875	Sales workers	1951
New South Wales	35	91875	Technicians and trades workers	6797
New South Wales	35	105000		483
New South Wales	35	105000	Clerical and administrative workers	4532
New South Wales	35	105000	Community and personal service workers	2920
New South Wales	35	105000	Labourers	554
New South Wales	35	105000	Machinery operators and drivers	1170
New South Wales	35	105000	Managers	5313
New South Wales	35	105000	Professionals	19553
New South Wales	35	105000	Sales workers	967
New South Wales	35	105000	Technicians and trades workers	3669
New South Wales	35	157500		432
New South Wales	35	157500	Clerical and administrative workers	4273
New South Wales	35	157500	Community and personal service workers	3021
New South Wales	35	157500	Labourers	412
New South Wales	35	157500	Machinery operators and drivers	1664
New South Wales	35	157500	Managers	10300
New South Wales	35	157500	Professionals	22960
New South Wales	35	157500	Sales workers	1141
New South Wales	35	157500	Technicians and trades workers	3492
New South Wales	35	Inf		152
New South Wales	35	Inf	Clerical and administrative workers	1031
New South Wales	35	Inf	Community and personal service workers	314
New South Wales	35	Inf	Labourers	145
New South Wales	35	Inf	Machinery operators and drivers	278
New South Wales	35	Inf	Managers	4284
New South Wales	35	Inf	Professionals	6309
New South Wales	35	Inf	Sales workers	486
New South Wales	35	Inf	Technicians and trades workers	795
New South Wales	40			668
New South Wales	40		Clerical and administrative workers	1032
New South Wales	40		Community and personal service workers	511
New South Wales	40		Labourers	663
New South Wales	40		Machinery operators and drivers	610
New South Wales	40		Managers	1229
New South Wales	40		Professionals	1743
New South Wales	40		Sales workers	495
New South Wales	40		Technicians and trades workers	1644
New South Wales	40	0		156
New South Wales	40	0	Clerical and administrative workers	220
New South Wales	40	0	Community and personal service workers	126
New South Wales	40	0	Labourers	175
New South Wales	40	0	Machinery operators and drivers	100
New South Wales	40	0	Managers	751
New South Wales	40	0	Professionals	410
New South Wales	40	0	Sales workers	185
New South Wales	40	0	Technicians and trades workers	342
New South Wales	40	7875		48
New South Wales	40	7875	Clerical and administrative workers	150
New South Wales	40	7875	Community and personal service workers	107
New South Wales	40	7875	Labourers	155
New South Wales	40	7875	Machinery operators and drivers	72
New South Wales	40	7875	Managers	329
New South Wales	40	7875	Professionals	297
New South Wales	40	7875	Sales workers	131
New South Wales	40	7875	Technicians and trades workers	228
New South Wales	40	15750		69
New South Wales	40	15750	Clerical and administrative workers	271
New South Wales	40	15750	Community and personal service workers	325
New South Wales	40	15750	Labourers	361
New South Wales	40	15750	Machinery operators and drivers	155
New South Wales	40	15750	Managers	629
New South Wales	40	15750	Professionals	500
New South Wales	40	15750	Sales workers	219
New South Wales	40	15750	Technicians and trades workers	631
New South Wales	40	21000		122
New South Wales	40	21000	Clerical and administrative workers	538
New South Wales	40	21000	Community and personal service workers	690
New South Wales	40	21000	Labourers	672
New South Wales	40	21000	Machinery operators and drivers	460
New South Wales	40	21000	Managers	1000
New South Wales	40	21000	Professionals	735
New South Wales	40	21000	Sales workers	528
New South Wales	40	21000	Technicians and trades workers	1961
New South Wales	40	26250		179
New South Wales	40	26250	Clerical and administrative workers	960
New South Wales	40	26250	Community and personal service workers	1157
New South Wales	40	26250	Labourers	1228
New South Wales	40	26250	Machinery operators and drivers	842
New South Wales	40	26250	Managers	1305
New South Wales	40	26250	Professionals	1115
New South Wales	40	26250	Sales workers	873
New South Wales	40	26250	Technicians and trades workers	4625
New South Wales	40	34125		437
New South Wales	40	34125	Clerical and administrative workers	2945
New South Wales	40	34125	Community and personal service workers	2892
New South Wales	40	34125	Labourers	3786
New South Wales	40	34125	Machinery operators and drivers	2174
New South Wales	40	34125	Managers	2770
New South Wales	40	34125	Professionals	2481
New South Wales	40	34125	Sales workers	2234
New South Wales	40	34125	Technicians and trades workers	8224
New South Wales	40	42000		811
New South Wales	40	42000	Clerical and administrative workers	8223
New South Wales	40	42000	Community and personal service workers	5912
New South Wales	40	42000	Labourers	8997
New South Wales	40	42000	Machinery operators and drivers	5680
New South Wales	40	42000	Managers	5202
New South Wales	40	42000	Professionals	5233
New South Wales	40	42000	Sales workers	5219
New South Wales	40	42000	Technicians and trades workers	12188
New South Wales	40	52500		1393
New South Wales	40	52500	Clerical and administrative workers	17056
New South Wales	40	52500	Community and personal service workers	8648
New South Wales	40	52500	Labourers	11729
New South Wales	40	52500	Machinery operators and drivers	9856
New South Wales	40	52500	Managers	9540
New South Wales	40	52500	Professionals	12108
New South Wales	40	52500	Sales workers	7501
New South Wales	40	52500	Technicians and trades workers	19299
New South Wales	40	65625		1570
New South Wales	40	65625	Clerical and administrative workers	21907
New South Wales	40	65625	Community and personal service workers	7790
New South Wales	40	65625	Labourers	8327
New South Wales	40	65625	Machinery operators and drivers	8852
New South Wales	40	65625	Managers	13529
New South Wales	40	65625	Professionals	25117
New South Wales	40	65625	Sales workers	7165
New South Wales	40	65625	Technicians and trades workers	23425
New South Wales	40	78750		1175
New South Wales	40	78750	Clerical and administrative workers	13576
New South Wales	40	78750	Community and personal service workers	3914
New South Wales	40	78750	Labourers	3716
New South Wales	40	78750	Machinery operators and drivers	4475
New South Wales	40	78750	Managers	10763
New South Wales	40	78750	Professionals	27405
New South Wales	40	78750	Sales workers	4527
New South Wales	40	78750	Technicians and trades workers	15090
New South Wales	40	91875		970
New South Wales	40	91875	Clerical and administrative workers	9245
New South Wales	40	91875	Community and personal service workers	2807
New South Wales	40	91875	Labourers	2138
New South Wales	40	91875	Machinery operators and drivers	2532
New South Wales	40	91875	Managers	11184
New South Wales	40	91875	Professionals	31783
New South Wales	40	91875	Sales workers	3316
New South Wales	40	91875	Technicians and trades workers	10755
New South Wales	40	105000		584
New South Wales	40	105000	Clerical and administrative workers	4747
