STE_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
New South Wales	Inf	Managers			122
New South Wales	Inf	Managers	0		68240
New South Wales	Inf	Managers	1	Local	824
New South Wales	Inf	Managers	1	National	2598
New South Wales	Inf	Managers	1	State territory	5041
New South Wales	Inf	Professionals			175
New South Wales	Inf	Professionals	0		70416
New South Wales	Inf	Professionals	1	Local	258
New South Wales	Inf	Professionals	1	National	4003
New South Wales	Inf	Professionals	1	State territory	7167
New South Wales	Inf	Sales workers			18
New South Wales	Inf	Sales workers	0		7184
New South Wales	Inf	Sales workers	1	Local	5
New South Wales	Inf	Sales workers	1	National	25
New South Wales	Inf	Sales workers	1	State territory	40
New South Wales	Inf	Technicians and trades workers			44
New South Wales	Inf	Technicians and trades workers	0		6829
New South Wales	Inf	Technicians and trades workers	1	Local	28
New South Wales	Inf	Technicians and trades workers	1	National	87
New South Wales	Inf	Technicians and trades workers	1	State territory	289
Victoria					4845
Victoria			0		1790
Victoria			1	Local	14
Victoria			1	National	34
Victoria			1	State territory	60
Victoria		Clerical and administrative workers			310
Victoria		Clerical and administrative workers	0		3994
Victoria		Clerical and administrative workers	1	Local	79
Victoria		Clerical and administrative workers	1	National	284
Victoria		Clerical and administrative workers	1	State territory	378
Victoria		Community and personal service workers			324
Victoria		Community and personal service workers	0		3547
Victoria		Community and personal service workers	1	Local	107
Victoria		Community and personal service workers	1	National	54
Victoria		Community and personal service workers	1	State territory	479
Victoria		Labourers			380
Victoria		Labourers	0		4148
Victoria		Labourers	1	Local	99
Victoria		Labourers	1	National	10
Victoria		Labourers	1	State territory	69
Victoria		Machinery operators and drivers			262
Victoria		Machinery operators and drivers	0		2544
Victoria		Machinery operators and drivers	1	Local	32
Victoria		Machinery operators and drivers	1	National	12
Victoria		Machinery operators and drivers	1	State territory	46
Victoria		Managers			305
Victoria		Managers	0		5054
Victoria		Managers	1	Local	34
Victoria		Managers	1	National	88
Victoria		Managers	1	State territory	161
Victoria		Professionals			468
Victoria		Professionals	0		5142
Victoria		Professionals	1	Local	71
Victoria		Professionals	1	National	272
Victoria		Professionals	1	State territory	1039
Victoria		Sales workers			253
Victoria		Sales workers	0		4361
Victoria		Sales workers	1	National	14
Victoria		Sales workers	1	State territory	12
Victoria		Technicians and trades workers			596
Victoria		Technicians and trades workers	0		6102
Victoria		Technicians and trades workers	1	Local	40
Victoria		Technicians and trades workers	1	National	51
Victoria		Technicians and trades workers	1	State territory	72
Victoria	0				1075
Victoria	0		0		794
Victoria	0		1	Local	3
Victoria	0		1	National	15
Victoria	0		1	State territory	12
Victoria	0	Clerical and administrative workers			46
Victoria	0	Clerical and administrative workers	0		2084
Victoria	0	Clerical and administrative workers	1	Local	14
Victoria	0	Clerical and administrative workers	1	National	139
Victoria	0	Clerical and administrative workers	1	State territory	59
Victoria	0	Community and personal service workers			68
Victoria	0	Community and personal service workers	0		1837
Victoria	0	Community and personal service workers	1	Local	12
Victoria	0	Community and personal service workers	1	National	16
Victoria	0	Community and personal service workers	1	State territory	80
Victoria	0	Labourers			97
Victoria	0	Labourers	0		2273
Victoria	0	Labourers	1	Local	12
Victoria	0	Labourers	1	National	3
Victoria	0	Labourers	1	State territory	8
Victoria	0	Machinery operators and drivers			30
Victoria	0	Machinery operators and drivers	0		669
Victoria	0	Machinery operators and drivers	1	State territory	8
Victoria	0	Managers			64
Victoria	0	Managers	0		5059
Victoria	0	Managers	1	Local	4
Victoria	0	Managers	1	National	17
Victoria	0	Managers	1	State territory	27
Victoria	0	Professionals			58
Victoria	0	Professionals	0		2192
Victoria	0	Professionals	1	Local	15
Victoria	0	Professionals	1	National	92
Victoria	0	Professionals	1	State territory	226
Victoria	0	Sales workers			51
Victoria	0	Sales workers	0		2728
Victoria	0	Sales workers	1	National	6
Victoria	0	Sales workers	1	State territory	3
Victoria	0	Technicians and trades workers			94
Victoria	0	Technicians and trades workers	0		1901
Victoria	0	Technicians and trades workers	1	Local	7
Victoria	0	Technicians and trades workers	1	National	11
Victoria	0	Technicians and trades workers	1	State territory	17
Victoria	7875				852
Victoria	7875		0		896
Victoria	7875		1	Local	4
Victoria	7875		1	National	17
Victoria	7875		1	State territory	13
Victoria	7875	Clerical and administrative workers			52
Victoria	7875	Clerical and administrative workers	0		5487
Victoria	7875	Clerical and administrative workers	1	Local	89
Victoria	7875	Clerical and administrative workers	1	National	380
Victoria	7875	Clerical and administrative workers	1	State territory	161
Victoria	7875	Community and personal service workers			231
Victoria	7875	Community and personal service workers	0		18773
Victoria	7875	Community and personal service workers	1	Local	183
Victoria	7875	Community and personal service workers	1	National	119
Victoria	7875	Community and personal service workers	1	State territory	482
Victoria	7875	Labourers			206
Victoria	7875	Labourers	0		19519
Victoria	7875	Labourers	1	Local	264
Victoria	7875	Labourers	1	National	28
Victoria	7875	Labourers	1	State territory	148
Victoria	7875	Machinery operators and drivers			12
Victoria	7875	Machinery operators and drivers	0		1753
Victoria	7875	Machinery operators and drivers	1	Local	6
Victoria	7875	Machinery operators and drivers	1	National	6
Victoria	7875	Machinery operators and drivers	1	State territory	13
Victoria	7875	Managers			39
Victoria	7875	Managers	0		3343
Victoria	7875	Managers	1	Local	11
Victoria	7875	Managers	1	National	20
Victoria	7875	Managers	1	State territory	27
Victoria	7875	Professionals			75
Victoria	7875	Professionals	0		6269
Victoria	7875	Professionals	1	Local	36
Victoria	7875	Professionals	1	National	514
Victoria	7875	Professionals	1	State territory	465
Victoria	7875	Sales workers			157
Victoria	7875	Sales workers	0		36797
Victoria	7875	Sales workers	1	Local	3
Victoria	7875	Sales workers	1	National	36
Victoria	7875	Sales workers	1	State territory	22
Victoria	7875	Technicians and trades workers			63
Victoria	7875	Technicians and trades workers	0		4022
Victoria	7875	Technicians and trades workers	1	Local	18
Victoria	7875	Technicians and trades workers	1	National	55
Victoria	7875	Technicians and trades workers	1	State territory	80
Victoria	15750				1031
Victoria	15750		0		956
Victoria	15750		1	Local	12
Victoria	15750		1	National	34
Victoria	15750		1	State territory	8
Victoria	15750	Clerical and administrative workers			92
Victoria	15750	Clerical and administrative workers	0		10619
Victoria	15750	Clerical and administrative workers	1	Local	100
Victoria	15750	Clerical and administrative workers	1	National	662
Victoria	15750	Clerical and administrative workers	1	State territory	442
Victoria	15750	Community and personal service workers			230
Victoria	15750	Community and personal service workers	0		22247
Victoria	15750	Community and personal service workers	1	Local	373
Victoria	15750	Community and personal service workers	1	National	175
Victoria	15750	Community and personal service workers	1	State territory	1052
Victoria	15750	Labourers			263
Victoria	15750	Labourers	0		18364
Victoria	15750	Labourers	1	Local	683
Victoria	15750	Labourers	1	National	32
Victoria	15750	Labourers	1	State territory	195
Victoria	15750	Machinery operators and drivers			73
Victoria	15750	Machinery operators and drivers	0		3648
Victoria	15750	Machinery operators and drivers	1	Local	8
Victoria	15750	Machinery operators and drivers	1	National	18
Victoria	15750	Machinery operators and drivers	1	State territory	32
Victoria	15750	Managers			51
Victoria	15750	Managers	0		5907
Victoria	15750	Managers	1	Local	18
Victoria	15750	Managers	1	National	34
Victoria	15750	Managers	1	State territory	55
Victoria	15750	Professionals			89
Victoria	15750	Professionals	0		9078
Victoria	15750	Professionals	1	Local	94
Victoria	15750	Professionals	1	National	900
Victoria	15750	Professionals	1	State territory	1158
Victoria	15750	Sales workers			147
Victoria	15750	Sales workers	0		28722
Victoria	15750	Sales workers	1	Local	14
Victoria	15750	Sales workers	1	National	57
Victoria	15750	Sales workers	1	State territory	26
Victoria	15750	Technicians and trades workers			145
Victoria	15750	Technicians and trades workers	0		8351
Victoria	15750	Technicians and trades workers	1	Local	26
Victoria	15750	Technicians and trades workers	1	National	96
Victoria	15750	Technicians and trades workers	1	State territory	150
Victoria	21000				1154
Victoria	21000		0		1114
Victoria	21000		1	Local	12
Victoria	21000		1	National	19
Victoria	21000		1	State territory	25
Victoria	21000	Clerical and administrative workers			117
Victoria	21000	Clerical and administrative workers	0		13249
Victoria	21000	Clerical and administrative workers	1	Local	131
