STE_NAME16	EnglishProficiency	IndustryOfEmployment	SpeaksEnglishOnly	YearOfArrival.max	workers_born_overseas
Tasmania		Transport postal and warehousing	1	2005	39
Tasmania		Transport postal and warehousing	1	2010	27
Tasmania		Transport postal and warehousing	1	2015	24
Tasmania		Transport postal and warehousing	1		10
Tasmania		Wholesale trade	1	1991	184
Tasmania		Wholesale trade	1	1995	23
Tasmania		Wholesale trade	1	2000	28
Tasmania		Wholesale trade	1	2005	15
Tasmania		Wholesale trade	1	2010	26
Tasmania		Wholesale trade	1	2015	14
Tasmania		Wholesale trade	1		13
Tasmania	Speaks English not well or not at all		0	1991	11
Tasmania	Speaks English not well or not at all		0	2005	9
Tasmania	Speaks English not well or not at all		0	2010	12
Tasmania	Speaks English not well or not at all		0	2015	20
Tasmania	Speaks English not well or not at all		0		3
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	1991	28
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	1995	6
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	2000	16
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	2005	29
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	2010	48
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	2015	70
Tasmania	Speaks English not well or not at all	Accommodation and food services	0	2016	6
Tasmania	Speaks English not well or not at all	Accommodation and food services	0		8
Tasmania	Speaks English not well or not at all	Administrative and support services	0	2000	3
Tasmania	Speaks English not well or not at all	Administrative and support services	0	2010	11
Tasmania	Speaks English not well or not at all	Administrative and support services	0	2015	24
Tasmania	Speaks English not well or not at all	Administrative and support services	0	2016	3
Tasmania	Speaks English not well or not at all	Administrative and support services	0		8
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0	1991	3
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0	1995	3
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0	2005	5
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0	2010	15
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0	2015	104
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0	2016	8
Tasmania	Speaks English not well or not at all	Agriculture forestry and fishing	0		22
Tasmania	Speaks English not well or not at all	Construction	0	1991	3
Tasmania	Speaks English not well or not at all	Construction	0	2000	3
Tasmania	Speaks English not well or not at all	Construction	0	2010	6
Tasmania	Speaks English not well or not at all	Health care and social assistance	0	1991	3
Tasmania	Speaks English not well or not at all	Health care and social assistance	0	2010	5
Tasmania	Speaks English not well or not at all	Health care and social assistance	0	2015	10
Tasmania	Speaks English not well or not at all	Manufacturing	0	2000	4
Tasmania	Speaks English not well or not at all	Manufacturing	0	2010	17
Tasmania	Speaks English not well or not at all	Manufacturing	0	2015	28
Tasmania	Speaks English not well or not at all	Manufacturing	0	2016	3
Tasmania	Speaks English not well or not at all	Manufacturing	0		3
Tasmania	Speaks English not well or not at all	Other services	0	1991	3
Tasmania	Speaks English not well or not at all	Other services	0	2005	3
Tasmania	Speaks English not well or not at all	Other services	0	2010	13
Tasmania	Speaks English not well or not at all	Other services	0	2015	7
Tasmania	Speaks English not well or not at all	Other services	0		5
Tasmania	Speaks English not well or not at all	Retail trade	0	1991	3
Tasmania	Speaks English not well or not at all	Retail trade	0	1995	4
Tasmania	Speaks English not well or not at all	Retail trade	0	2000	8
Tasmania	Speaks English not well or not at all	Retail trade	0	2010	9
Tasmania	Speaks English not well or not at all	Retail trade	0	2015	10
Tasmania	Speaks English not well or not at all	Retail trade	0	2016	3
Tasmania	Speaks English not well or not at all	Retail trade	0		3
Tasmania	Speaks English not well or not at all	Transport postal and warehousing	0	2010	7
Tasmania	Speaks English not well or not at all	Transport postal and warehousing	0	2015	12
Tasmania	Speaks English not well or not at all	Wholesale trade	0	2015	3
Tasmania	Speaks English well or very well		0	1991	34
Tasmania	Speaks English well or very well		0	1995	13
Tasmania	Speaks English well or very well		0	2000	18
Tasmania	Speaks English well or very well		0	2005	38
Tasmania	Speaks English well or very well		0	2010	87
Tasmania	Speaks English well or very well		0	2015	85
Tasmania	Speaks English well or very well		0	2016	12
Tasmania	Speaks English well or very well		0		18
Tasmania	Speaks English well or very well	Accommodation and food services	0	1991	150
Tasmania	Speaks English well or very well	Accommodation and food services	0	1995	54
Tasmania	Speaks English well or very well	Accommodation and food services	0	2000	61
Tasmania	Speaks English well or very well	Accommodation and food services	0	2005	143
Tasmania	Speaks English well or very well	Accommodation and food services	0	2010	352
Tasmania	Speaks English well or very well	Accommodation and food services	0	2015	564
Tasmania	Speaks English well or very well	Accommodation and food services	0	2016	53
Tasmania	Speaks English well or very well	Accommodation and food services	0		28
Tasmania	Speaks English well or very well	Administrative and support services	0	1991	34
Tasmania	Speaks English well or very well	Administrative and support services	0	1995	14
Tasmania	Speaks English well or very well	Administrative and support services	0	2000	18
Tasmania	Speaks English well or very well	Administrative and support services	0	2005	34
Tasmania	Speaks English well or very well	Administrative and support services	0	2010	75
Tasmania	Speaks English well or very well	Administrative and support services	0	2015	104
Tasmania	Speaks English well or very well	Administrative and support services	0	2016	11
Tasmania	Speaks English well or very well	Administrative and support services	0		3
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	1991	49
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	1995	8
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	2000	19
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	2005	35
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	2010	63
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	2015	169
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0	2016	13
Tasmania	Speaks English well or very well	Agriculture forestry and fishing	0		10
Tasmania	Speaks English well or very well	Arts and recreation services	0	1991	18
Tasmania	Speaks English well or very well	Arts and recreation services	0	1995	9
Tasmania	Speaks English well or very well	Arts and recreation services	0	2000	5
Tasmania	Speaks English well or very well	Arts and recreation services	0	2005	14
Tasmania	Speaks English well or very well	Arts and recreation services	0	2010	38
Tasmania	Speaks English well or very well	Arts and recreation services	0	2015	27
