SA3_NAME16	Occupation	OccupationSubtype	workers
Rockingham	Community and personal service workers	Sports and personal service workers	603
Rockingham	Labourers	Cleaners and laundry workers	763
Rockingham	Labourers	Construction and mining labourers	311
Rockingham	Labourers	Factory process workers	170
Rockingham	Labourers	Farm forestry and garden workers	208
Rockingham	Labourers	Food preparation assistants	782
Rockingham	Labourers	Labourers nfd	52
Rockingham	Labourers	Other labourers	796
Rockingham	Machinery operators and drivers	Machine and stationary plant operators	306
Rockingham	Machinery operators and drivers	Machinery operators and drivers nfd	16
Rockingham	Machinery operators and drivers	Mobile plant operators	167
Rockingham	Machinery operators and drivers	Road and rail drivers	697
Rockingham	Machinery operators and drivers	Storepersons	171
Rockingham	Managers	Chief executives general managers and legislators	194
Rockingham	Managers	Farmers and farm managers	62
Rockingham	Managers	Hospitality retail and service managers	1376
Rockingham	Managers	Managers nfd	62
Rockingham	Managers	Specialist managers	1330
Rockingham	Professionals	Arts and media professionals	112
Rockingham	Professionals	Business human resource and marketing professionals	619
Rockingham	Professionals	Design engineering science and transport professionals	481
Rockingham	Professionals	Education professionals	2077
Rockingham	Professionals	Health professionals	1448
Rockingham	Professionals	Information and Communication Technology ICT professionals	99
Rockingham	Professionals	Legal social and welfare professionals	384
Rockingham	Professionals	Professionals nfd	26
Rockingham	Sales workers	Sales assistants and salespersons	3075
Rockingham	Sales workers	Sales representatives and agents	438
Rockingham	Sales workers	Sales support workers	813
Rockingham	Sales workers	Sales workers nfd	6
Rockingham	Technicians and trades workers	Automotive and engineering trades workers	738
Rockingham	Technicians and trades workers	Construction trades workers	784
Rockingham	Technicians and trades workers	Electrotechnology and telecommunications trades workers	620
Rockingham	Technicians and trades workers	Engineering ICT and science technicians	508
Rockingham	Technicians and trades workers	Food trades workers	508
Rockingham	Technicians and trades workers	Other technicians and trades workers	641
Rockingham	Technicians and trades workers	Skilled animal and horticultural workers	391
Rockingham	Technicians and trades workers	Technicians and trades workers nfd	264
Albany			371
Albany	Clerical and administrative workers	Clerical and administrative workers nfd	5
Albany	Clerical and administrative workers	Clerical and office support workers	160
Albany	Clerical and administrative workers	General clerical workers	515
Albany	Clerical and administrative workers	Inquiry clerks and receptionists	513
Albany	Clerical and administrative workers	Numerical clerks	653
Albany	Clerical and administrative workers	Office managers and program administrators	391
Albany	Clerical and administrative workers	Other clerical and administrative workers	250
Albany	Clerical and administrative workers	Personal assistants and secretaries	174
Albany	Community and personal service workers	Carers and aides	1383
Albany	Community and personal service workers	Health and welfare support workers	350
Albany	Community and personal service workers	Hospitality workers	420
Albany	Community and personal service workers	Protective service workers	373
Albany	Community and personal service workers	Sports and personal service workers	263
Albany	Labourers	Cleaners and laundry workers	742
Albany	Labourers	Construction and mining labourers	225
Albany	Labourers	Factory process workers	606
Albany	Labourers	Farm forestry and garden workers	758
Albany	Labourers	Food preparation assistants	299
Albany	Labourers	Labourers nfd	56
Albany	Labourers	Other labourers	552
Albany	Machinery operators and drivers	Machine and stationary plant operators	265
Albany	Machinery operators and drivers	Machinery operators and drivers nfd	44
Albany	Machinery operators and drivers	Mobile plant operators	369
Albany	Machinery operators and drivers	Road and rail drivers	615
Albany	Machinery operators and drivers	Storepersons	91
Albany	Managers	Chief executives general managers and legislators	173
Albany	Managers	Farmers and farm managers	2456
Albany	Managers	Hospitality retail and service managers	1094
Albany	Managers	Managers nfd	51
Albany	Managers	Specialist managers	854
Albany	Professionals	Arts and media professionals	93
Albany	Professionals	Business human resource and marketing professionals	553
Albany	Professionals	Design engineering science and transport professionals	473
Albany	Professionals	Education professionals	1130
Albany	Professionals	Health professionals	973
Albany	Professionals	Information and Communication Technology ICT professionals	57
Albany	Professionals	Legal social and welfare professionals	325
Albany	Professionals	Professionals nfd	29
Albany	Sales workers	Sales assistants and salespersons	1587
Albany	Sales workers	Sales representatives and agents	306
Albany	Sales workers	Sales support workers	324
Albany	Sales workers	Sales workers nfd	4
Albany	Technicians and trades workers	Automotive and engineering trades workers	855
Albany	Technicians and trades workers	Construction trades workers	536
Albany	Technicians and trades workers	Electrotechnology and telecommunications trades workers	321
Albany	Technicians and trades workers	Engineering ICT and science technicians	299
Albany	Technicians and trades workers	Food trades workers	393
Albany	Technicians and trades workers	Other technicians and trades workers	354
Albany	Technicians and trades workers	Skilled animal and horticultural workers	368
Albany	Technicians and trades workers	Technicians and trades workers nfd	30
Wheat Belt - North			348
Wheat Belt - North	Clerical and administrative workers	Clerical and administrative workers nfd	8
Wheat Belt - North	Clerical and administrative workers	Clerical and office support workers	144
Wheat Belt - North	Clerical and administrative workers	General clerical workers	522
Wheat Belt - North	Clerical and administrative workers	Inquiry clerks and receptionists	296
Wheat Belt - North	Clerical and administrative workers	Numerical clerks	603
Wheat Belt - North	Clerical and administrative workers	Office managers and program administrators	342
Wheat Belt - North	Clerical and administrative workers	Other clerical and administrative workers	217
Wheat Belt - North	Clerical and administrative workers	Personal assistants and secretaries	170
Wheat Belt - North	Community and personal service workers	Carers and aides	933
Wheat Belt - North	Community and personal service workers	Community and personal service workers nfd	3
Wheat Belt - North	Community and personal service workers	Health and welfare support workers	217
Wheat Belt - North	Community and personal service workers	Hospitality workers	267
Wheat Belt - North	Community and personal service workers	Protective service workers	293
Wheat Belt - North	Community and personal service workers	Sports and personal service workers	113
Wheat Belt - North	Labourers	Cleaners and laundry workers	577
Wheat Belt - North	Labourers	Construction and mining labourers	248
Wheat Belt - North	Labourers	Factory process workers	302
Wheat Belt - North	Labourers	Farm forestry and garden workers	1082
Wheat Belt - North	Labourers	Food preparation assistants	235
Wheat Belt - North	Labourers	Labourers nfd	70
Wheat Belt - North	Labourers	Other labourers	433
Wheat Belt - North	Machinery operators and drivers	Machine and stationary plant operators	697
Wheat Belt - North	Machinery operators and drivers	Machinery operators and drivers nfd	38
Wheat Belt - North	Machinery operators and drivers	Mobile plant operators	464
Wheat Belt - North	Machinery operators and drivers	Road and rail drivers	865
Wheat Belt - North	Machinery operators and drivers	Storepersons	86
Wheat Belt - North	Managers	Chief executives general managers and legislators	146
Wheat Belt - North	Managers	Farmers and farm managers	3545
Wheat Belt - North	Managers	Hospitality retail and service managers	833
Wheat Belt - North	Managers	Managers nfd	51
Wheat Belt - North	Managers	Specialist managers	802
Wheat Belt - North	Professionals	Arts and media professionals	43
