SA3_NAME16	IndustryOfEmployment	workers_born_overseas
Richmond Valley - Coastal	Mining	8
Richmond Valley - Coastal	Other services	144
Richmond Valley - Coastal	Professional scientific and technical services	373
Richmond Valley - Coastal	Public administration and safety	124
Richmond Valley - Coastal	Rental hiring and real estate services	88
Richmond Valley - Coastal	Retail trade	431
Richmond Valley - Coastal	Transport postal and warehousing	124
Richmond Valley - Coastal	Wholesale trade	110
Richmond Valley - Hinterland		125
Richmond Valley - Hinterland	Accommodation and food services	197
Richmond Valley - Hinterland	Administrative and support services	83
Richmond Valley - Hinterland	Agriculture forestry and fishing	205
Richmond Valley - Hinterland	Arts and recreation services	25
Richmond Valley - Hinterland	Construction	123
Richmond Valley - Hinterland	Education and training	377
Richmond Valley - Hinterland	Electricity gas water and waste services	7
Richmond Valley - Hinterland	Financial and insurance services	49
Richmond Valley - Hinterland	Health care and social assistance	839
Richmond Valley - Hinterland	Information media and telecommunications	28
Richmond Valley - Hinterland	Manufacturing	209
Richmond Valley - Hinterland	Mining	3
Richmond Valley - Hinterland	Other services	86
Richmond Valley - Hinterland	Professional scientific and technical services	150
Richmond Valley - Hinterland	Public administration and safety	131
Richmond Valley - Hinterland	Rental hiring and real estate services	25
Richmond Valley - Hinterland	Retail trade	267
Richmond Valley - Hinterland	Transport postal and warehousing	63
Richmond Valley - Hinterland	Wholesale trade	37
Tweed Valley		202
Tweed Valley	Accommodation and food services	580
Tweed Valley	Administrative and support services	197
Tweed Valley	Agriculture forestry and fishing	110
Tweed Valley	Arts and recreation services	60
Tweed Valley	Construction	318
Tweed Valley	Education and training	335
Tweed Valley	Electricity gas water and waste services	28
Tweed Valley	Financial and insurance services	71
Tweed Valley	Health care and social assistance	1167
Tweed Valley	Information media and telecommunications	35
Tweed Valley	Manufacturing	177
Tweed Valley	Mining	3
Tweed Valley	Other services	199
Tweed Valley	Professional scientific and technical services	224
Tweed Valley	Public administration and safety	191
Tweed Valley	Rental hiring and real estate services	77
Tweed Valley	Retail trade	517
Tweed Valley	Transport postal and warehousing	139
Tweed Valley	Wholesale trade	49
Griffith - Murrumbidgee (West)		196
Griffith - Murrumbidgee (West)	Accommodation and food services	185
Griffith - Murrumbidgee (West)	Administrative and support services	117
Griffith - Murrumbidgee (West)	Agriculture forestry and fishing	612
Griffith - Murrumbidgee (West)	Arts and recreation services	9
Griffith - Murrumbidgee (West)	Construction	91
Griffith - Murrumbidgee (West)	Education and training	97
Griffith - Murrumbidgee (West)	Electricity gas water and waste services	17
Griffith - Murrumbidgee (West)	Financial and insurance services	17
Griffith - Murrumbidgee (West)	Health care and social assistance	480
Griffith - Murrumbidgee (West)	Information media and telecommunications	4
Griffith - Murrumbidgee (West)	Manufacturing	1040
Griffith - Murrumbidgee (West)	Mining	9
Griffith - Murrumbidgee (West)	Other services	57
Griffith - Murrumbidgee (West)	Professional scientific and technical services	51
Griffith - Murrumbidgee (West)	Public administration and safety	74
Griffith - Murrumbidgee (West)	Rental hiring and real estate services	10
Griffith - Murrumbidgee (West)	Retail trade	181
Griffith - Murrumbidgee (West)	Transport postal and warehousing	52
Griffith - Murrumbidgee (West)	Wholesale trade	56
Tumut - Tumbarumba		41
Tumut - Tumbarumba	Accommodation and food services	59
Tumut - Tumbarumba	Administrative and support services	31
Tumut - Tumbarumba	Agriculture forestry and fishing	97
Tumut - Tumbarumba	Arts and recreation services	7
Tumut - Tumbarumba	Construction	17
Tumut - Tumbarumba	Education and training	30
Tumut - Tumbarumba	Electricity gas water and waste services	15
Tumut - Tumbarumba	Health care and social assistance	69
Tumut - Tumbarumba	Manufacturing	135
Tumut - Tumbarumba	Other services	4
Tumut - Tumbarumba	Professional scientific and technical services	13
Tumut - Tumbarumba	Public administration and safety	24
Tumut - Tumbarumba	Rental hiring and real estate services	3
Tumut - Tumbarumba	Retail trade	24
Tumut - Tumbarumba	Transport postal and warehousing	9
Tumut - Tumbarumba	Wholesale trade	6
Wagga Wagga		140
Wagga Wagga	Accommodation and food services	349
Wagga Wagga	Administrative and support services	76
Wagga Wagga	Agriculture forestry and fishing	131
Wagga Wagga	Arts and recreation services	18
Wagga Wagga	Construction	88
Wagga Wagga	Education and training	377
Wagga Wagga	Electricity gas water and waste services	17
Wagga Wagga	Financial and insurance services	30
Wagga Wagga	Health care and social assistance	937
Wagga Wagga	Information media and telecommunications	18
Wagga Wagga	Manufacturing	646
Wagga Wagga	Mining	4
Wagga Wagga	Other services	94
Wagga Wagga	Professional scientific and technical services	129
Wagga Wagga	Public administration and safety	424
Wagga Wagga	Rental hiring and real estate services	18
Wagga Wagga	Retail trade	280
Wagga Wagga	Transport postal and warehousing	141
Wagga Wagga	Wholesale trade	57
Shoalhaven		179
Shoalhaven	Accommodation and food services	524
Shoalhaven	Administrative and support services	152
Shoalhaven	Agriculture forestry and fishing	59
Shoalhaven	Arts and recreation services	56
Shoalhaven	Construction	283
Shoalhaven	Education and training	300
Shoalhaven	Electricity gas water and waste services	24
Shoalhaven	Financial and insurance services	53
Shoalhaven	Health care and social assistance	1006
Shoalhaven	Information media and telecommunications	37
Shoalhaven	Manufacturing	223
Shoalhaven	Mining	13
Shoalhaven	Other services	118
Shoalhaven	Professional scientific and technical services	207
Shoalhaven	Public administration and safety	385
Shoalhaven	Rental hiring and real estate services	67
Shoalhaven	Retail trade	407
Shoalhaven	Transport postal and warehousing	112
Shoalhaven	Wholesale trade	43
Southern Highlands		139
Southern Highlands	Accommodation and food services	370
Southern Highlands	Administrative and support services	113
Southern Highlands	Agriculture forestry and fishing	97
Southern Highlands	Arts and recreation services	47
Southern Highlands	Construction	171
Southern Highlands	Education and training	216
Southern Highlands	Electricity gas water and waste services	19
Southern Highlands	Financial and insurance services	57
Southern Highlands	Health care and social assistance	600
Southern Highlands	Information media and telecommunications	39
Southern Highlands	Manufacturing	248
Southern Highlands	Mining	15
Southern Highlands	Other services	96
Southern Highlands	Professional scientific and technical services	225
Southern Highlands	Public administration and safety	81
Southern Highlands	Rental hiring and real estate services	47
Southern Highlands	Retail trade	311
Southern Highlands	Transport postal and warehousing	87
Southern Highlands	Wholesale trade	71
Baulkham Hills		1252
Baulkham Hills	Accommodation and food services	1252
Baulkham Hills	Administrative and support services	637
Baulkham Hills	Agriculture forestry and fishing	33
Baulkham Hills	Arts and recreation services	155
Baulkham Hills	Construction	1898
Baulkham Hills	Education and training	1138
Baulkham Hills	Electricity gas water and waste services	109
Baulkham Hills	Financial and insurance services	883
Baulkham Hills	Health care and social assistance	3889
Baulkham Hills	Information media and telecommunications	342
Baulkham Hills	Manufacturing	1675
Baulkham Hills	Mining	63
Baulkham Hills	Other services	768
Baulkham Hills	Professional scientific and technical services	2931
Baulkham Hills	Public administration and safety	379
Baulkham Hills	Rental hiring and real estate services	411
Baulkham Hills	Retail trade	3624
Baulkham Hills	Transport postal and warehousing	339
Baulkham Hills	Wholesale trade	878
Dural - Wisemans Ferry		156
Dural - Wisemans Ferry	Accommodation and food services	219
Dural - Wisemans Ferry	Administrative and support services	76
Dural - Wisemans Ferry	Agriculture forestry and fishing	220
Dural - Wisemans Ferry	Arts and recreation services	44
Dural - Wisemans Ferry	Construction	284
Dural - Wisemans Ferry	Education and training	320
Dural - Wisemans Ferry	Electricity gas water and waste services	7
Dural - Wisemans Ferry	Financial and insurance services	59
Dural - Wisemans Ferry	Health care and social assistance	341
Dural - Wisemans Ferry	Information media and telecommunications	12
Dural - Wisemans Ferry	Manufacturing	151
Dural - Wisemans Ferry	Mining	3
Dural - Wisemans Ferry	Other services	85
Dural - Wisemans Ferry	Professional scientific and technical services	181
Dural - Wisemans Ferry	Public administration and safety	9
Dural - Wisemans Ferry	Rental hiring and real estate services	50
Dural - Wisemans Ferry	Retail trade	219
Dural - Wisemans Ferry	Transport postal and warehousing	180
Dural - Wisemans Ferry	Wholesale trade	105
Hawkesbury		44
Hawkesbury	Accommodation and food services	35
Hawkesbury	Administrative and support services	26
Hawkesbury	Agriculture forestry and fishing	120
Hawkesbury	Arts and recreation services	11
Hawkesbury	Construction	99
Hawkesbury	Education and training	36
Hawkesbury	Electricity gas water and waste services	3
Hawkesbury	Financial and insurance services	9
Hawkesbury	Health care and social assistance	52
Hawkesbury	Information media and telecommunications	4
Hawkesbury	Manufacturing	52
Hawkesbury	Mining	4
Hawkesbury	Other services	21
Hawkesbury	Professional scientific and technical services	47
Hawkesbury	Public administration and safety	9
Hawkesbury	Rental hiring and real estate services	9
Hawkesbury	Retail trade	35
Hawkesbury	Transport postal and warehousing	15
Hawkesbury	Wholesale trade	16
Rouse Hill - McGraths Hill		177
Rouse Hill - McGraths Hill	Accommodation and food services	293
Rouse Hill - McGraths Hill	Administrative and support services	90
Rouse Hill - McGraths Hill	Agriculture forestry and fishing	272
Rouse Hill - McGraths Hill	Arts and recreation services	18
Rouse Hill - McGraths Hill	Construction	446
Rouse Hill - McGraths Hill	Education and training	208
Rouse Hill - McGraths Hill	Electricity gas water and waste services	13
Rouse Hill - McGraths Hill	Financial and insurance services	64
Rouse Hill - McGraths Hill	Health care and social assistance	239
Rouse Hill - McGraths Hill	Information media and telecommunications	24
Rouse Hill - McGraths Hill	Manufacturing	168
Rouse Hill - McGraths Hill	Mining	4
Rouse Hill - McGraths Hill	Other services	127
Rouse Hill - McGraths Hill	Professional scientific and technical services	156
Rouse Hill - McGraths Hill	Public administration and safety	26
Rouse Hill - McGraths Hill	Rental hiring and real estate services	44
Rouse Hill - McGraths Hill	Retail trade	412
Rouse Hill - McGraths Hill	Transport postal and warehousing	112
Rouse Hill - McGraths Hill	Wholesale trade	76
Blacktown		1465
Blacktown	Accommodation and food services	961
Blacktown	Administrative and support services	672
