SA4_NAME16	Occupation	OccupationSubtype	workers
Perth - South East	Professionals	Design engineering science and transport professionals	5709
Perth - South East	Professionals	Education professionals	9616
Perth - South East	Professionals	Health professionals	5479
Perth - South East	Professionals	Information and Communication Technology ICT professionals	2014
Perth - South East	Professionals	Legal social and welfare professionals	1965
Perth - South East	Professionals	Professionals nfd	615
Perth - South East	Sales workers	Sales assistants and salespersons	11979
Perth - South East	Sales workers	Sales representatives and agents	3610
Perth - South East	Sales workers	Sales support workers	3667
Perth - South East	Sales workers	Sales workers nfd	55
Perth - South East	Technicians and trades workers	Automotive and engineering trades workers	8609
Perth - South East	Technicians and trades workers	Construction trades workers	4596
Perth - South East	Technicians and trades workers	Electrotechnology and telecommunications trades workers	3970
Perth - South East	Technicians and trades workers	Engineering ICT and science technicians	4890
Perth - South East	Technicians and trades workers	Food trades workers	2645
Perth - South East	Technicians and trades workers	Other technicians and trades workers	2833
Perth - South East	Technicians and trades workers	Skilled animal and horticultural workers	1835
Perth - South East	Technicians and trades workers	Technicians and trades workers nfd	424
Perth - South West			2455
Perth - South West	Clerical and administrative workers	Clerical and administrative workers nfd	18
Perth - South West	Clerical and administrative workers	Clerical and office support workers	817
Perth - South West	Clerical and administrative workers	General clerical workers	3496
Perth - South West	Clerical and administrative workers	Inquiry clerks and receptionists	3332
Perth - South West	Clerical and administrative workers	Numerical clerks	3884
Perth - South West	Clerical and administrative workers	Office managers and program administrators	3249
Perth - South West	Clerical and administrative workers	Other clerical and administrative workers	2881
Perth - South West	Clerical and administrative workers	Personal assistants and secretaries	1005
Perth - South West	Community and personal service workers	Carers and aides	7704
Perth - South West	Community and personal service workers	Community and personal service workers nfd	7
Perth - South West	Community and personal service workers	Health and welfare support workers	1830
Perth - South West	Community and personal service workers	Hospitality workers	3384
Perth - South West	Community and personal service workers	Protective service workers	2297
Perth - South West	Community and personal service workers	Sports and personal service workers	2642
Perth - South West	Labourers	Cleaners and laundry workers	3539
Perth - South West	Labourers	Construction and mining labourers	1623
Perth - South West	Labourers	Factory process workers	2079
Perth - South West	Labourers	Farm forestry and garden workers	716
Perth - South West	Labourers	Food preparation assistants	2654
Perth - South West	Labourers	Labourers nfd	294
Perth - South West	Labourers	Other labourers	3432
Perth - South West	Machinery operators and drivers	Machine and stationary plant operators	2610
Perth - South West	Machinery operators and drivers	Machinery operators and drivers nfd	235
Perth - South West	Machinery operators and drivers	Mobile plant operators	1242
Perth - South West	Machinery operators and drivers	Road and rail drivers	3841
Perth - South West	Machinery operators and drivers	Storepersons	1714
Perth - South West	Managers	Chief executives general managers and legislators	1628
Perth - South West	Managers	Farmers and farm managers	216
Perth - South West	Managers	Hospitality retail and service managers	6068
Perth - South West	Managers	Managers nfd	445
Perth - South West	Managers	Specialist managers	8443
Perth - South West	Professionals	Arts and media professionals	795
Perth - South West	Professionals	Business human resource and marketing professionals	5025
Perth - South West	Professionals	Design engineering science and transport professionals	4816
Perth - South West	Professionals	Education professionals	7706
Perth - South West	Professionals	Health professionals	9540
Perth - South West	Professionals	Information and Communication Technology ICT professionals	964
Perth - South West	Professionals	Legal social and welfare professionals	1831
Perth - South West	Professionals	Professionals nfd	314
Perth - South West	Sales workers	Sales assistants and salespersons	10904
Perth - South West	Sales workers	Sales representatives and agents	2259
Perth - South West	Sales workers	Sales support workers	2756
Perth - South West	Sales workers	Sales workers nfd	30
Perth - South West	Technicians and trades workers	Automotive and engineering trades workers	5998
Perth - South West	Technicians and trades workers	Construction trades workers	3624
Perth - South West	Technicians and trades workers	Electrotechnology and telecommunications trades workers	3176
Perth - South West	Technicians and trades workers	Engineering ICT and science technicians	3950
Perth - South West	Technicians and trades workers	Food trades workers	2255
Perth - South West	Technicians and trades workers	Other technicians and trades workers	3424
Perth - South West	Technicians and trades workers	Skilled animal and horticultural workers	1443
Perth - South West	Technicians and trades workers	Technicians and trades workers nfd	571
Western Australia - Wheat Belt			914
Western Australia - Wheat Belt	Clerical and administrative workers	Clerical and administrative workers nfd	11
Western Australia - Wheat Belt	Clerical and administrative workers	Clerical and office support workers	352
Western Australia - Wheat Belt	Clerical and administrative workers	General clerical workers	1235
Western Australia - Wheat Belt	Clerical and administrative workers	Inquiry clerks and receptionists	910
Western Australia - Wheat Belt	Clerical and administrative workers	Numerical clerks	1483
Western Australia - Wheat Belt	Clerical and administrative workers	Office managers and program administrators	868
Western Australia - Wheat Belt	Clerical and administrative workers	Other clerical and administrative workers	547
Western Australia - Wheat Belt	Clerical and administrative workers	Personal assistants and secretaries	407
Western Australia - Wheat Belt	Community and personal service workers	Carers and aides	2730
Western Australia - Wheat Belt	Community and personal service workers	Community and personal service workers nfd	10
Western Australia - Wheat Belt	Community and personal service workers	Health and welfare support workers	665
