SA4_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Central Coast	34125	Labourers			10
Central Coast	34125	Labourers	0		1373
Central Coast	34125	Labourers	1	Local	9
Central Coast	34125	Labourers	1	State territory	45
Central Coast	34125	Machinery operators and drivers			4
Central Coast	34125	Machinery operators and drivers	0		498
Central Coast	34125	Machinery operators and drivers	1	National	3
Central Coast	34125	Machinery operators and drivers	1	State territory	7
Central Coast	34125	Managers			3
Central Coast	34125	Managers	0		566
Central Coast	34125	Managers	1	Local	3
Central Coast	34125	Managers	1	National	3
Central Coast	34125	Managers	1	State territory	6
Central Coast	34125	Professionals			3
Central Coast	34125	Professionals	0		856
Central Coast	34125	Professionals	1	Local	11
Central Coast	34125	Professionals	1	National	17
Central Coast	34125	Professionals	1	State territory	203
Central Coast	34125	Sales workers			3
Central Coast	34125	Sales workers	0		1703
Central Coast	34125	Sales workers	1	National	6
Central Coast	34125	Technicians and trades workers			9
Central Coast	34125	Technicians and trades workers	0		1367
Central Coast	34125	Technicians and trades workers	1	Local	12
Central Coast	34125	Technicians and trades workers	1	National	8
Central Coast	34125	Technicians and trades workers	1	State territory	13
Central Coast	42000				60
Central Coast	42000		0		111
Central Coast	42000		1	Local	7
Central Coast	42000		1	State territory	8
Central Coast	42000	Clerical and administrative workers			3
Central Coast	42000	Clerical and administrative workers	0		1759
Central Coast	42000	Clerical and administrative workers	1	Local	41
Central Coast	42000	Clerical and administrative workers	1	National	63
Central Coast	42000	Clerical and administrative workers	1	State territory	197
Central Coast	42000	Community and personal service workers			10
Central Coast	42000	Community and personal service workers	0		1960
Central Coast	42000	Community and personal service workers	1	Local	19
Central Coast	42000	Community and personal service workers	1	National	3
Central Coast	42000	Community and personal service workers	1	State territory	242
Central Coast	42000	Labourers			18
Central Coast	42000	Labourers	0		1693
Central Coast	42000	Labourers	1	Local	17
Central Coast	42000	Labourers	1	State territory	61
Central Coast	42000	Machinery operators and drivers			4
Central Coast	42000	Machinery operators and drivers	0		902
Central Coast	42000	Machinery operators and drivers	1	Local	16
Central Coast	42000	Machinery operators and drivers	1	National	4
Central Coast	42000	Machinery operators and drivers	1	State territory	6
Central Coast	42000	Managers	0		838
Central Coast	42000	Managers	1	State territory	4
Central Coast	42000	Professionals			7
Central Coast	42000	Professionals	0		1159
Central Coast	42000	Professionals	1	Local	17
Central Coast	42000	Professionals	1	National	25
Central Coast	42000	Professionals	1	State territory	312
Central Coast	42000	Sales workers	0		1621
Central Coast	42000	Sales workers	1	National	3
Central Coast	42000	Technicians and trades workers			14
Central Coast	42000	Technicians and trades workers	0		1804
Central Coast	42000	Technicians and trades workers	1	Local	23
Central Coast	42000	Technicians and trades workers	1	State territory	25
Central Coast	52500				45
Central Coast	52500		0		126
Central Coast	52500		1	Local	6
Central Coast	52500		1	State territory	10
Central Coast	52500	Clerical and administrative workers			3
Central Coast	52500	Clerical and administrative workers	0		2069
Central Coast	52500	Clerical and administrative workers	1	Local	66
Central Coast	52500	Clerical and administrative workers	1	National	120
Central Coast	52500	Clerical and administrative workers	1	State territory	339
Central Coast	52500	Community and personal service workers			5
Central Coast	52500	Community and personal service workers	0		1575
Central Coast	52500	Community and personal service workers	1	Local	24
Central Coast	52500	Community and personal service workers	1	National	4
Central Coast	52500	Community and personal service workers	1	State territory	326
Central Coast	52500	Labourers			13
Central Coast	52500	Labourers	0		1379
Central Coast	52500	Labourers	1	Local	60
Central Coast	52500	Labourers	1	National	3
Central Coast	52500	Labourers	1	State territory	77
Central Coast	52500	Machinery operators and drivers			4
Central Coast	52500	Machinery operators and drivers	0		1141
Central Coast	52500	Machinery operators and drivers	1	Local	53
Central Coast	52500	Machinery operators and drivers	1	National	6
Central Coast	52500	Machinery operators and drivers	1	State territory	22
Central Coast	52500	Managers			3
Central Coast	52500	Managers	0		1366
Central Coast	52500	Managers	1	Local	4
Central Coast	52500	Managers	1	National	3
Central Coast	52500	Managers	1	State territory	11
Central Coast	52500	Professionals			8
Central Coast	52500	Professionals	0		1406
Central Coast	52500	Professionals	1	Local	34
Central Coast	52500	Professionals	1	National	28
Central Coast	52500	Professionals	1	State territory	533
Central Coast	52500	Sales workers	0		1281
Central Coast	52500	Sales workers	1	Local	3
Central Coast	52500	Sales workers	1	National	6
Central Coast	52500	Sales workers	1	State territory	3
Central Coast	52500	Technicians and trades workers			9
Central Coast	52500	Technicians and trades workers	0		2321
Central Coast	52500	Technicians and trades workers	1	Local	39
Central Coast	52500	Technicians and trades workers	1	State territory	40
Central Coast	65625				44
Central Coast	65625		0		126
Central Coast	65625		1	Local	10
Central Coast	65625		1	National	12
Central Coast	65625		1	State territory	22
Central Coast	65625	Clerical and administrative workers			5
Central Coast	65625	Clerical and administrative workers	0		1684
Central Coast	65625	Clerical and administrative workers	1	Local	149
Central Coast	65625	Clerical and administrative workers	1	National	208
Central Coast	65625	Clerical and administrative workers	1	State territory	320
Central Coast	65625	Community and personal service workers			3
Central Coast	65625	Community and personal service workers	0		905
Central Coast	65625	Community and personal service workers	1	Local	20
Central Coast	65625	Community and personal service workers	1	National	3
Central Coast	65625	Community and personal service workers	1	State territory	267
Central Coast	65625	Labourers			10
Central Coast	65625	Labourers	0		743
Central Coast	65625	Labourers	1	Local	74
Central Coast	65625	Labourers	1	State territory	41
Central Coast	65625	Machinery operators and drivers			7
Central Coast	65625	Machinery operators and drivers	0		1025
Central Coast	65625	Machinery operators and drivers	1	Local	74
Central Coast	65625	Machinery operators and drivers	1	National	5
Central Coast	65625	Machinery operators and drivers	1	State territory	22
Central Coast	65625	Managers			5
Central Coast	65625	Managers	0		1580
Central Coast	65625	Managers	1	Local	24
Central Coast	65625	Managers	1	National	9
Central Coast	65625	Managers	1	State territory	27
Central Coast	65625	Professionals			17
Central Coast	65625	Professionals	0		1854
Central Coast	65625	Professionals	1	Local	56
Central Coast	65625	Professionals	1	National	36
Central Coast	65625	Professionals	1	State territory	897
Central Coast	65625	Sales workers	0		764
Central Coast	65625	Sales workers	1	Local	3
Central Coast	65625	Sales workers	1	National	5
Central Coast	65625	Sales workers	1	State territory	7
Central Coast	65625	Technicians and trades workers			13
Central Coast	65625	Technicians and trades workers	0		2147
Central Coast	65625	Technicians and trades workers	1	Local	90
Central Coast	65625	Technicians and trades workers	1	National	8
Central Coast	65625	Technicians and trades workers	1	State territory	56
Central Coast	78750				9
Central Coast	78750		0		71
Central Coast	78750		1	Local	6
Central Coast	78750		1	National	8
Central Coast	78750		1	State territory	12
Central Coast	78750	Clerical and administrative workers	0		745
Central Coast	78750	Clerical and administrative workers	1	Local	58
Central Coast	78750	Clerical and administrative workers	1	National	175
Central Coast	78750	Clerical and administrative workers	1	State territory	178
Central Coast	78750	Community and personal service workers			4
Central Coast	78750	Community and personal service workers	0		329
Central Coast	78750	Community and personal service workers	1	Local	9
Central Coast	78750	Community and personal service workers	1	National	7
Central Coast	78750	Community and personal service workers	1	State territory	230
Central Coast	78750	Labourers			3
Central Coast	78750	Labourers	0		312
Central Coast	78750	Labourers	1	Local	33
Central Coast	78750	Labourers	1	State territory	24
Central Coast	78750	Machinery operators and drivers	0		537
Central Coast	78750	Machinery operators and drivers	1	Local	26
Central Coast	78750	Machinery operators and drivers	1	National	3
Central Coast	78750	Machinery operators and drivers	1	State territory	25
Central Coast	78750	Managers			3
Central Coast	78750	Managers	0		1115
Central Coast	78750	Managers	1	Local	23
Central Coast	78750	Managers	1	National	14
Central Coast	78750	Managers	1	State territory	39
Central Coast	78750	Professionals			4
Central Coast	78750	Professionals	0		1543
Central Coast	78750	Professionals	1	Local	75
Central Coast	78750	Professionals	1	National	48
Central Coast	78750	Professionals	1	State territory	1008
Central Coast	78750	Sales workers	0		393
Central Coast	78750	Sales workers	1	National	4
Central Coast	78750	Sales workers	1	State territory	9
Central Coast	78750	Technicians and trades workers			3
Central Coast	78750	Technicians and trades workers	0		1185
Central Coast	78750	Technicians and trades workers	1	Local	74
Central Coast	78750	Technicians and trades workers	1	National	15
Central Coast	78750	Technicians and trades workers	1	State territory	62
Central Coast	91875				25
Central Coast	91875		0		61
Central Coast	91875		1	Local	5
Central Coast	91875		1	National	5
Central Coast	91875		1	State territory	11
Central Coast	91875	Clerical and administrative workers	0		468
Central Coast	91875	Clerical and administrative workers	1	Local	46
