SA4_NAME16	IndustryOfEmployment	Occupation	workers
Mackay - Isaac - Whitsunday	Health care and social assistance	Technicians and trades workers	215
Mackay - Isaac - Whitsunday	Information media and telecommunications		5
Mackay - Isaac - Whitsunday	Information media and telecommunications	Clerical and administrative workers	53
Mackay - Isaac - Whitsunday	Information media and telecommunications	Labourers	13
Mackay - Isaac - Whitsunday	Information media and telecommunications	Machinery operators and drivers	8
Mackay - Isaac - Whitsunday	Information media and telecommunications	Managers	49
Mackay - Isaac - Whitsunday	Information media and telecommunications	Professionals	104
Mackay - Isaac - Whitsunday	Information media and telecommunications	Sales workers	94
Mackay - Isaac - Whitsunday	Information media and telecommunications	Technicians and trades workers	62
Mackay - Isaac - Whitsunday	Manufacturing		49
Mackay - Isaac - Whitsunday	Manufacturing	Clerical and administrative workers	369
Mackay - Isaac - Whitsunday	Manufacturing	Community and personal service workers	20
Mackay - Isaac - Whitsunday	Manufacturing	Labourers	722
Mackay - Isaac - Whitsunday	Manufacturing	Machinery operators and drivers	718
Mackay - Isaac - Whitsunday	Manufacturing	Managers	444
Mackay - Isaac - Whitsunday	Manufacturing	Professionals	244
Mackay - Isaac - Whitsunday	Manufacturing	Sales workers	176
Mackay - Isaac - Whitsunday	Manufacturing	Technicians and trades workers	1585
Mackay - Isaac - Whitsunday	Mining		155
Mackay - Isaac - Whitsunday	Mining	Clerical and administrative workers	688
Mackay - Isaac - Whitsunday	Mining	Community and personal service workers	73
Mackay - Isaac - Whitsunday	Mining	Labourers	460
Mackay - Isaac - Whitsunday	Mining	Machinery operators and drivers	7052
Mackay - Isaac - Whitsunday	Mining	Managers	772
Mackay - Isaac - Whitsunday	Mining	Professionals	1051
Mackay - Isaac - Whitsunday	Mining	Sales workers	40
Mackay - Isaac - Whitsunday	Mining	Technicians and trades workers	4888
Mackay - Isaac - Whitsunday	Other services		23
Mackay - Isaac - Whitsunday	Other services	Clerical and administrative workers	381
Mackay - Isaac - Whitsunday	Other services	Community and personal service workers	355
Mackay - Isaac - Whitsunday	Other services	Labourers	307
Mackay - Isaac - Whitsunday	Other services	Machinery operators and drivers	109
Mackay - Isaac - Whitsunday	Other services	Managers	228
Mackay - Isaac - Whitsunday	Other services	Professionals	163
Mackay - Isaac - Whitsunday	Other services	Sales workers	38
Mackay - Isaac - Whitsunday	Other services	Technicians and trades workers	1772
Mackay - Isaac - Whitsunday	Professional scientific and technical services		18
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Clerical and administrative workers	641
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Community and personal service workers	4
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Labourers	82
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Machinery operators and drivers	61
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Managers	193
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Professionals	1153
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Sales workers	35
Mackay - Isaac - Whitsunday	Professional scientific and technical services	Technicians and trades workers	492
Mackay - Isaac - Whitsunday	Public administration and safety		44
Mackay - Isaac - Whitsunday	Public administration and safety	Clerical and administrative workers	772
Mackay - Isaac - Whitsunday	Public administration and safety	Community and personal service workers	704
Mackay - Isaac - Whitsunday	Public administration and safety	Labourers	332
Mackay - Isaac - Whitsunday	Public administration and safety	Machinery operators and drivers	200
Mackay - Isaac - Whitsunday	Public administration and safety	Managers	239
Mackay - Isaac - Whitsunday	Public administration and safety	Professionals	567
Mackay - Isaac - Whitsunday	Public administration and safety	Sales workers	24
Mackay - Isaac - Whitsunday	Public administration and safety	Technicians and trades workers	361
Mackay - Isaac - Whitsunday	Rental hiring and real estate services		7
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Clerical and administrative workers	227
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Community and personal service workers	12
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Labourers	90
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Machinery operators and drivers	76
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Managers	165
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Professionals	43
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Sales workers	451
Mackay - Isaac - Whitsunday	Rental hiring and real estate services	Technicians and trades workers	148
Mackay - Isaac - Whitsunday	Retail trade		28
Mackay - Isaac - Whitsunday	Retail trade	Clerical and administrative workers	399
Mackay - Isaac - Whitsunday	Retail trade	Community and personal service workers	51
Mackay - Isaac - Whitsunday	Retail trade	Labourers	732
Mackay - Isaac - Whitsunday	Retail trade	Machinery operators and drivers	228
Mackay - Isaac - Whitsunday	Retail trade	Managers	966
Mackay - Isaac - Whitsunday	Retail trade	Professionals	173
Mackay - Isaac - Whitsunday	Retail trade	Sales workers	4082
Mackay - Isaac - Whitsunday	Retail trade	Technicians and trades workers	511
Mackay - Isaac - Whitsunday	Transport postal and warehousing		64
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Clerical and administrative workers	798
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Community and personal service workers	96
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Labourers	320
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Machinery operators and drivers	1944
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Managers	444
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Professionals	434
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Sales workers	138
Mackay - Isaac - Whitsunday	Transport postal and warehousing	Technicians and trades workers	559
Mackay - Isaac - Whitsunday	Wholesale trade		31
Mackay - Isaac - Whitsunday	Wholesale trade	Clerical and administrative workers	306
Mackay - Isaac - Whitsunday	Wholesale trade	Community and personal service workers	7
Mackay - Isaac - Whitsunday	Wholesale trade	Labourers	132
Mackay - Isaac - Whitsunday	Wholesale trade	Machinery operators and drivers	373
Mackay - Isaac - Whitsunday	Wholesale trade	Managers	277
Mackay - Isaac - Whitsunday	Wholesale trade	Professionals	165
Mackay - Isaac - Whitsunday	Wholesale trade	Sales workers	393
Mackay - Isaac - Whitsunday	Wholesale trade	Technicians and trades workers	665
Moreton Bay - North		Clerical and administrative workers	349
Moreton Bay - North		Community and personal service workers	125
Moreton Bay - North		Labourers	508
Moreton Bay - North		Machinery operators and drivers	291
Moreton Bay - North		Managers	373
Moreton Bay - North		Professionals	184
Moreton Bay - North		Sales workers	219
Moreton Bay - North		Technicians and trades workers	515
Moreton Bay - North	Accommodation and food services		19
Moreton Bay - North	Accommodation and food services	Clerical and administrative workers	162
Moreton Bay - North	Accommodation and food services	Community and personal service workers	1281
Moreton Bay - North	Accommodation and food services	Labourers	1172
Moreton Bay - North	Accommodation and food services	Machinery operators and drivers	161
Moreton Bay - North	Accommodation and food services	Managers	821
Moreton Bay - North	Accommodation and food services	Professionals	34
Moreton Bay - North	Accommodation and food services	Sales workers	985
Moreton Bay - North	Accommodation and food services	Technicians and trades workers	481
Moreton Bay - North	Administrative and support services		11
Moreton Bay - North	Administrative and support services	Clerical and administrative workers	328
Moreton Bay - North	Administrative and support services	Community and personal service workers	229
Moreton Bay - North	Administrative and support services	Labourers	863
Moreton Bay - North	Administrative and support services	Machinery operators and drivers	37
Moreton Bay - North	Administrative and support services	Managers	123
Moreton Bay - North	Administrative and support services	Professionals	157
Moreton Bay - North	Administrative and support services	Sales workers	39
Moreton Bay - North	Administrative and support services	Technicians and trades workers	142
Moreton Bay - North	Agriculture forestry and fishing	Clerical and administrative workers	97
Moreton Bay - North	Agriculture forestry and fishing	Community and personal service workers	3
Moreton Bay - North	Agriculture forestry and fishing	Labourers	1239
Moreton Bay - North	Agriculture forestry and fishing	Machinery operators and drivers	107
Moreton Bay - North	Agriculture forestry and fishing	Managers	689
Moreton Bay - North	Agriculture forestry and fishing	Professionals	35
Moreton Bay - North	Agriculture forestry and fishing	Sales workers	40
Moreton Bay - North	Agriculture forestry and fishing	Technicians and trades workers	101
Moreton Bay - North	Arts and recreation services		11
Moreton Bay - North	Arts and recreation services	Clerical and administrative workers	85
Moreton Bay - North	Arts and recreation services	Community and personal service workers	177
Moreton Bay - North	Arts and recreation services	Labourers	62
Moreton Bay - North	Arts and recreation services	Machinery operators and drivers	10
Moreton Bay - North	Arts and recreation services	Managers	113
Moreton Bay - North	Arts and recreation services	Professionals	117
Moreton Bay - North	Arts and recreation services	Sales workers	41
Moreton Bay - North	Arts and recreation services	Technicians and trades workers	73
