SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Cairns	Status in employment not stated	21000	79
Cairns	Status in employment not stated	26250	105
Cairns	Status in employment not stated	34125	114
Cairns	Status in employment not stated	42000	159
Cairns	Status in employment not stated	52500	103
Cairns	Status in employment not stated	65625	113
Cairns	Status in employment not stated	78750	71
Cairns	Status in employment not stated	91875	54
Cairns	Status in employment not stated	105000	16
Cairns	Status in employment not stated	157500	44
Cairns	Status in employment not stated	Inf	28
Darling Downs - Maranoa	Contributing family workers	0	612
Darling Downs - Maranoa	Contributing family workers	7875	264
Darling Downs - Maranoa	Contributing family workers	15750	363
Darling Downs - Maranoa	Contributing family workers	21000	346
Darling Downs - Maranoa	Contributing family workers	26250	283
Darling Downs - Maranoa	Contributing family workers	34125	271
Darling Downs - Maranoa	Contributing family workers	42000	227
Darling Downs - Maranoa	Contributing family workers	52500	202
Darling Downs - Maranoa	Contributing family workers	65625	187
Darling Downs - Maranoa	Contributing family workers	78750	89
Darling Downs - Maranoa	Contributing family workers	91875	66
Darling Downs - Maranoa	Contributing family workers	105000	63
Darling Downs - Maranoa	Contributing family workers	157500	64
Darling Downs - Maranoa	Contributing family workers	Inf	117
Darling Downs - Maranoa	Employee	0	146
Darling Downs - Maranoa	Employee	7875	1533
Darling Downs - Maranoa	Employee	15750	1440
Darling Downs - Maranoa	Employee	21000	1621
Darling Downs - Maranoa	Employee	26250	2144
Darling Downs - Maranoa	Employee	34125	3958
Darling Downs - Maranoa	Employee	42000	5302
Darling Downs - Maranoa	Employee	52500	6147
Darling Downs - Maranoa	Employee	65625	5806
Darling Downs - Maranoa	Employee	78750	3687
Darling Downs - Maranoa	Employee	91875	3031
Darling Downs - Maranoa	Employee	105000	2089
Darling Downs - Maranoa	Employee	157500	3179
Darling Downs - Maranoa	Employee	Inf	1194
Darling Downs - Maranoa	Owner managers of incorporated enterprises	0	50
Darling Downs - Maranoa	Owner managers of incorporated enterprises	7875	44
Darling Downs - Maranoa	Owner managers of incorporated enterprises	15750	79
Darling Downs - Maranoa	Owner managers of incorporated enterprises	21000	153
Darling Downs - Maranoa	Owner managers of incorporated enterprises	26250	149
Darling Downs - Maranoa	Owner managers of incorporated enterprises	34125	336
Darling Downs - Maranoa	Owner managers of incorporated enterprises	42000	372
Darling Downs - Maranoa	Owner managers of incorporated enterprises	52500	445
Darling Downs - Maranoa	Owner managers of incorporated enterprises	65625	517
Darling Downs - Maranoa	Owner managers of incorporated enterprises	78750	367
Darling Downs - Maranoa	Owner managers of incorporated enterprises	91875	386
Darling Downs - Maranoa	Owner managers of incorporated enterprises	105000	191
Darling Downs - Maranoa	Owner managers of incorporated enterprises	157500	270
Darling Downs - Maranoa	Owner managers of incorporated enterprises	Inf	346
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	0	212
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	7875	192
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	15750	336
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	21000	501
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	26250	509
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	34125	755
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	42000	644
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	52500	702
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	65625	621
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	78750	457
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	91875	294
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	105000	192
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	157500	264
Darling Downs - Maranoa	Owner managers of unincorporated enterprises	Inf	236
Darling Downs - Maranoa	Status in employment not stated	0	20
Darling Downs - Maranoa	Status in employment not stated	7875	40
Darling Downs - Maranoa	Status in employment not stated	15750	59
Darling Downs - Maranoa	Status in employment not stated	21000	62
Darling Downs - Maranoa	Status in employment not stated	26250	77
Darling Downs - Maranoa	Status in employment not stated	34125	78
Darling Downs - Maranoa	Status in employment not stated	42000	85
Darling Downs - Maranoa	Status in employment not stated	52500	98
Darling Downs - Maranoa	Status in employment not stated	65625	84
Darling Downs - Maranoa	Status in employment not stated	78750	50
Darling Downs - Maranoa	Status in employment not stated	91875	29
Darling Downs - Maranoa	Status in employment not stated	105000	17
Darling Downs - Maranoa	Status in employment not stated	157500	20
Darling Downs - Maranoa	Status in employment not stated	Inf	27
Central Queensland	Contributing family workers	0	495
Central Queensland	Contributing family workers	7875	194
Central Queensland	Contributing family workers	15750	198
Central Queensland	Contributing family workers	21000	218
Central Queensland	Contributing family workers	26250	148
Central Queensland	Contributing family workers	34125	163
Central Queensland	Contributing family workers	42000	126
Central Queensland	Contributing family workers	52500	136
Central Queensland	Contributing family workers	65625	125
Central Queensland	Contributing family workers	78750	85
Central Queensland	Contributing family workers	91875	66
Central Queensland	Contributing family workers	105000	44
Central Queensland	Contributing family workers	157500	55
Central Queensland	Contributing family workers	Inf	104
Central Queensland	Employee	0	306
Central Queensland	Employee	7875	3160
Central Queensland	Employee	15750	2975
Central Queensland	Employee	21000	3129
Central Queensland	Employee	26250	3830
Central Queensland	Employee	34125	6469
Central Queensland	Employee	42000	8388
Central Queensland	Employee	52500	9473
Central Queensland	Employee	65625	9992
Central Queensland	Employee	78750	7679
Central Queensland	Employee	91875	6686
Central Queensland	Employee	105000	5433
Central Queensland	Employee	157500	9905
Central Queensland	Employee	Inf	4261
Central Queensland	Owner managers of incorporated enterprises	0	38
Central Queensland	Owner managers of incorporated enterprises	7875	34
Central Queensland	Owner managers of incorporated enterprises	15750	73
Central Queensland	Owner managers of incorporated enterprises	21000	133
Central Queensland	Owner managers of incorporated enterprises	26250	139
Central Queensland	Owner managers of incorporated enterprises	34125	279
Central Queensland	Owner managers of incorporated enterprises	42000	348
Central Queensland	Owner managers of incorporated enterprises	52500	417
Central Queensland	Owner managers of incorporated enterprises	65625	566
Central Queensland	Owner managers of incorporated enterprises	78750	463
Central Queensland	Owner managers of incorporated enterprises	91875	521
Central Queensland	Owner managers of incorporated enterprises	105000	266
Central Queensland	Owner managers of incorporated enterprises	157500	484
Central Queensland	Owner managers of incorporated enterprises	Inf	516
Central Queensland	Owner managers of unincorporated enterprises	0	137
Central Queensland	Owner managers of unincorporated enterprises	7875	229
Central Queensland	Owner managers of unincorporated enterprises	15750	402
Central Queensland	Owner managers of unincorporated enterprises	21000	439
Central Queensland	Owner managers of unincorporated enterprises	26250	482
Central Queensland	Owner managers of unincorporated enterprises	34125	644
Central Queensland	Owner managers of unincorporated enterprises	42000	634
Central Queensland	Owner managers of unincorporated enterprises	52500	589
Central Queensland	Owner managers of unincorporated enterprises	65625	676
Central Queensland	Owner managers of unincorporated enterprises	78750	437
Central Queensland	Owner managers of unincorporated enterprises	91875	357
Central Queensland	Owner managers of unincorporated enterprises	105000	228
Central Queensland	Owner managers of unincorporated enterprises	157500	322
Central Queensland	Owner managers of unincorporated enterprises	Inf	335
Central Queensland	Status in employment not stated	0	19
Central Queensland	Status in employment not stated	7875	53
Central Queensland	Status in employment not stated	15750	52
Central Queensland	Status in employment not stated	21000	81
Central Queensland	Status in employment not stated	26250	67
Central Queensland	Status in employment not stated	34125	84
Central Queensland	Status in employment not stated	42000	82
Central Queensland	Status in employment not stated	52500	107
Central Queensland	Status in employment not stated	65625	83
Central Queensland	Status in employment not stated	78750	57
Central Queensland	Status in employment not stated	91875	52
Central Queensland	Status in employment not stated	105000	27
Central Queensland	Status in employment not stated	157500	62
Central Queensland	Status in employment not stated	Inf	40
Gold Coast	Contributing family workers	0	791
Gold Coast	Contributing family workers	7875	288
Gold Coast	Contributing family workers	15750	386
Gold Coast	Contributing family workers	21000	409
Gold Coast	Contributing family workers	26250	331
Gold Coast	Contributing family workers	34125	359
Gold Coast	Contributing family workers	42000	271
Gold Coast	Contributing family workers	52500	261
Gold Coast	Contributing family workers	65625	224
Gold Coast	Contributing family workers	78750	172
Gold Coast	Contributing family workers	91875	124
Gold Coast	Contributing family workers	105000	65
Gold Coast	Contributing family workers	157500	100
Gold Coast	Contributing family workers	Inf	128
Gold Coast	Employee	0	676
Gold Coast	Employee	7875	7690
Gold Coast	Employee	15750	7826
Gold Coast	Employee	21000	8578
Gold Coast	Employee	26250	11166
Gold Coast	Employee	34125	19295
Gold Coast	Employee	42000	26118
Gold Coast	Employee	52500	29427
Gold Coast	Employee	65625	27210
Gold Coast	Employee	78750	16856
Gold Coast	Employee	91875	13389
Gold Coast	Employee	105000	8307
Gold Coast	Employee	157500	9507
Gold Coast	Employee	Inf	3700
Gold Coast	Owner managers of incorporated enterprises	0	154
Gold Coast	Owner managers of incorporated enterprises	7875	160
Gold Coast	Owner managers of incorporated enterprises	15750	369
Gold Coast	Owner managers of incorporated enterprises	21000	729
Gold Coast	Owner managers of incorporated enterprises	26250	789
Gold Coast	Owner managers of incorporated enterprises	34125	1454
Gold Coast	Owner managers of incorporated enterprises	42000	1847
Gold Coast	Owner managers of incorporated enterprises	52500	2210
Gold Coast	Owner managers of incorporated enterprises	65625	2751
Gold Coast	Owner managers of incorporated enterprises	78750	2219
Gold Coast	Owner managers of incorporated enterprises	91875	2384
