SA4_NAME16	CountryOfBirth	EmploymentStatus	workers
Far West and Orana	ITA	Owner managers of incorporated enterprises	3
Far West and Orana	ITA	Owner managers of unincorporated enterprises	4
Far West and Orana	JPN	Employee	10
Far West and Orana	LBN	Employee	7
Far West and Orana	LBN	Owner managers of unincorporated enterprises	10
Far West and Orana	MYS	Employee	30
Far West and Orana	MYS	Owner managers of incorporated enterprises	8
Far West and Orana	MYS	Owner managers of unincorporated enterprises	11
Far West and Orana	MLT	Employee	13
Far West and Orana	MLT	Owner managers of unincorporated enterprises	3
Far West and Orana	NLD	Contributing family workers	4
Far West and Orana	NLD	Employee	32
Far West and Orana	NLD	Owner managers of incorporated enterprises	4
Far West and Orana	NLD	Owner managers of unincorporated enterprises	12
Far West and Orana	NZL	Contributing family workers	7
Far West and Orana	NZL	Employee	424
Far West and Orana	NZL	Owner managers of incorporated enterprises	29
Far West and Orana	NZL	Owner managers of unincorporated enterprises	34
Far West and Orana	NZL	Status in employment not stated	9
Far West and Orana	PAK	Employee	43
Far West and Orana	PAK	Owner managers of incorporated enterprises	5
Far West and Orana	PAK	Owner managers of unincorporated enterprises	3
Far West and Orana	PHL	Contributing family workers	3
Far West and Orana	PHL	Employee	232
Far West and Orana	PHL	Owner managers of unincorporated enterprises	12
Far West and Orana	POL	Employee	9
Far West and Orana	SGP	Employee	15
Far West and Orana	SGP	Owner managers of unincorporated enterprises	4
Far West and Orana	ZAF	Contributing family workers	3
Far West and Orana	ZAF	Employee	120
Far West and Orana	ZAF	Owner managers of incorporated enterprises	3
Far West and Orana	ZAF	Owner managers of unincorporated enterprises	9
Far West and Orana	KOR	Employee	39
Far West and Orana	KOR	Owner managers of incorporated enterprises	3
Far West and Orana	KOR	Owner managers of unincorporated enterprises	3
Far West and Orana	KOR	Status in employment not stated	4
Far West and Orana	LKA	Contributing family workers	3
Far West and Orana	LKA	Employee	88
Far West and Orana	LKA	Owner managers of incorporated enterprises	12
Far West and Orana	LKA	Owner managers of unincorporated enterprises	14
Far West and Orana	THA	Contributing family workers	4
Far West and Orana	THA	Employee	26
Far West and Orana	TUR	Employee	3
Far West and Orana	GBR	Contributing family workers	37
Far West and Orana	GBR	Employee	500
Far West and Orana	GBR	Owner managers of incorporated enterprises	34
Far West and Orana	GBR	Owner managers of unincorporated enterprises	54
Far West and Orana	GBR	Status in employment not stated	6
Far West and Orana	USA	Employee	45
Far West and Orana	USA	Owner managers of incorporated enterprises	5
Far West and Orana	USA	Owner managers of unincorporated enterprises	7
Far West and Orana	VNM	Employee	26
Far West and Orana	VNM	Owner managers of unincorporated enterprises	9
Far West and Orana	ZWE	Employee	62
Far West and Orana	ZWE	Owner managers of unincorporated enterprises	3
Hunter Valley exc Newcastle		Contributing family workers	88
Hunter Valley exc Newcastle		Employee	2176
Hunter Valley exc Newcastle		Owner managers of incorporated enterprises	178
Hunter Valley exc Newcastle		Owner managers of unincorporated enterprises	234
Hunter Valley exc Newcastle		Status in employment not stated	83
Hunter Valley exc Newcastle	AUS	Contributing family workers	1497
Hunter Valley exc Newcastle	AUS	Employee	76442
Hunter Valley exc Newcastle	AUS	Owner managers of incorporated enterprises	4398
Hunter Valley exc Newcastle	AUS	Owner managers of unincorporated enterprises	5293
Hunter Valley exc Newcastle	AUS	Status in employment not stated	853
Hunter Valley exc Newcastle	CAN	Contributing family workers	6
Hunter Valley exc Newcastle	CAN	Employee	140
Hunter Valley exc Newcastle	CAN	Owner managers of incorporated enterprises	13
Hunter Valley exc Newcastle	CAN	Owner managers of unincorporated enterprises	10
Hunter Valley exc Newcastle	CHN	Contributing family workers	16
Hunter Valley exc Newcastle	CHN	Employee	194
Hunter Valley exc Newcastle	CHN	Owner managers of incorporated enterprises	42
Hunter Valley exc Newcastle	CHN	Owner managers of unincorporated enterprises	71
Hunter Valley exc Newcastle	CHN	Status in employment not stated	7
Hunter Valley exc Newcastle	HRV	Employee	28
Hunter Valley exc Newcastle	HRV	Owner managers of unincorporated enterprises	4
Hunter Valley exc Newcastle	HRV	Status in employment not stated	3
Hunter Valley exc Newcastle	EGY	Employee	14
Hunter Valley exc Newcastle	EGY	Owner managers of incorporated enterprises	7
Hunter Valley exc Newcastle	EGY	Owner managers of unincorporated enterprises	3
Hunter Valley exc Newcastle	FJI	Employee	76
Hunter Valley exc Newcastle	FJI	Owner managers of incorporated enterprises	3
Hunter Valley exc Newcastle	FJI	Owner managers of unincorporated enterprises	6
Hunter Valley exc Newcastle	MKD	Contributing family workers	3
Hunter Valley exc Newcastle	MKD	Employee	13
Hunter Valley exc Newcastle	MKD	Owner managers of unincorporated enterprises	4
Hunter Valley exc Newcastle	DEU	Contributing family workers	3
Hunter Valley exc Newcastle	DEU	Employee	164
Hunter Valley exc Newcastle	DEU	Owner managers of incorporated enterprises	20
Hunter Valley exc Newcastle	DEU	Owner managers of unincorporated enterprises	19
Hunter Valley exc Newcastle	DEU	Status in employment not stated	3
Hunter Valley exc Newcastle	GRC	Contributing family workers	3
Hunter Valley exc Newcastle	GRC	Employee	16
Hunter Valley exc Newcastle	GRC	Owner managers of incorporated enterprises	3
Hunter Valley exc Newcastle	GRC	Owner managers of unincorporated enterprises	8
Hunter Valley exc Newcastle	HKG	Employee	50
Hunter Valley exc Newcastle	HKG	Owner managers of incorporated enterprises	7
Hunter Valley exc Newcastle	HKG	Owner managers of unincorporated enterprises	20
Hunter Valley exc Newcastle	IND	Contributing family workers	6
Hunter Valley exc Newcastle	IND	Employee	375
Hunter Valley exc Newcastle	IND	Owner managers of incorporated enterprises	70
Hunter Valley exc Newcastle	IND	Owner managers of unincorporated enterprises	22
Hunter Valley exc Newcastle	IND	Status in employment not stated	7
Hunter Valley exc Newcastle	IDN	Employee	42
Hunter Valley exc Newcastle	IRN	Employee	24
Hunter Valley exc Newcastle	IRQ	Employee	11
Hunter Valley exc Newcastle	IRQ	Owner managers of incorporated enterprises	4
Hunter Valley exc Newcastle	IRL	Contributing family workers	5
Hunter Valley exc Newcastle	IRL	Employee	172
Hunter Valley exc Newcastle	IRL	Owner managers of incorporated enterprises	13
Hunter Valley exc Newcastle	IRL	Owner managers of unincorporated enterprises	18
Hunter Valley exc Newcastle	IRL	Status in employment not stated	3
Hunter Valley exc Newcastle	ITA	Contributing family workers	3
Hunter Valley exc Newcastle	ITA	Employee	43
Hunter Valley exc Newcastle	ITA	Owner managers of incorporated enterprises	7
Hunter Valley exc Newcastle	ITA	Owner managers of unincorporated enterprises	13
Hunter Valley exc Newcastle	JPN	Employee	29
Hunter Valley exc Newcastle	JPN	Owner managers of incorporated enterprises	3
Hunter Valley exc Newcastle	JPN	Owner managers of unincorporated enterprises	3
Hunter Valley exc Newcastle	LBN	Employee	15
Hunter Valley exc Newcastle	LBN	Owner managers of incorporated enterprises	3
Hunter Valley exc Newcastle	LBN	Owner managers of unincorporated enterprises	10
Hunter Valley exc Newcastle	MYS	Contributing family workers	8
Hunter Valley exc Newcastle	MYS	Employee	137
Hunter Valley exc Newcastle	MYS	Owner managers of incorporated enterprises	17
Hunter Valley exc Newcastle	MYS	Owner managers of unincorporated enterprises	19
Hunter Valley exc Newcastle	MLT	Contributing family workers	5
Hunter Valley exc Newcastle	MLT	Employee	18
Hunter Valley exc Newcastle	MLT	Owner managers of incorporated enterprises	11
Hunter Valley exc Newcastle	NLD	Contributing family workers	3
Hunter Valley exc Newcastle	NLD	Employee	91
Hunter Valley exc Newcastle	NLD	Owner managers of incorporated enterprises	15
Hunter Valley exc Newcastle	NLD	Owner managers of unincorporated enterprises	25
Hunter Valley exc Newcastle	NLD	Status in employment not stated	6
Hunter Valley exc Newcastle	NZL	Contributing family workers	36
Hunter Valley exc Newcastle	NZL	Employee	1427
Hunter Valley exc Newcastle	NZL	Owner managers of incorporated enterprises	101
Hunter Valley exc Newcastle	NZL	Owner managers of unincorporated enterprises	121
Hunter Valley exc Newcastle	NZL	Status in employment not stated	16
Hunter Valley exc Newcastle	PAK	Employee	45
Hunter Valley exc Newcastle	PAK	Owner managers of incorporated enterprises	20
Hunter Valley exc Newcastle	PAK	Owner managers of unincorporated enterprises	11
Hunter Valley exc Newcastle	PHL	Contributing family workers	9
Hunter Valley exc Newcastle	PHL	Employee	446
Hunter Valley exc Newcastle	PHL	Owner managers of incorporated enterprises	9
Hunter Valley exc Newcastle	PHL	Owner managers of unincorporated enterprises	15
Hunter Valley exc Newcastle	PHL	Status in employment not stated	3
Hunter Valley exc Newcastle	POL	Employee	35
Hunter Valley exc Newcastle	POL	Owner managers of incorporated enterprises	5
Hunter Valley exc Newcastle	POL	Owner managers of unincorporated enterprises	5
Hunter Valley exc Newcastle	SGP	Employee	36
Hunter Valley exc Newcastle	SGP	Owner managers of incorporated enterprises	3
Hunter Valley exc Newcastle	SGP	Owner managers of unincorporated enterprises	10
Hunter Valley exc Newcastle	ZAF	Contributing family workers	14
Hunter Valley exc Newcastle	ZAF	Employee	373
Hunter Valley exc Newcastle	ZAF	Owner managers of incorporated enterprises	29
Hunter Valley exc Newcastle	ZAF	Owner managers of unincorporated enterprises	41
Hunter Valley exc Newcastle	ZAF	Status in employment not stated	4
Hunter Valley exc Newcastle	KOR	Contributing family workers	3
Hunter Valley exc Newcastle	KOR	Employee	71
Hunter Valley exc Newcastle	KOR	Owner managers of incorporated enterprises	13
Hunter Valley exc Newcastle	KOR	Owner managers of unincorporated enterprises	7
Hunter Valley exc Newcastle	LKA	Contributing family workers	3
Hunter Valley exc Newcastle	LKA	Employee	91
Hunter Valley exc Newcastle	LKA	Owner managers of incorporated enterprises	9
Hunter Valley exc Newcastle	LKA	Owner managers of unincorporated enterprises	10
Hunter Valley exc Newcastle	THA	Contributing family workers	3
Hunter Valley exc Newcastle	THA	Employee	100
Hunter Valley exc Newcastle	THA	Owner managers of incorporated enterprises	8
Hunter Valley exc Newcastle	THA	Owner managers of unincorporated enterprises	21
Hunter Valley exc Newcastle	THA	Status in employment not stated	4
Hunter Valley exc Newcastle	TUR	Contributing family workers	5
Hunter Valley exc Newcastle	TUR	Employee	5
Hunter Valley exc Newcastle	TUR	Owner managers of incorporated enterprises	3
Hunter Valley exc Newcastle	TUR	Owner managers of unincorporated enterprises	7
Hunter Valley exc Newcastle	GBR	Contributing family workers	77
Hunter Valley exc Newcastle	GBR	Employee	2278
Hunter Valley exc Newcastle	GBR	Owner managers of incorporated enterprises	227
Hunter Valley exc Newcastle	GBR	Owner managers of unincorporated enterprises	303
Hunter Valley exc Newcastle	GBR	Status in employment not stated	28
Hunter Valley exc Newcastle	USA	Contributing family workers	9
Hunter Valley exc Newcastle	USA	Employee	228
Hunter Valley exc Newcastle	USA	Owner managers of incorporated enterprises	13
Hunter Valley exc Newcastle	USA	Owner managers of unincorporated enterprises	12
Hunter Valley exc Newcastle	USA	Status in employment not stated	3
Hunter Valley exc Newcastle	VNM	Contributing family workers	7
Hunter Valley exc Newcastle	VNM	Employee	90
Hunter Valley exc Newcastle	VNM	Owner managers of incorporated enterprises	14
Hunter Valley exc Newcastle	VNM	Owner managers of unincorporated enterprises	19
Hunter Valley exc Newcastle	VNM	Status in employment not stated	3
Hunter Valley exc Newcastle	ZWE	Contributing family workers	3
Hunter Valley exc Newcastle	ZWE	Employee	110
Hunter Valley exc Newcastle	ZWE	Owner managers of incorporated enterprises	5
Hunter Valley exc Newcastle	ZWE	Status in employment not stated	3
Illawarra		Contributing family workers	68
Illawarra		Employee	3928
Illawarra		Owner managers of incorporated enterprises	327
Illawarra		Owner managers of unincorporated enterprises	444
Illawarra		Status in employment not stated	125
Illawarra	AUS	Contributing family workers	819
Illawarra	AUS	Employee	70369
Illawarra	AUS	Owner managers of incorporated enterprises	4315
Illawarra	AUS	Owner managers of unincorporated enterprises	5191
Illawarra	AUS	Status in employment not stated	696
Illawarra	CAN	Contributing family workers	5
Illawarra	CAN	Employee	198
Illawarra	CAN	Owner managers of incorporated enterprises	13
Illawarra	CAN	Owner managers of unincorporated enterprises	19
Illawarra	CAN	Status in employment not stated	3
Illawarra	CHN	Contributing family workers	37
Illawarra	CHN	Employee	768
Illawarra	CHN	Owner managers of incorporated enterprises	66
Illawarra	CHN	Owner managers of unincorporated enterprises	85
Illawarra	CHN	Status in employment not stated	11
Illawarra	HRV	Contributing family workers	3
Illawarra	HRV	Employee	169
Illawarra	HRV	Owner managers of incorporated enterprises	23
